BCF-ch U14,Rhyl,1969.??.??,?,"Speelman, Jonathan S","Fletcher, John",,,C57,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Bc4', 'Nc6'], ['Ng5', 'd5'], ['exd5', 'Nxd5'], ['Nxf7', 'Kxf7'], ['Qf3+', 'Ke6'], ['Nc3', 'Nb4\n'], ['d4', 'c6'], ['Qe4', 'Kf7'], ['a3', 'Qa5'], ['axb4', 'Qxa1'], ['Nxd5', 'Qxc1+'], ['Ke2', 'Qxh1'], ['Nc7+', 'Ke7\n'], ['Qxe5+', 'Kd7'], ['Nxa8', 'Qxg2'], ['Qc7+', '']]",1-0
ch-GBR,Millfield ENG,2000.07.31,1,"Speelman,J","Buckley,S",,,E61,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['Nc3', 'O-O'], ['Bg5', 'd6'], ['e3', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['Nd2', 'Nbd7\n'], ['e4', 'h6'], ['Be3', 'axb5'], ['Bxb5', 'Ba6'], ['O-O', 'Bxb5'], ['Nxb5', 'Ne8'], ['Nc4', 'Nb6'], ['Nba3', 'Na4\n'], ['Qd2', 'Nxb2'], ['Bxh6', 'Nxc4'], ['Nxc4', 'Bxa1'], ['Rxa1', 'Ng7'], ['a4', 'Qc7'], ['Qc3', 'f6'], ['f4', 'Kh7\n'], ['Bxg7', 'Kxg7'], ['a5', 'Rfb8'], ['e5', 'Qb7'], ['Re1', 'dxe5'], ['fxe5', 'Qxd5'], ['exf6+', 'exf6\n'], ['Nb6', 'Qd4+'], ['Qxd4', 'cxd4'], ['Nxa8', 'Rxa8'], ['Ra1', 'Ra6'], ['Kf2', 'Kf7'], ['Ke2', 'Ke6'], ['Kd3', 'Kd5\n'], ['Ra4', 'Kc5'], ['g4', 'Kb5'], ['Ra1', 'Kc5'], ['h4', 'Kd5'], ['Ra4', 'Ke5'], ['Kc4', 'Ke4'], ['Kb5', 'Ra8\n'], ['a6', 'Ke3'], ['Kb6', 'd3'], ['Kb7', 'Rd8'], ['a7', 'd2'], ['Ra1', 'Ke2'], ['a8=Q', 'Rxa8'], ['Kxa8', 'd1=Q\n'], ['Rxd1', 'Kxd1'], ['h5', 'gxh5'], ['gxh5', 'f5'], ['h6', 'f4'], ['h7', 'f3'], ['h8=Q', 'f2'], ['Qh3', 'Ke1\n'], ['Ka7', 'f1=Q'], ['Qxf1+', 'Kxf1'], ['Kb7', '']]",1/2-1/2
ch-GBR,Millfield ENG,2000.08.01,2,"Hodgson,Ju","Speelman,J",,,A06,"[['b3', 'd5'], ['Nf3', 'Nf6'], ['Bb2', 'Bg4'], ['Bxf6', 'gxf6'], ['e3', 'Bg7'], ['h3', 'Bxf3'], ['Qxf3', 'f5'], ['d4', 'c5\n'], ['c3', 'Nc6'], ['Bb5', 'Qa5'], ['Bxc6+', 'bxc6'], ['O-O', 'e6'], ['a3', 'Rb8'], ['b4', 'cxb4'], ['cxb4', 'Rxb4\n'], ['axb4', 'Qxa1'], ['Qg3', 'O-O'], ['Qc7', 'Qb2'], ['Qxa7', 'f4'], ['exf4', 'Qxb4'], ['Rd1', 'Qb3'], ['Rc1', 'Qb2\n'], ['Qa3', 'Rb8'], ['f5', 'Qxa3'], ['Nxa3', 'Rb3'], ['Nb1', 'Bxd4'], ['fxe6', 'fxe6'], ['Nd2', 'Rb2'], ['Nf3', '']]",0-1
ch-GBR,Millfield ENG,2000.08.02,3,"Speelman,J","Kelly,B",,,D02,"[['d4', 'd5'], ['Nf3', 'c6'], ['Bf4', 'Qb6'], ['Qc1', 'Bf5'], ['e3', 'Nf6'], ['h3', 'Nbd7'], ['Nbd2', 'e6'], ['Nh4', 'Be4\n'], ['Nhf3', 'Bg6'], ['a3', 'Be7'], ['c4', 'c5'], ['b4', 'cxd4'], ['c5', 'Qd8'], ['exd4', 'O-O'], ['Be2', 'Ne4\n'], ['Qb2', 'Bf6'], ['O-O', 'Re8'], ['Nxe4', 'Bxe4'], ['Nd2', 'e5'], ['Nxe4', 'dxe4'], ['dxe5', 'Nxe5'], ['Qc2', 'Qd7\n'], ['Rad1', 'Qf5'], ['Be3', 'Rad8'], ['b5', 'Nd3'], ['a4', 'Bg5'], ['c6', 'bxc6'], ['bxc6', 'Bxe3'], ['fxe3', 'Qg5\n'], ['c7', 'Qxe3+'], ['Kh1', 'Rc8'], ['Bg4', 'h5'], ['Bxc8', 'Rxc8'], ['Qc4', 'Nf2+'], ['Rxf2', 'Qxf2'], ['Rd8+', 'Kh7\n'], ['Rxc8', 'Qe1+'], ['Kh2', 'h4'], ['Rh8+', '']]",1-0
ch-GBR,Millfield ENG,2000.08.03,4,"Miles,A","Speelman,J",,,A47,"[['Nf3', 'b6'], ['d4', 'Nf6'], ['Bg5', 'Bb7'], ['Nbd2', 'g6'], ['Bxf6', 'exf6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['O-O', 'f5\n'], ['e3', 'Re8'], ['c4', 'c5'], ['dxc5', '']]",1/2-1/2
ch-GBR,Millfield ENG,2000.08.04,5,"Speelman,J","Williams,S",,,A96,"[['d4', 'e6'], ['g3', 'f5'], ['Bg2', 'Nf6'], ['Nf3', 'Be7'], ['O-O', 'O-O'], ['c4', 'd6'], ['b3', 'Ne4'], ['Bb2', 'Bf6\n'], ['Nbd2', 'Nc6'], ['Nxe4', 'fxe4'], ['Ne1', 'd5'], ['Nc2', 'Na5'], ['Rb1', 'b6'], ['Ne3', 'Bb7'], ['Ng4', 'dxc4\n'], ['Nxf6+', 'Qxf6'], ['Bc3', 'Qf5'], ['Qc2', 'cxb3'], ['axb3', 'Qd5'], ['Bxa5', 'bxa5'], ['e3', 'Rf7'], ['Ra1', 'Raf8\n'], ['Qc4', 'Qf5']]",1/2-1/2
ch-GBR,Millfield ENG,2000.08.05,6,"Turner,M","Speelman,J",,,E32,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qc2', 'd6'], ['Bg5', 'Nbd7'], ['e3', 'b6'], ['Bd3', 'Bb7'], ['f3', 'h6\n'], ['Bh4', 'Bxc3+'], ['Qxc3', 'e5'], ['e4', 'Nxe4'], ['Bxd8', 'Nxc3'], ['Bxc7', 'e4'], ['bxc3', 'exd3'], ['Kd2', 'O-O\n'], ['Bxd6', 'Rfe8'], ['Kxd3', 'Re6'], ['Bg3', 'Rae8'], ['Nh3', 'Re2'], ['Bf2', 'Bc8'], ['c5', 'Nxc5+'], ['dxc5', 'Bxh3\n'], ['gxh3', 'Rxf2'], ['Rhf1', 'Rxh2'], ['cxb6', 'axb6'], ['a4', 'Rxh3'], ['a5', 'bxa5'], ['Rxa5', 'Rh4\n'], ['Rd5', 'Rf4'], ['c4', 'g5'], ['c5', 'Rc8'], ['Rd6', 'Rxc5'], ['Rxh6', 'Kg7'], ['Rd6', 'Ra5'], ['Ke3', 'Raf5\n'], ['Ke2', 'f6'], ['Rd3', 'Kg6'], ['Rg1', 'Rh4'], ['Rg2', 'Ra5'], ['Kf2', 'Rh3'], ['Rb3', 'Ra2+'], ['Kg1', 'Ra1+\n'], ['Kf2', 'Ra4'], ['Re3', 'Rb4'], ['Re2', 'Kf5'], ['Rg3', 'Rhh4'], ['Rg1', 'Kf4'], ['Kg2', 'Rh8'], ['Rc1', 'Rd8\n'], ['Rc6', 'f5'], ['Rcc2', 'Rd3'], ['Rf2', 'Rbd4'], ['Ra2', 'Re3'], ['Rab2', 'Re1'], ['Rfc2', 'Re3'], ['Rf2', 'Ra4\n'], ['Rb5', 'Rc4'], ['Ra5', 'Rec3'], ['Raa2', 'g4'], ['fxg4+', 'Kxg4'], ['Ra8', 'Rg3+'], ['Kh2', 'Rf3'], ['Kg2', 'Rxf2+\n'], ['Kxf2', 'Rc2+'], ['Kf1', 'f4'], ['Ra3', '']]",1/2-1/2
ch-GBR,Millfield ENG,2000.08.07,7,"Speelman,J","Wohl,A",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c3', 'Bg7'], ['Bg5', 'b6'], ['Nbd2', 'Bb7'], ['e3', 'O-O'], ['Bd3', 'c5'], ['O-O', 'Nc6\n'], ['Bxf6', 'exf6'], ['Qa4', 'a6'], ['dxc5', 'bxc5'], ['Rad1', 'Qc7'], ['Be4', 'f5'], ['Bd5', 'Ne7'], ['Bxb7', 'Qxb7\n'], ['Nb3', 'd5'], ['Nxc5', 'Qxb2'], ['Rb1', 'Qe2'], ['Qa3', 'Nc6'], ['Rfe1', 'Qc4'], ['Nd7', 'Bxc3'], ['Rec1', 'd4\n'], ['exd4', 'Nxd4'], ['Nxd4', '']]",1-0
ch-GBR,Millfield ENG,2000.08.08,8,"McShane,L","Speelman,J",,,B17,"[['e4', 'c6'], ['d4', 'd5'], ['Nd2', 'dxe4'], ['Nxe4', 'Nd7'], ['Nf3', 'Ngf6'], ['Ng3', 'c5'], ['Be2', 'e6'], ['O-O', 'Be7\n'], ['a4', 'O-O'], ['a5', 'Qc7'], ['c3', 'Rd8'], ['Qc2', 'cxd4'], ['Nxd4', 'Ne5'], ['f4', 'Bc5'], ['Ra4', 'Bxd4+\n'], ['Rxd4', 'Nf3+'], ['Bxf3', 'Rxd4'], ['Ne4', 'Rxe4'], ['Bxe4', 'Qc5+'], ['Kh1', 'Qxa5'], ['Be3', 'h6\n'], ['Bd4', 'Nxe4'], ['Qxe4', 'Qb5'], ['Rf2', 'Bd7'], ['Qe5', 'f6'], ['Qxb5', 'Bxb5'], ['Kg1', 'Kf7'], ['Be3', 'a5\n'], ['Rd2', 'Bc6'], ['c4', 'a4'], ['Bb6', 'a3'], ['bxa3', 'Rxa3'], ['Bd4', 'Ra4'], ['c5', 'Kg6'], ['g4', 'Ra3\n'], ['Re2', 'Bd5'], ['Bb2', 'Rb3'], ['Rf2', 'Bf3'], ['h3', 'h5'], ['g5', 'h4'], ['gxf6', 'gxf6'], ['Bd4', 'Rd3\n'], ['Bb2', 'Kf5'], ['Bc1', 'Bd5'], ['Bd2', 'Rxh3'], ['Rh2', 'Rd3'], ['Kf1', 'h3'], ['Ke2', 'Rxd2+']]",0-1
ch-GBR,Millfield ENG,2000.08.09,9,"Speelman,J","Ward,C",,,A46,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['g3', 'c5'], ['Bg2', 'cxd4'], ['O-O', 'a6'], ['Nxd4', 'Qc7'], ['Bg5', 'Be7'], ['Nd2', 'd6\n'], ['c4', 'O-O'], ['Rc1', 'h6'], ['Bxf6', 'Bxf6'], ['Ne4', 'Be7'], ['e3', 'Nc6'], ['Qd2', 'Bd7'], ['Rfd1', 'Rfd8\n'], ['Nc3', 'Nxd4'], ['Qxd4', 'Rab8'], ['h4', 'Qc5'], ['Qd2', 'Qa7'], ['a4', '']]",1/2-1/2
ch-GBR,Millfield ENG,2000.08.10,10,"Wells,P","Speelman,J",,,B17,"[['e4', 'c6'], ['d4', 'd5'], ['Nd2', 'dxe4'], ['Nxe4', 'Nd7'], ['Ng5', 'Ngf6'], ['Bd3', 'e6'], ['N1f3', 'Bd6'], ['Qe2', 'h6\n'], ['Ne4', 'Nxe4'], ['Qxe4', 'Qc7'], ['Qg4', 'c5'], ['O-O', 'Kf8'], ['Qh4', 'b6'], ['Be4', 'Rb8'], ['Rd1', 'c4\n'], ['d5', 'e5'], ['Bf5', 'Kg8'], ['Nd2', 'Nf6'], ['Bxc8', 'Rxc8'], ['Nf1', 'Qd7'], ['b3', 'cxb3'], ['cxb3', 'Kh7\n'], ['Ng3', 'Bc5'], ['Ne4', 'Nxe4'], ['Qxe4+', 'f5'], ['Qxe5', 'Rhe8'], ['Qb2', 'Re4'], ['Be3', 'Bxe3'], ['fxe3', 'Rxe3\n'], ['Rac1', 'Rxc1'], ['Qxc1', 'Qe8'], ['h3', 'Qe4'], ['Qc4', 'Re1+'], ['Rxe1', 'Qxe1+'], ['Kh2', 'Qe5+\n'], ['Kh1', 'Qe1+']]",1/2-1/2
ch-GBR,Millfield ENG,2000.08.11,11,"Speelman,J","Chandler,M",,,A11,"[['Nf3', 'Nf6'], ['g3', 'd5'], ['Bg2', 'Bf5'], ['d3', 'e6'], ['O-O', 'Be7'], ['c4', 'c6'], ['Qb3', 'Qb6'], ['Be3', 'Qxb3\n'], ['axb3', 'a6'], ['h3', 'h5'], ['Nd4', 'Bh7'], ['cxd5', 'Nxd5'], ['Nc2', 'O-O'], ['Nc3', 'Nd7'], ['Nxd5', 'exd5\n'], ['b4', 'Rfe8'], ['Rfe1', 'Bd6'], ['Bd2', 'Rad8'], ['Nd4', 'Re7'], ['Bc3', 'Rde8'], ['Bf1', 'Ne5'], ['Rad1', 'Bc7\n'], ['Nb3', '']]",1/2-1/2
zt 1.1,Mondariz ESP,2000.09.03,1,"Speelman,J","Narciso Dublan,M",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['c3', 'Bd7'], ['O-O', 'g6'], ['a4', 'Bg7'], ['a5', 'O-O'], ['Re1', 'Ne7\n'], ['Bxd7', 'Nxd7'], ['d4', 'c6'], ['dxe5', 'Nxe5'], ['Nxe5', 'Bxe5'], ['Nd2', 'Bg7'], ['Nf3', 'd5'], ['Bg5', 'f6\n'], ['Bd2', 'dxe4'], ['Rxe4', 'Nf5'], ['Qa4', 'Re8'], ['Rb4', 'Nd6'], ['Qb3+', 'Kh8'], ['Rd4', 'Qe7'], ['Re1', 'Qf8\n'], ['Rd1', 'f5'], ['Bh6', 'Bxh6'], ['Rxd6', 'Rad8'], ['Rxd8', 'Rxd8'], ['Re1', 'Rd7'], ['h4', 'Re7'], ['Rd1', 'Qe8\n'], ['Qb4', 'Bg7'], ['Qf4', 'Bf6'], ['h5', 'gxh5'], ['Qxf5', 'Qg6'], ['Nh4', 'Qf7'], ['Qf4', 'Bxh4'], ['Qxh4', 'Qe8\n'], ['Qf6+', 'Kg8'], ['Rd3', 'Re1+'], ['Kh2', 'Qf7'], ['Rd8+', 'Re8'], ['Qxf7+', 'Kxf7'], ['Rxe8', 'Kxe8\n'], ['Kg3', 'Kf7'], ['Kf4', 'Kf6'], ['g3', 'b6'], ['axb6', 'axb6'], ['Ke4', 'Ke6'], ['f4', 'b5'], ['f5+', 'Kd6\n'], ['b4', 'Kd7'], ['Ke5', 'Ke7'], ['f6+', 'Kd7'], ['f7', 'Ke7'], ['f8=Q+', 'Kxf8'], ['Kd6', '']]",1-0
zt 1.1,Mondariz ESP,2000.09.04,2,"Chuchelov,V","Speelman,J",,,B00,"[['Nf3', 'b6'], ['e4', 'Bb7'], ['d3', 'e6'], ['g3', 'd5'], ['Qe2', 'dxe4'], ['dxe4', 'Ba6'], ['Qe3', 'Bc5'], ['Qb3', 'Bxf1\n'], ['Rxf1', 'Ne7'], ['Ke2', 'O-O'], ['Nc3', 'Nec6'], ['Rd1', 'Qf6'], ['Bf4', 'e5'], ['Be3', 'Nd4+'], ['Bxd4', 'exd4\n'], ['Nd5', 'Qd8'], ['c3', 'Qe8'], ['e5', 'dxc3'], ['Qxc3', 'Na6'], ['Kf1', 'c6'], ['Nf4', 'Nc7'], ['b4', 'Be7\n'], ['Nd4', 'c5'], ['Nf5', 'Ne6'], ['Nd5', 'Bd8'], ['Qf3', 'cxb4'], ['Nxb4', 'Qb5+'], ['Kg2', 'Bc7'], ['Nc6', 'Ng5\n'], ['Qc3', 'Ne6'], ['Rd7', 'g6'], ['Nfe7+', 'Kh8'], ['Rad1', 'Qe2'], ['Qb4', 'Bxe5'], ['Re1', 'Qb2'], ['Rxe5', 'Qxb4\n'], ['Nxb4', 'Nc5'], ['Rd1', 'Rad8'], ['Rxd8', 'Rxd8'], ['Rd5', '']]",1-0
zt 1.1,Mondariz ESP,2000.09.05,3,"Speelman,J","David,Alb",,,B31,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['O-O', 'Bg7'], ['Re1', 'e5'], ['Bxc6', 'dxc6'], ['d3', 'Qe7'], ['Nbd2', 'Nf6\n'], ['Nc4', 'Nd7'], ['Bd2', 'O-O'], ['a3', 'Rd8'], ['b4', 'b6'], ['Qc1', 'Ba6'], ['Ne3', 'f6'], ['Qb1', 'Bf8'], ['h3', 'Qf7\n'], ['a4', 'cxb4'], ['Bxb4', 'Nc5'], ['Rd1', 'Rab8'], ['Ba3', 'Bc8'], ['a5', 'b5'], ['Bb4', 'Be6'], ['Ra3', 'Na4\n'], ['Bxf8', 'Qxf8'], ['Qa1', 'Qb4'], ['Rb1', 'Qd6'], ['Rd1', 'Qb4'], ['d4', 'Qb2'], ['dxe5', 'Rxd1+'], ['Nxd1', 'Qxc2\n'], ['Nd4', 'Qd2'], ['Nxe6', 'Re8'], ['Nd4', 'Rd8'], ['Nxc6', 'Qe1+'], ['Kh2', 'Rxd1'], ['Qa2+', '']]",1-0
zt 1.1,Mondariz ESP,2000.09.06,4,"Comas Fabrego,L","Speelman,J",,,B40,"[['d4', 'e6'], ['Nf3', 'c5'], ['e4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Qb6'], ['Nb3', 'Bb4'], ['Bd3', 'd5'], ['e5', 'Nfd7\n'], ['Be3', 'Qc6'], ['f4', 'Bxc3+'], ['bxc3', 'Qxc3+'], ['Bd2', 'Qc7'], ['Qg4', 'O-O'], ['Bb4', 'f5'], ['Qf3', 'Rf7\n'], ['g4', 'Nc6'], ['Bd6', 'Ndxe5'], ['fxe5', 'Nxe5'], ['Bxe5', 'Qxe5+'], ['Kd1', 'Qd6'], ['gxf5', 'e5'], ['Qg3', 'Bxf5\n'], ['Bxf5', 'Rxf5'], ['Rg1', 'Qf6'], ['Nd2', 'Rf8'], ['Rb1', 'b6'], ['c4', 'dxc4'], ['Ne4', 'Qf7'], ['Kc2', 'g6\n'], ['Rbe1', 'Qd5'], ['Re3', 'c3']]",0-1
zt 1.1,Mondariz ESP,2000.09.07,5,"Speelman,J","Hauchard,A",,,A07,"[['Nf3', 'd5'], ['g3', 'Nf6'], ['Bg2', 'Bf5'], ['d3', 'e6'], ['O-O', 'Be7'], ['c4', 'c6'], ['Qb3', 'Qb6'], ['Qc2', 'O-O\n'], ['Be3', 'Qa6'], ['Nh4', 'Bg4'], ['h3', 'Bh5'], ['g4', 'Nfd7'], ['Nf5', 'exf5'], ['gxh5', 'dxc4'], ['d4', 'g6\n'], ['Nd2', 'Nb6'], ['Bh6', 'Re8'], ['a4', 'N8d7'], ['a5', 'Nd5'], ['Qxc4', 'Qxc4'], ['Nxc4', 'a6'], ['hxg6', '']]",1/2-1/2
zt 1.1,Mondariz ESP,2000.09.08,6,"Speelman,J","Lautier,J",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Qxd7'], ['O-O', 'Nf6'], ['Re1', 'Nc6'], ['Nc3', 'g6'], ['a3', 'Bg7\n'], ['Rb1', 'O-O'], ['b4', 'b6'], ['d3', 'Rac8'], ['Ne2', 'd5'], ['b5', 'Nd8']]",1/2-1/2
zt 1.1,Mondariz ESP,2000.09.10,7,"Degraeve,JM","Speelman,J",,,B17,"[['e4', 'c6'], ['d4', 'd5'], ['Nd2', 'dxe4'], ['Nxe4', 'Nd7'], ['Bc4', 'Ngf6'], ['Ng5', 'e6'], ['Qe2', 'Nb6'], ['Bb3', 'h6\n'], ['N5f3', 'a5'], ['c3', 'a4'], ['Bc2', 'Nbd5'], ['Bd2', 'c5'], ['dxc5', 'Qc7'], ['Ne5', 'Bxc5'], ['Ngf3', 'O-O\n'], ['O-O', 'b6'], ['Rac1', 'Bb7'], ['Rfe1', 'Rfc8'], ['Bd3', 'Qe7'], ['a3', 'Nc7'], ['Nd4', 'Ba6'], ['Ndc6', 'Qe8\n'], ['c4', 'Bb7'], ['Nb4', 'Rd8'], ['Rcd1', 'Bd4'], ['Nf3', 'Bxb2'], ['Bf4', 'Bxf3'], ['gxf3', 'Bxa3'], ['Nc2', 'Bd6\n'], ['Bxd6', 'Rxd6'], ['Bh7+', 'Nxh7'], ['Rxd6', 'b5'], ['c5', 'Nf6'], ['Nb4', 'Qf8'], ['Rc1', 'a3'], ['Ra1', 'Nfe8\n'], ['Rc6', 'Qe7'], ['Qe5', 'Ra4'], ['Nc2', 'Qd7'], ['Rd6', 'Nxd6'], ['Qxd6', 'Qxd6'], ['cxd6', 'Nd5'], ['d7', 'Ra8\n'], ['Rxa3', 'Rd8'], ['Ra7', 'Nf6'], ['Nd4', 'g5'], ['Kg2', 'Kg7'], ['Nxb5', 'Nxd7'], ['Nd4', 'Nf8'], ['Nc6', 'Rd5\n'], ['Ra5', 'Ng6'], ['Rxd5', 'exd5'], ['Kf1', 'Nf4'], ['Ke1', 'Kf6'], ['Kd2', 'h5'], ['Ke3', 'Ke6'], ['Nd4+', 'Ke7\n'], ['Nc6+', 'Kd6'], ['Nd4', 'Ne6'], ['Nf5+', 'Ke5'], ['Nh6', 'Nd8'], ['Ng8', 'Nc6']]",0-1
zt 1.1,Mondariz ESP,2000.09.11,8,"Speelman,J","Reinderman,D",,,B31,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['Bxc6', 'bxc6'], ['O-O', 'Bg7'], ['Re1', 'Nh6'], ['e5', 'O-O'], ['Nc3', 'd6\n'], ['d3', 'Rb8'], ['Rb1', 'f6'], ['exd6', 'exd6'], ['d4', 'cxd4'], ['Nxd4', 'Qb6'], ['Be3', 'Qa6'], ['Qf3', 'd5\n'], ['Qg3', 'Bd7'], ['Bxh6', 'Bxh6'], ['Re7', 'Qc8'], ['Qd6', 'Rb7'], ['Nb3', 'Rf7'], ['Rxf7', 'Kxf7'], ['Nc5', 'Rc7\n'], ['Na6', 'Rb7'], ['Nc5', 'Rc7']]",1/2-1/2
zt 1.1,Mondariz ESP,2000.09.12,9,"Miles,A","Speelman,J",,,A47,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['c3', 'b6'], ['Bg5', 'Bb7'], ['Nbd2', 'Be7'], ['e3', 'h6'], ['Bh4', 'c5'], ['Bd3', 'g5\n'], ['Bg3', 'g4'], ['Ne5', 'h5'], ['f3', 'd6'], ['Bb5+', 'Kf8'], ['Nd3', 'a6'], ['Ba4', 'h4'], ['Bf2', 'h3'], ['e4', 'c4\n'], ['Nf4', 'e5'], ['Ne2', 'hxg2'], ['Rg1', 'gxf3'], ['Ng3', 'd5'], ['Qxf3', 'dxe4'], ['Ngxe4', 'exd4'], ['Bxd4', 'Nxe4\n'], ['Nxe4', 'Rh4'], ['Bc2', 'Bg5'], ['Qxg2', 'Bxe4'], ['Bxe4', 'Ra7'], ['Kd1', 'Nc6'], ['Qxg5', 'Qxg5'], ['Rxg5', 'Nxd4\n'], ['cxd4', 'Rxe4'], ['d5', 'Rh4'], ['Kc2', 'Rxh2+'], ['Kc3', 'Re7'], ['d6', 'Re3+'], ['Kxc4', 'Rd2'], ['Rf1', 'Rxd6\n'], ['Rgf5', 'Re7'], ['a4', 'Kg7'], ['a5', 'Re4+'], ['Kc3', 'f6'], ['axb6', 'Rxb6'], ['Ra5', 'Rg4'], ['Rfa1', 'Rg3+\n'], ['Kc2', 'Rg2+'], ['Kc3', 'Rbxb2'], ['Rxa6', 'Rbf2'], ['Kd4', 'Rg3'], ['Re1', 'Kg6'], ['Re3', 'Rgg2'], ['Ree6', 'Kg5\n'], ['Ke3', 'Rh2'], ['Reb6', 'Re2+'], ['Kf3', 'Kh4'], ['Ra1', '']]",0-1
zt 1.1,Mondariz ESP,2000.09.13,10,"Speelman,J","Nataf,IA",,,A15,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['b4', 'Bg7'], ['Bb2', 'd6'], ['g3', 'e5'], ['d3', 'O-O'], ['Bg2', 'Re8'], ['O-O', 'a5'], ['b5', 'Nbd7\n'], ['Nfd2', 'Nc5'], ['Nc3', 'h5'], ['Ba3', 'Ne6'], ['Nf3', 'Nd4'], ['Re1', '']]",1/2-1/2
zt 1.1,Mondariz ESP,2000.09.14,11,"Speelman,J","Piket,Je",,,E05,"[['Nf3', 'Nf6'], ['d4', 'e6'], ['g3', 'd5'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['c4', 'dxc4'], ['Qc2', 'a6'], ['Qxc4', 'b5\n'], ['Qc2', 'Bb7'], ['Bd2', '']]",1/2-1/2
4NCL,Birmingham ENG,2000.09.23,1,"Speelman,J","Shaw,J",,,B31,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['Bxc6', 'bxc6'], ['O-O', 'Bg7'], ['Re1', 'f6'], ['c3', 'Nh6'], ['d4', 'cxd4\n'], ['cxd4', 'O-O'], ['Nc3', 'd6'], ['h3', 'Nf7'], ['b3', 'Bd7'], ['Bb2', 'Qa5'], ['Rc1', 'Rad8'], ['Rc2', 'Rfe8\n'], ['Nd2', 'Qg5'], ['Re3', 'f5'], ['Nf3', 'Qh5'], ['exf5', 'Bxf5'], ['Rce2', 'Bh6'], ['Rxe7', 'Rxe7'], ['Rxe7', 'Bxh3\n'], ['Ne4', 'Kf8'], ['Rxa7', 'Bg4'], ['Nf6', 'Bxf3'], ['Qe1', '']]",1-0
4NCL,Birmingham ENG,2000.09.24,2,"Wells,P","Speelman,J",,,E21,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Nf3', 'd6'], ['Qb3', 'a5'], ['Bd2', 'b6'], ['e3', 'Bb7'], ['Be2', 'O-O\n'], ['O-O', 'Qe7'], ['Rfd1', 'Nbd7'], ['Qc2', 'Bxc3'], ['Bxc3', 'Ne4'], ['Nd2', 'f5'], ['Nxe4', 'fxe4'], ['b4', 'axb4\n'], ['Bxb4', 'Rf5'], ['a4', 'Raf8'], ['Be1', 'Qf7'], ['Bg4', 'Rg5'], ['Bh3', 'Kh8'], ['a5', 'Qh5'], ['Kh1', 'Rf3\n'], ['Qe2', 'Nf6'], ['axb6', 'cxb6'], ['Ra7', 'Bc6'], ['d5', 'exd5'], ['cxd5', 'Be8'], ['Ra8', 'Rxh3'], ['Qxh5', 'Rhxh5\n'], ['Bc3', 'Rxd5'], ['Rxd5', 'Rxd5'], ['g4', 'b5']]",1/2-1/2
Bundesliga 2000-1,Hamburg GER,2000.10.14,1,"Atalik,S","Speelman,J",,,E11,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'Bb4+'], ['Bd2', 'a5'], ['g3', 'd5'], ['Qc2', 'Nc6'], ['Bg2', 'dxc4'], ['Qxc4', 'Qd5\n'], ['Qd3', 'O-O'], ['Nc3', 'Qh5'], ['h3', 'Rd8'], ['g4', 'Qg6'], ['Qxg6', 'hxg6'], ['e3', 'a4'], ['a3', 'Bf8\n'], ['Rd1', 'Na5'], ['g5', 'Nd7'], ['h4', 'Nb3'], ['Ne4', 'b6'], ['Bc3', 'Bb7'], ['Nfd2', 'Nxd2'], ['Rxd2', 'Bd5\n'], ['f4', 'Rab8'], ['Ng3', 'Bxg2'], ['Rxg2', 'b5'], ['h5', 'b4'], ['axb4', 'Bxb4'], ['Bxb4', 'Rxb4'], ['hxg6', 'fxg6\n'], ['Rgh2', 'Rdb8'], ['Rh8+', 'Kf7'], ['Rxb8', 'Rxb8'], ['Rh2', 'Rb3'], ['Rc2', 'Rxe3+'], ['Ne2', 'Nb6\n'], ['Rxc7+', 'Kf8'], ['Rc3', 'Rxc3'], ['Nxc3', 'Ke7'], ['Ke2', 'Kd6'], ['Kf3', 'Kc6'], ['Ke4', 'Kd6'], ['Nb5+', 'Kc6\n'], ['Nc3', 'Kd6'], ['Nb5+', 'Kc6'], ['Na3', 'Kc7'], ['Nb5+', '']]",1/2-1/2
