WchT U26,Dresden,1969.??.??,?,"Aijala, Jouko","Ljubojevic, Ljubomir",,,B79,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'Bd7'], ['Bb3', 'g6'], ['f3', 'Bg7\n'], ['Be3', 'Qa5'], ['Qd2', 'O-O'], ['O-O-O', 'Rfc8'], ['h4', 'Ne5'], ['g4', 'b5'], ['h5', 'Nc4'], ['Bxc4', 'bxc4\n'], ['hxg6', 'fxg6'], ['Qh2', 'Rab8'], ['Nd5', 'c3'], ['Nxf6+', 'exf6'], ['Qxh7+', 'Kf7'], ['Nf5', 'gxf5\n'], ['Rxd6', 'cxb2+'], ['Kb1', 'Qa4'], ['Rd2', 'Rh8']]",0-1
Amber-rapid 3rd,Monte Carlo,1994.??.??,6,"Polgar, Judit","Ljubojevic, Ljubomir",,,B93,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['f4', 'Qc7'], ['Nf3', 'Nbd7'], ['a4', 'e6\n'], ['Bd3', 'b6'], ['O-O', 'Bb7'], ['Qe1', 'Nc5'], ['f5', 'Be7'], ['fxe6', 'Nxe6'], ['Be3', 'O-O'], ['Qg3', 'd5\n'], ['exd5', 'Bc5'], ['Bxc5', 'Qxc5+'], ['Kh1', 'Nxd5'], ['Ne4', 'Qc7'], ['Qxc7', 'Ndxc7'], ['Nd6', 'Bd5\n'], ['Ne5', 'Nc5'], ['Bc4', 'Bxc4'], ['Ndxc4', 'f6'], ['Nc6', 'Rae8'], ['Rae1', 'Rxe1'], ['Rxe1', 'Nxa4\n'], ['Nd6', 'Nxb2'], ['c4', 'b5'], ['Re7', 'Nxc4'], ['Nxc4', 'Re8'], ['Nd6', 'Rxe7'], ['Nxe7+', 'Kf8'], ['Nc6', 'Ne8\n'], ['Ne4', 'Kf7'], ['Nc5', 'Nc7'], ['Kg1', 'Kg6'], ['Kf2', 'Kf5'], ['Ke3', 'h5'], ['Nd4+', 'Ke5'], ['Nd3+', 'Kd5\n'], ['Nf5', 'g5'], ['Ng3', 'h4'], ['Ne4', 'Ke6'], ['Ndc5+', 'Ke7'], ['Kd4', 'a5'], ['Nd3', 'a4'], ['Kc5', 'a3\n'], ['Nc3', 'Ke6'], ['Kc6', 'Ne8'], ['Nxb5', 'Kf5'], ['Nxa3', 'Ke4'], ['Ne1', 'Ke3'], ['Kd5', 'Kf2'], ['Nac2', 'Ng7\n'], ['Ke4', 'Kg1'], ['h3', 'Kf2'], ['Kd5', 'f5'], ['Ke5', 'g4'], ['Kf6', 'gxh3'], ['gxh3', 'Kg3'], ['Kxg7', 'Kxh3\n'], ['Nd4', 'Kg3'], ['Nd3', 'h3'], ['Ne2+', 'Kf3'], ['Ng1+', 'Ke3']]",1/2-1/2
Amber-rapid 3rd,Monte Carlo,1994.??.??,7,"Ljubojevic, Ljubomir","Nunn, John DM",,,E84,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['f3', 'O-O'], ['Be3', 'Nc6'], ['Nge2', 'a6'], ['Qd2', 'Rb8\n'], ['Rc1', 'Bd7'], ['d5', 'Na5'], ['b3', 'c5'], ['Bh6', 'Bxh6'], ['Qxh6', 'b5'], ['Nf4', 'bxc4'], ['bxc4', 'Rb4\n'], ['h4', 'Nxc4'], ['a3', 'Nxa3'], ['h5', 'g5'], ['Qxg5+', 'Kh8'], ['Ng6+', 'fxg6'], ['hxg6', 'Kg8'], ['e5', 'dxe5\n'], ['Bd3', 'Rd4'], ['Rxh7', 'Nxh7'], ['Qh6', 'Nf6'], ['Ne4', 'Rxe4+'], ['Bxe4', 'Bb5'], ['Bf5', 'Qxd5'], ['g7', 'Rd8\n'], ['Bg6', 'Qd2+'], ['Qxd2', 'Rxd2'], ['Kxd2', 'Nc4+'], ['Ke1', 'e4'], ['Bf5', 'Kxg7'], ['Be6', 'Ne5'], ['Rc3', 'exf3\n'], ['gxf3', 'Nh5'], ['Kd2', 'Nf4'], ['Bc8', 'c4'], ['Ra3', 'Nd5'], ['Bb7', 'e6'], ['f4', 'c3+'], ['Kc2', 'Nc4\n'], ['Ra1', 'Nce3+'], ['Kb3', 'Bc4+'], ['Ka4', 'Kf6'], ['Rc1', 'Kf5'], ['Bc8', 'Nb6+'], ['Ka5', 'Nxc8'], ['Rxc3', 'Ke4']]",0-1
Monaco m,Monte Carlo,1994.??.??,7,"Piket, Jeroen","Ljubojevic, Ljubomir",,,A70,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['h3', 'c5'], ['d5', 'e6'], ['Bd3', 'exd5'], ['cxd5', 'Re8\n'], ['O-O', 'c4'], ['Bxc4', 'Nxe4'], ['Nxe4', 'Rxe4'], ['Bg5', 'Qf8'], ['Qc2', 'Re8'], ['Rae1', 'Bf5'], ['Qb3', 'Nd7\n'], ['Rxe8', 'Qxe8'], ['Qxb7', 'Nb6'], ['Bb3', 'Bxb2'], ['Re1', 'Qc8'], ['Qe7', 'Qd7'], ['Bf4', 'Bc3'], ['Re3', 'Qxe7\n'], ['Rxe7', 'Bf6'], ['Rc7', 'Bd8'], ['Rc1', 'a5'], ['Bxd6', 'a4'], ['Bc2', 'Rc8'], ['Nd4', 'Nxd5'], ['Nxf5', 'gxf5\n'], ['Re1', 'Rxc2'], ['Re8+', 'Kg7'], ['Rxd8', 'Nc3'], ['Bf8+', 'Kg6'], ['a3', 'Ne4'], ['Be7', 'f4'], ['Rd4', 'Kf5\n'], ['Bh4', 'Ke5'], ['Rxa4', 'Rc1+'], ['Kh2', 'Nd2'], ['g3', 'f3']]",1/2-1/2
Amber-blind 3rd,Monte Carlo,1994.??.??,7,"Nunn, John DM","Ljubojevic, Ljubomir",,,C46,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Bc5'], ['Nxe5', 'Nxe5'], ['d4', 'Bb4'], ['dxe5', 'Qh4'], ['Qd4', 'Bxc3+'], ['bxc3', 'Ne7\n'], ['g3', 'Qh5'], ['Be2', 'Qh3'], ['Be3', 'O-O'], ['O-O-O', 'Qe6'], ['Bc4', 'Qc6'], ['Qc5', 'Re8'], ['Rhe1', 'Qxc5\n'], ['Bxc5', 'Nc6'], ['f4', 'b6'], ['Bf2', 'Re7'], ['h4', 'Bb7'], ['Bd5', 'Na5'], ['h5', 'Kf8'], ['g4', 'Bxd5\n'], ['Rxd5', 'Ke8'], ['Bh4', 'Re6'], ['Red1', 'd6'], ['exd6', 'cxd6'], ['Rxd6', 'Rxd6'], ['Rxd6', 'Rc8'], ['Rd3', 'Nc4\n'], ['e5', 'Nxe5'], ['fxe5', '']]",1-0
Amber-rapid 3rd,Monte Carlo,1994.??.??,8,"Seirawan, Yasser","Ljubojevic, Ljubomir",,,B06,"[['d4', 'g6'], ['e4', 'Bg7'], ['Nf3', 'd6'], ['Nc3', 'Bg4'], ['Be2', 'Nc6'], ['Be3', 'e5'], ['dxe5', 'dxe5'], ['Qxd8+', 'Rxd8\n'], ['Nd5', 'Nf6'], ['Nxc7+', 'Kd7'], ['Nb5', 'Nxe4'], ['O-O-O+', 'Ke7'], ['Bd3', 'a6'], ['Na3', 'Nd6'], ['Bc5', 'Bh6+\n'], ['Kb1', 'Ke6'], ['Nc4', 'Nf5'], ['Bb6', 'Bxf3'], ['gxf3', 'Rd5'], ['Ne3', 'Nxe3'], ['fxe3', 'Ke7'], ['c4', 'Rd7\n'], ['Bc5+', 'Kf6'], ['Be4', 'Rhd8'], ['Rxd7', 'Rxd7'], ['Kc2', 'Kg5'], ['h4+', 'Kh5'], ['Bd5', 'Ne7'], ['Bxf7', 'Nf5\n'], ['Be6', 'Rc7'], ['Bxf5', 'gxf5'], ['b4', 'Rc6'], ['Kd3', 'b6'], ['Be7', 'e4+'], ['fxe4', 'fxe4+'], ['Kd4', 'Re6\n'], ['Bg5', 'Bg7+'], ['Kd5', 'Re5+'], ['Kc6', 'Re6+'], ['Kb7', 'Bf8'], ['Rb1', 'h6'], ['Bd8', 'a5'], ['a3', 'axb4\n'], ['axb4', 'Rd6'], ['Bxb6', 'Kxh4'], ['c5', 'Rd7+'], ['Ka6', 'Rd3'], ['c6', 'Rc3'], ['b5', 'h5'], ['Kb7', 'Kg4\n'], ['Bd4', 'Rc4'], ['c7', 'Bd6'], ['c8=Q+', 'Rxc8'], ['Kxc8', 'h4'], ['Kd7', 'Bg3'], ['Ke6', 'Kf3'], ['b6', 'h3\n'], ['Be5', '']]",1-0
Monaco m,Monte Carlo,1994.??.??,8,"Ljubojevic, Ljubomir","Piket, Jeroen",,,E89,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['f3', 'O-O'], ['Be3', 'e5'], ['Nge2', 'c6'], ['Qd2', 'Nbd7\n'], ['d5', 'cxd5'], ['cxd5', 'a6'], ['Ng3', 'Ne8'], ['Bd3', 'Nc5'], ['Bc2', 'a5'], ['O-O', 'Bd7'], ['a4', 'b6\n'], ['Rab1', 'Qc7'], ['b4', 'axb4'], ['Rxb4', 'Nf6'], ['Rfb1', 'Rfb8'], ['Nge2', 'h5'], ['h3', 'Ne8'], ['Kh2', 'Bf6\n'], ['Qc1', 'Bd8'], ['Rc4', 'Rc8'], ['Rcb4', 'Ra6'], ['Qd1', 'Qa7'], ['Nc1', 'Qa8'], ['Nd3', 'Ra5'], ['Bd2', 'Ra7\n'], ['Be1', 'Ng7'], ['Rc4', 'h4'], ['Nb4', 'Nh5'], ['Nb5', 'Bxb5'], ['axb5', 'Bg5'], ['Nc6', 'Ra2'], ['Bf2', 'Kg7\n'], ['Kg1', 'Ng3'], ['Qe1', 'Bf4'], ['Nb4', 'Ra3'], ['Nc6', 'Qb7'], ['Ra1', 'Rca8'], ['Rb1', 'Qd7'], ['Rcb4', 'Rxf3\n'], ['Bb3', 'Nd3'], ['Qd1', 'Re3']]",0-1
Amber-blind 3rd,Monte Carlo,1994.??.??,8,"Ljubojevic, Ljubomir","Seirawan, Yasser",,,C10,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Nd7'], ['Nf3', 'Ngf6'], ['Bd3', 'c5'], ['Nxf6+', 'Nxf6'], ['O-O', 'cxd4\n'], ['Nxd4', 'Bc5'], ['Be3', 'Bb6'], ['Qd2', 'O-O'], ['Nf3', 'Bxe3'], ['Qxe3', 'b6'], ['Ne5', 'Bb7'], ['c4', 'Qe7\n'], ['a3', 'Rfd8'], ['b4', 'Nd7'], ['Rfd1', 'Nxe5'], ['Qxe5', 'a5'], ['Qc3', 'Qf6'], ['Qxf6', 'gxf6'], ['Bf1', 'Kf8\n'], ['f3', 'Rxd1'], ['Rxd1', 'axb4'], ['axb4', 'Ke7'], ['Rd4', 'Ra4'], ['b5', 'Ra8'], ['Kf2', 'f5'], ['Be2', 'h6\n'], ['Rh4', 'Rh8'], ['g3', 'f6'], ['Ke3', 'Kd6'], ['Rh5', 'Bc8'], ['Rh4', 'Bd7'], ['Rd4+', 'Kc7'], ['Kd2', 'e5\n'], ['Rh4', 'h5'], ['Kc3', 'Kd6'], ['Kb4', 'Be6'], ['Bd3', 'Bd7'], ['h3', 'Rg8'], ['Rxh5', 'Rxg3'], ['Bxf5', 'Rxf3\n'], ['Bxd7', 'Kxd7'], ['Rh7+', 'Kc8'], ['h4', 'Rf4'], ['h5', 'Rh4'], ['Rf7', 'Rxh5'], ['Rxf6', 'Kc7'], ['Rc6+', 'Kb7\n'], ['Re6', 'Kc7'], ['Kc3', 'Rh3+'], ['Kd2', 'Rh4'], ['Kd3', 'Rd4+'], ['Kc3', 'Re4'], ['Re7+', 'Kc8'], ['Kb4', 'Kb8']]",1/2-1/2
Amber-blind 3rd,Monte Carlo,1994.??.??,9,"Karpov, Anatoly","Ljubojevic, Ljubomir",,,A46,"[['d4', 'Nf6'], ['Nf3', 'b5'], ['Bg5', 'Bb7'], ['Nbd2', 'a6'], ['a4', 'd6'], ['Bxf6', 'gxf6'], ['axb5', 'axb5'], ['Rxa8', 'Bxa8\n'], ['e4', 'c6'], ['Bd3', 'Nd7'], ['O-O', 'e6'], ['Qa1', 'Be7'], ['Qa7', 'O-O'], ['Ra1', 'Qc8'], ['d5', 'Re8'], ['dxc6', 'Bxc6\n'], ['Nd4', 'Ne5'], ['N2b3', 'Bd7'], ['Bf1', 'Bf8'], ['c3', 'Nc4'], ['Na5', 'd5'], ['exd5', 'exd5'], ['b4', 'Bd6\n'], ['Nxc4', 'dxc4'], ['g3', 'Be5'], ['Bg2', 'Rd8'], ['Qb6', 'Qb8'], ['Qc5', 'Be8'], ['Ra8', 'Qxa8'], ['Bxa8', 'Rxa8\n'], ['Kg2', 'Bxd4'], ['cxd4', 'Rd8'], ['d5', 'c3'], ['Qxc3', 'Rxd5'], ['Qxf6', 'Bd7'], ['h3', 'h5'], ['Qf4', 'Be6\n'], ['g4', 'hxg4'], ['hxg4', 'Kg7'], ['Kg3', 'Rd3+'], ['Kh4', 'Rd5'], ['Qe4', 'Kg8'], ['f4', 'Rd2'], ['f5', 'Bc4\n'], ['Qe5', 'Rd5'], ['Qf6', 'Rd1'], ['Qe7', 'Kh7'], ['Kg5', 'Rd3'], ['Qf8', 'Rd1'], ['Kf6', '']]",1-0
Amber-rapid 3rd,Monte Carlo,1994.??.??,9,"Ljubojevic, Ljubomir","Karpov, Anatoly",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nc3', 'e6'], ['g4', 'Bg6'], ['Nge2', 'Ne7'], ['Nf4', 'c5'], ['h4', 'cxd4\n'], ['Nb5', 'Nec6'], ['h5', 'Be4'], ['f3', 'Bxf3'], ['Qxf3', 'Nxe5'], ['Qe2', 'Nbc6'], ['Bg2', 'Bc5'], ['c3', 'dxc3\n'], ['bxc3', 'O-O'], ['h6', 'g6'], ['Rb1', 'Qa5'], ['Kf1', 'Nc4'], ['Bxd5', 'exd5'], ['Nxd5', 'Qa4'], ['Nf6+', 'Kh8\n'], ['Nd7', 'Bb6'], ['Nxf8', 'Rxf8'], ['Kg2', 'Kg8'], ['Rf1', 'a6'], ['Nd6', 'Nxd6'], ['Rxb6', 'Re8'], ['Qf3', 'Ne5\n'], ['Qf4', 'Qxa2+'], ['Kh3', 'Qe6'], ['Rd1', 'Rd8'], ['Ba3', 'Nec4'], ['Rbxd6', 'Nxd6'], ['Rxd6', 'Rxd6\n'], ['Bxd6', 'Qe1'], ['Be5', 'Qh1+'], ['Kg3', 'Qg1+'], ['Kh4', 'Qh1+'], ['Kg5', 'Kf8'], ['Bd6+', 'Ke8'], ['Qe5+', 'Kd7\n'], ['Qe7+', 'Kc6'], ['Qc7+', '']]",1-0
Amber-blind 3rd,Monte Carlo,1994.??.??,10,"Ljubojevic, Ljubomir","Ivanchuk, Vassily",,,B89,"[['e4', 'c5'], ['Nf3', 'd6'], ['Nc3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Bc4', 'e6'], ['Bb3', 'a6'], ['Be3', 'Qc7\n'], ['Qe2', 'Na5'], ['g4', 'b5'], ['g5', 'Nd7'], ['h4', 'Bb7'], ['f3', 'Nc4'], ['Bxc4', 'Qxc4'], ['Qxc4', 'bxc4\n'], ['h5', 'Be7'], ['O-O-O', 'O-O'], ['Rhg1', 'Rfe8'], ['Nde2', 'Rac8'], ['Nf4', 'Bf8'], ['a3', 'Rc7'], ['Rg3', 'Ba8\n'], ['Kb1', 'Ne5'], ['Ka2', 'Rb7'], ['Bc1', 'Rc7'], ['Ng2', 'Nd7'], ['Ne3', 'Be7'], ['Ng4', 'f5'], ['exf5', 'exf5\n'], ['Nf2', 'Bf8'], ['Nh3', 'Ne5'], ['Nd5', 'Bxd5'], ['Rxd5', 'Rc5'], ['Rd1', 'Nc6'], ['Nf4', 'Ree5'], ['Bd2', 'd5\n'], ['Bc3', 'Bd6'], ['Rg2', 'Rb5'], ['Rgd2', 'd4'], ['Bxd4', 'Re8'], ['Ne2', 'Reb8'], ['Bc3', 'Be5'], ['Bxe5', 'Nxe5\n'], ['Rd8+', 'Rxd8'], ['Rxd8+', 'Kf7'], ['Nd4', 'Rc5'], ['Rd6', 'a5'], ['f4', 'Ng4'], ['Rd7+', '']]",1-0
Amber-rapid 3rd,Monte Carlo,1994.??.??,10,"Ivanchuk, Vassily","Ljubojevic, Ljubomir",,,C83,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['c3', 'Be7'], ['Nbd2', 'O-O'], ['Bc2', 'f5'], ['Nd4', 'Nxd4'], ['cxd4', 'c5'], ['dxc5', 'Nxd2'], ['Bxd2', 'Bxc5\n'], ['Bb3', 'Qb6'], ['Qf3', 'Rad8'], ['Rac1', 'Bd4'], ['Bb4', 'Rf7'], ['Bd6', 'Bxb2'], ['Rc2', 'Bd4'], ['Rfc1', 'b4\n'], ['Bc7', 'Rxc7'], ['Rxc7', 'Bc3'], ['R1xc3', 'bxc3'], ['Qxc3', 'Re8'], ['Qc6', 'Qb5'], ['h4', 'h6'], ['Qd6', 'Kh7\n'], ['Ra7', 'Qe2'], ['Qc7', 'Rg8'], ['Qc3', 'Qg4'], ['Qg3', 'Qe2'], ['Re7', 'Bc8'], ['Kh2', 'Qe4'], ['f4', 'Qb4\n'], ['Rc7', 'Qb6'], ['Rc2', 'Rd8'], ['h5', 'a5'], ['Ba4', 'Bd7'], ['Bxd7', 'Rxd7'], ['Qd3', 'Qe6'], ['g4', 'Rf7\n'], ['Rc5', 'g6'], ['Rxd5', 'fxg4'], ['Rd6', 'Qxa2+'], ['Kg3', 'Rg7'], ['hxg6+', 'Kh8'], ['Rd8+', 'Rg8'], ['g7+', 'Kxg7\n'], ['Rd7+', 'Kf8'], ['Qd6+', 'Ke8']]",1-0
Amber-rapid 3rd,Monte Carlo,1994.??.??,11,"Ljubojevic, Ljubomir","Anand, Viswanathan",,,A04,"[['e4', 'c5'], ['Nf3', 'd6'], ['g3', 'Nf6'], ['d3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'O-O'], ['Re1', 'Nc6'], ['c3', 'Bg4\n'], ['h3', 'Bxf3'], ['Bxf3', 'Nd7'], ['Bg2', 'Rb8'], ['Be3', 'Qc7'], ['Na3', 'b5'], ['Nc2', 'b4'], ['d4', 'a5\n'], ['Qd2', 'a4'], ['Bf1', 'bxc3'], ['bxc3', 'Qa5'], ['Qd3', 'Rb2'], ['Na3', 'cxd4'], ['cxd4', 'Nde5'], ['dxe5', 'Nxe5\n'], ['Nc4', 'Nxd3'], ['Nxa5', 'Nxe1'], ['Rxe1', 'Rxa2'], ['Nc6', 'Re8'], ['Bb5', 'a3'], ['Nb4', 'Rb2'], ['Bxe8', 'Rxb4\n'], ['Bg5', 'a2']]",0-1
Amber-blind 3rd,Monte Carlo,1994.??.??,11,"Anand, Viswanathan","Ljubojevic, Ljubomir",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Bb7'], ['d4', 'Re8'], ['Nbd2', 'Bf8'], ['d5', 'Na5'], ['Bc2', 'c6'], ['b4', 'Nc4'], ['Nxc4', 'bxc4\n'], ['dxc6', 'Bxc6'], ['Bg5', 'a5'], ['a3', 'h6'], ['Bxf6', 'Qxf6'], ['Nd2', 'Qe6'], ['Qg4', 'axb4'], ['axb4', 'Bb5\n'], ['Nf1', 'Qe7'], ['Ne3', 'Qb7'], ['Reb1', 'Ra7'], ['Qd1', 'Rea8'], ['Rxa7', 'Qxa7'], ['h4', 'Qa3'], ['Qd5', 'Rb8\n'], ['Nxc4', 'Qxc3'], ['Ne3', 'h5'], ['Bb3', 'Be8'], ['Qd1', 'Qd4'], ['Qxd4', 'exd4'], ['Nd5', 'Bb5'], ['Rd1', 'd3\n'], ['Nc3', 'Bc6'], ['b5', 'Bxb5'], ['Nxb5', 'Rxb5'], ['Rxd3', '']]",1/2-1/2
Moscow ol (Men),Moscow,1994.??.??,1,"Salman, Mohammad","Ljubojevic, Ljubomir",,,A08,"[['e4', 'c5'], ['Nf3', 'e6'], ['d3', 'Nc6'], ['g3', 'd5'], ['Nbd2', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'Nge7'], ['Re1', 'h6\n'], ['c3', 'dxe4'], ['dxe4', 'g5'], ['Qe2', 'Qc7'], ['h3', 'Ng6'], ['Nf1', 'b6'], ['Ne3', 'Bb7'], ['Nc4', 'O-O\n'], ['Ne3', 'Rad8'], ['Ng4', 'Qd7'], ['e5', 'Qd3'], ['Qxd3', 'Rxd3'], ['Nf6+', 'Kh8'], ['h4', 'gxh4'], ['gxh4', 'Na5\n'], ['Be3', 'Bxf3'], ['Bxf3', 'Nxe5'], ['Be4', 'Bxf6'], ['Bxh6', 'Rg8+'], ['Kf1', 'Rh3'], ['Bg5', 'Bxg5\n'], ['hxg5', 'Rh4'], ['Bg2', 'Rxg5'], ['Re3', 'Nac4']]",0-1
Moscow ol (Men),Moscow,1994.??.??,2,"Ljubojevic, Ljubomir","Murshed, Niaz",,,B08,"[['e4', 'd6'], ['d4', 'g6'], ['Nc3', 'c6'], ['a4', 'Bg7'], ['h3', 'Nf6'], ['Nf3', 'O-O'], ['Bg5', 'Na6'], ['Qd2', 'Nb4\n'], ['Ne2', 'c5'], ['Ng3', 'd5'], ['dxc5', 'dxe4'], ['Qxb4', 'exf3'], ['Rd1', 'Qc7'], ['Be3', 'Bd7'], ['gxf3', 'Bc6\n'], ['Be2', 'Nd5'], ['Rxd5', 'Bxd5'], ['O-O', 'Rad8'], ['a5', 'Qc6'], ['f4', 'f5'], ['Re1', 'Qf6'], ['c3', 'Qh4\n'], ['Bc4', 'Bxc4'], ['Qxc4+', 'Kh8'], ['Qb5', 'e5'], ['Ne2', 'g5'], ['fxe5', 'f4'], ['Bd4', 'f3'], ['Ng3', 'g4\n'], ['Qf1', 'gxh3'], ['Kh2', 'Rxd4'], ['cxd4', 'Qxd4'], ['Re4', 'Qxc5'], ['Qe1', 'Re8'], ['b4', 'Qc2'], ['e6', 'Bh6\n'], ['Rd4', 'Qb2'], ['Rh4', 'Bg5'], ['Rh5', '']]",1-0
Moscow ol (Men),Moscow,1994.??.??,3,"Rozentalis, Eduardas","Ljubojevic, Ljubomir",,,B22,"[['e4', 'c5'], ['c3', 'Nf6'], ['e5', 'Nd5'], ['g3', 'Nc6'], ['Bg2', 'e6'], ['Qe2', 'Be7'], ['Nf3', 'd6'], ['exd6', 'Qxd6\n'], ['O-O', 'O-O'], ['Na3', 'b6'], ['Nc4', 'Qc7'], ['a4', 'Bb7'], ['d3', 'h6'], ['Bd2', 'Rad8'], ['Rad1', 'Rfe8\n'], ['Rfe1', 'Bf8'], ['Bc1', 'e5'], ['h4', 'a6'], ['h5', 'b5'], ['axb5', 'axb5'], ['Ne3', 'Nf6'], ['Nd2', 'Nd4\n'], ['cxd4', 'exd4'], ['Ne4', 'Nxe4'], ['dxe4', 'dxe3'], ['Bxe3', 'c4'], ['Bf4', 'Qb6'], ['e5', 'Bxg2'], ['Kxg2', 'Bc5\n'], ['Rxd8', 'Rxd8'], ['Be3', 'Qc6+'], ['Qf3', 'Qxf3+'], ['Kxf3', 'Rd3'], ['Ke4', 'Bxe3'], ['Rxe3', 'Rd2\n'], ['b3', 'Rxf2'], ['bxc4', 'bxc4'], ['Rc3', 'Rg2'], ['Kf4', 'Rf2+'], ['Ke4', 'Re2+'], ['Kf4', 'Rf2+']]",1/2-1/2
Moscow ol (Men),Moscow,1994.??.??,4,"Ljubojevic, Ljubomir","Kasparov, Gary",,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'Nf6'], ['Nf3', 'Bg4'], ['Be2', 'e6'], ['O-O', 'Nc6'], ['h3', 'Bh5\n'], ['Be3', 'cxd4'], ['cxd4', 'Be7'], ['Nc3', 'Qd6'], ['Nb5', 'Qb8'], ['Ne5', 'Bxe2'], ['Qxe2', 'O-O'], ['Nxc6', 'bxc6\n'], ['Nc3', 'Nd5'], ['Nxd5', 'cxd5'], ['Rac1', 'Qb6'], ['Rc2', 'Bf6'], ['Qd3', 'a5'], ['Rfc1', 'a4'], ['Qd2', 'h6\n'], ['Rc5', 'Rab8'], ['R1c2', 'Qb4'], ['Qd3', 'Qe1+'], ['Qf1', 'Qb4'], ['Qd3', 'Qe1+'], ['Qf1', 'Qb4']]",1/2-1/2
Moscow ol (Men),Moscow,1994.??.??,5,"Yudasin, Leonid","Ljubojevic, Ljubomir",,,B78,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'Bg7'], ['f3', 'Nc6'], ['Qd2', 'O-O\n'], ['Bc4', 'Bd7'], ['h4', 'Rc8'], ['Bb3', 'h5'], ['O-O-O', 'Ne5'], ['Bg5', 'Rc5'], ['g4', 'hxg4'], ['f4', 'Nc6\n'], ['e5', 'Nxd4'], ['Qxd4', 'Bc6'], ['Rhe1', 'Bf3'], ['Rd2', 'Nh7'], ['Qxc5', 'dxc5'], ['Rxd8', 'Rxd8'], ['Bxe7', 'Rc8\n'], ['Bd5', 'Bf8'], ['Bxf3', 'gxf3'], ['Bg5', 'Kg7'], ['Rf1', 'f6'], ['exf6+', 'Nxf6'], ['Rxf3', 'Rc6'], ['Rd3', 'c4\n'], ['Rd8', 'a6'], ['Nd5', 'Nxd5'], ['Rxd5', 'Rd6'], ['Re5', 'Rd7'], ['c3', 'Bd6'], ['Re4', 'b5'], ['Re6', 'a5\n'], ['Kc2', 'a4'], ['a3', 'Bc7'], ['Rc6', 'Rf7'], ['Rc5', 'Bxf4'], ['Rxb5', 'Bxg5'], ['Rxg5', 'Rf2+'], ['Kb1', 'Rf1+\n'], ['Ka2', 'Rf5'], ['Rg4', 'Rc5'], ['Kb1', 'Kh6'], ['Kc2', 'Kh5'], ['Re4', 'Rc6'], ['Kd2', 'Rd6+'], ['Ke2', 'Rc6\n'], ['Ke3', 'Rc8'], ['Kd4', 'Rb8'], ['Kxc4', 'Rxb2'], ['Kd3', 'g5'], ['hxg5', 'Kxg5'], ['Rxa4', 'Kf6'], ['Re4', 'Ra2\n'], ['Kd4', 'Rxa3'], ['c4', 'Ra8'], ['Kd5', 'Rd8+'], ['Kc6', 'Kf5'], ['Re7', 'Kf6'], ['Rd7', 'Ra8'], ['Kd5', 'Ra1\n'], ['c5', 'Rd1+'], ['Kc6', 'Rc1'], ['Kd6', 'Rd1+'], ['Kc7', 'Rc1'], ['c6', 'Ke6'], ['Rd2', 'Rc3'], ['Kb7', 'Rb3+\n'], ['Kc8', '']]",1-0
Moscow ol (Men),Moscow,1994.??.??,6,"Ljubojevic, Ljubomir","Ivanchuk, Vassily",,,C68,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Bxc6', 'dxc6'], ['O-O', 'Ne7'], ['Nxe5', 'Qd4'], ['Qh5', 'g6'], ['Nf3', 'Qxe4\n'], ['Qa5', 'Bg4'], ['Re1', 'Qd5'], ['Qxc7', 'Bxf3'], ['gxf3', 'Qxf3'], ['Qxb7', 'Qg4+'], ['Kf1', 'Qh3+'], ['Kg1', 'Qg4+\n'], ['Kf1', 'Qh3+']]",1/2-1/2
