URS-ch U18,Alma-Ata,1991.??.??,?,"Kasimdzhanov, Rustam","Appolonov, Sergei",,,B40,"[['e4', 'e6'], ['d3', 'c5'], ['Nf3', 'Nc6'], ['Nbd2', 'd6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'Rb8'], ['c3', 'b5'], ['a4', 'a6\n'], ['Re1', 'Nge7'], ['Nf1', 'O-O'], ['Bg5', 'b4'], ['Qc2', 'h6'], ['Be3', 'Bd7'], ['e5', 'Qc7'], ['exd6', 'Qxd6\n'], ['N1d2', 'Nd5'], ['Nc4', 'Nxe3'], ['Rxe3', 'Qc7'], ['Rae1', 'Ne7'], ['Nfe5', 'b3'], ['Qe2', 'Bxa4'], ['Nxf7', 'Rxf7\n'], ['Rxe6', 'Rd8'], ['Rxe7', 'Qxe7'], ['Qxe7', 'Rxe7'], ['Rxe7', 'Rxd3'], ['Be4', 'Rd1+'], ['Kg2', 'Bb5\n'], ['Ne3', 'Rd6'], ['Bd5+', 'Rxd5'], ['Nxd5', 'Bc6'], ['c4', 'Bxb2'], ['Kf1', 'Bd4'], ['Re1', 'Bd7'], ['Ke2', 'a5\n'], ['Kd2', 'a4'], ['Nb6', 'a3'], ['Nxd7', 'a2'], ['Nxc5', 'Bxc5'], ['Kc3', 'Bb4+'], ['Kxb3', 'Bxe1'], ['Kxa2', 'Bxf2\n'], ['Kb3', 'Kf7'], ['Kc3', 'Ke6'], ['Kd3', 'Ke5'], ['Ke2', 'Bc5'], ['Kf3', 'Kf5'], ['h3', 'Bd6'], ['g4+', 'Ke5\n'], ['h4', 'Bc5'], ['h5', '']]",0-1
Wch U16,Bratislava,1993.??.??,11,"Maros, Milan","Kasimdzhanov, Rustam",,,B83,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'd6'], ['Be2', 'Be7'], ['O-O', 'Nf6'], ['Be3', 'O-O\n'], ['f4', 'e5'], ['Nb3', 'exf4'], ['Bxf4', 'Be6'], ['Qe1', 'd5'], ['exd5', 'Nxd5'], ['Nxd5', 'Bxd5'], ['Qg3', 'Bf6\n'], ['c3', 'Re8'], ['Qf2', 'Bh4'], ['g3', 'Bf6'], ['Rad1', 'Qe7'], ['Rfe1', 'Qe4'], ['Kf1', 'Bd8'], ['Bf3', 'Qc4+\n'], ['Kg2', 'Bxf3+'], ['Qxf3', 'Bf6'], ['Qf1', 'Qa4'], ['Rxe8+', 'Rxe8'], ['Re1', 'Rd8'], ['Qe2', 'Ne7'], ['Be5', 'Bxe5\n'], ['Qxe5', 'Ng6'], ['Qc7', 'Rf8'], ['Qxb7', 'Qxa2'], ['Nc5', 'h5'], ['Qb3', 'Qxb3'], ['Nxb3', 'Rb8'], ['Nd4', 'Rxb2+\n'], ['Kh3', 'f6'], ['Ra1', 'Ne5'], ['Rxa7', 'Ng4']]",0-1
UZB-ch,?,1993.??.??,1,"Vakhidov, Tahir","Kasimdzhanov, Rustam",,,A11,"[['Nf3', 'Nf6'], ['g3', 'd5'], ['Bg2', 'c6'], ['O-O', 'Bg4'], ['d3', 'Nbd7'], ['c4', 'e6'], ['cxd5', 'exd5'], ['Qc2', 'Bd6\n'], ['e4', 'O-O'], ['Nc3', 'dxe4'], ['dxe4', 'Qc7'], ['Re1', 'Rfe8'], ['Be3', 'Rad8'], ['Nd4', 'Ne5'], ['h3', 'Bh5\n'], ['f4', 'Nc4'], ['Bf2', 'Bc5'], ['Nb3', 'Bxf2+'], ['Qxf2', 'h6'], ['e5', 'Nd5'], ['Nxd5', 'cxd5'], ['Nd4', 'Bg6\n'], ['Rac1', 'Qb6'], ['b3', 'Na5'], ['f5', 'Bh7'], ['g4', 'g6'], ['f6', 'Rd7'], ['Bf1', 'a6'], ['Bd3', 'g5'], ['Bxh7+', 'Kxh7\n'], ['Qf5+', 'Kg8'], ['Qxd7', 'Qxd4+'], ['Kh1', 'Rxe5'], ['Rc8+', '']]",1-0
UZB-ch,?,1993.??.??,2,"Kasimdzhanov, Rustam","Kaiumov, Dmitry D",,,B52,"[['e4', 'c5'], ['Nf3', 'd6'], ['Bb5+', 'Bd7'], ['Bxd7+', 'Qxd7'], ['c4', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6\n'], ['f3', 'Bg7'], ['Be3', 'O-O'], ['O-O', 'Rfd8'], ['Qd2', 'e6'], ['Rfd1', 'd5'], ['cxd5', 'exd5'], ['exd5', 'Nxd5\n'], ['Nxc6', 'bxc6'], ['Bg5', 'Re8'], ['Nxd5', 'cxd5'], ['Qxd5', 'Re1+']]",0-1
UZB-ch,?,1993.??.??,3,"Ziatdinov, Raset","Kasimdzhanov, Rustam",,,B44,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nb5', 'd6'], ['c4', 'Nf6'], ['N1c3', 'a6'], ['Na3', 'Be7\n'], ['Be2', 'O-O'], ['O-O', 'b6'], ['Be3', 'Bb7'], ['Rc1', 'Ne5'], ['f3', 'Rc8'], ['Qd2', 'Re8'], ['Rfd1', 'Bf8\n'], ['Bf1', 'Ned7'], ['Nc2', 'Qc7'], ['Nd4', 'Qb8'], ['Kh1', 'Qa8'], ['Nb3', 'Nc5'], ['Nxc5', 'bxc5'], ['Bf4', 'Red8\n'], ['Bg5', 'Be7'], ['Qe1', 'h6'], ['Bh4', 'Re8'], ['Rc2', 'Bc6'], ['Rcd2', 'Qb7'], ['Qf2', 'Rcd8'], ['h3', 'Rd7\n'], ['Rd3', 'Red8'], ['b3', 'Qb4'], ['Qb2', 'Nxe4'], ['Be1', 'Nxc3'], ['Bxc3', 'Qb7'], ['Bxg7', 'Kh7'], ['Bf6', 'e5\n'], ['Bxe7', 'Rxe7'], ['Rxd6', 'Rxd6'], ['Rxd6', 'Qc7'], ['Qd2', 'Re6'], ['Rxe6', 'fxe6'], ['Bd3+', 'Kg7\n'], ['Bc2', 'Qe7'], ['Qe3', 'Qg5'], ['Qxg5+', 'hxg5'], ['Kg1', 'Kh6'], ['Kf2', 'Kh5'], ['g3', 'a5'], ['Be4', 'Be8\n'], ['Ke3', 'Kh6'], ['Kd3', 'Kg7'], ['Kc3', 'Kf8'], ['a3', 'Ke7'], ['b4', 'axb4+'], ['axb4', 'Kd6'], ['b5', 'Kc7\n'], ['Kd3', 'Bh5'], ['Ke3', 'Kb6'], ['Kf2', 'Be8'], ['h4', 'gxh4'], ['g4', '']]",1-0
UZB-ch,?,1993.??.??,4,"Kasimdzhanov, Rustam","Kagirov, S.",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'Nf6'], ['O-O', 'Qc7'], ['Be3', 'd5'], ['Nc3', 'e5\n'], ['Nxd5', 'Nxd5'], ['exd5', 'exd4'], ['Bxd4', 'Be7'], ['Qh5', 'Qf4'], ['Bxg7', 'Bg4'], ['Qe5', 'Qxe5'], ['Bxe5', 'f6\n'], ['Bf4', 'Bc5'], ['Rfe1+', 'Kf7'], ['h3', 'Bh5'], ['Bc4', 'Kg7'], ['b4', 'Bxb4'], ['Reb1', 'b5'], ['Rxb4', 'bxc4\n'], ['Rb7+', 'Bf7'], ['Rab1', 'Kg6'], ['Rxb8', 'Raxb8'], ['Rxb8', 'Rxb8'], ['Bxb8', 'Bxd5'], ['c3', 'Be4\n'], ['Bc7', 'Kf5'], ['f3', 'Bb1'], ['a3', 'h5'], ['Kf2', 'Bd3'], ['Bd8', 'Ke6'], ['h4', 'f5'], ['Ke3', 'Bf1'], ['g3', 'Bd3\n'], ['Kd4', 'Be2'], ['Kc5', 'Bxf3'], ['Kb6', 'Kd7'], ['Bg5', 'a5'], ['Kxa5', 'Kc7'], ['Kb5', 'Be2'], ['a4', 'Kb7\n'], ['a5', 'Ka8'], ['Kc5', 'Kb7'], ['Kd4', 'Ka8'], ['Bf4', 'Kb7'], ['Ke5', '']]",1/2-1/2
UZB-ch,?,1993.??.??,5,"Belkin, A.","Kasimdzhanov, Rustam",,,D43,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'c6'], ['Nf3', 'Nf6'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['e3', 'Nd7'], ['Qc2', 'Qd8\n'], ['cxd5', 'cxd5'], ['Bd3', 'Be7'], ['O-O', 'O-O'], ['Rac1', 'a6'], ['Rfd1', 'b5'], ['e4', 'Bb7'], ['exd5', 'b4\n'], ['dxe6', 'bxc3'], ['exd7', 'cxb2'], ['Qxb2', 'Bxf3'], ['gxf3', 'Bd6'], ['Qb7', 'Qh4'], ['Qxa8', 'Qxh2+\n'], ['Kf1', 'Qh3+'], ['Ke2', 'Rxa8']]",0-1
UZB-ch,?,1993.??.??,6,"Rakhimov, D.","Kasimdzhanov, Rustam",,,B80,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'd6'], ['g3', 'Nf6'], ['Bg2', 'Bd7'], ['Nb3', 'Be7\n'], ['O-O', 'O-O'], ['f4', 'b5'], ['a3', 'Qb6+'], ['Kh1', 'a5'], ['Qe2', 'b4'], ['axb4', 'axb4'], ['Be3', 'Qb7\n'], ['Qb5', 'Qc7'], ['Rxa8', 'Rxa8'], ['Ne2', 'Nd4'], ['Qd3', 'Qxc2'], ['Qxd4', 'Qxb3'], ['Nc1', 'Qa4'], ['b3', 'Qb5\n'], ['Nd3', 'd5'], ['Ne5', 'Be8'], ['exd5', 'Nxd5'], ['Bc1', 'Ra2'], ['Re1', 'Bf6'], ['Bxd5', 'exd5'], ['Bd2', 'Be7\n'], ['Nf3', 'Bf8'], ['Qe5', 'Bd7'], ['Nd4', 'Qd3'], ['Be3', 'Bh3'], ['f5', 'Bg2+'], ['Kg1', 'Be4'], ['Bf2', 'Qd2\n'], ['Qf4', 'Qxf4'], ['gxf4', 'h5'], ['Rc1', 'Bd6'], ['f6', 'gxf6']]",0-1
UZB-ch,?,1993.??.??,7,"Kasimdzhanov, Rustam","Nadyrhanov, S.",,,B33,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e5'], ['Ndb5', 'd6'], ['Bg5', 'a6'], ['Bxf6', 'gxf6\n'], ['Na3', 'd5'], ['Qxd5', 'Bxa3'], ['Qxd8+', 'Kxd8'], ['O-O-O+', 'Nd4'], ['bxa3', 'Bg4'], ['f3', 'Rc8'], ['Ne2', 'Rxc2+\n'], ['Kb1', 'Rxe2'], ['Bxe2', 'Be6'], ['Rd2', 'Ke7'], ['Kb2', 'f5'], ['exf5', 'Bxf5'], ['Bd3', 'Bd7'], ['Re1', 'Kd6\n'], ['f4', 'f6'], ['Rf2', 'Be6'], ['fxe5+', 'fxe5'], ['Rf6', 'h5'], ['Bc4', 'Ke7'], ['Rxe6+', 'Nxe6'], ['Rxe5', 'Rh6\n'], ['Kc3', 'Kd6'], ['Rxe6+', 'Rxe6'], ['Bxe6', 'Kxe6'], ['Kd4', 'Kf5'], ['a4', '']]",1-0
UZB-ch,?,1993.??.??,8,"Barsov, Alexei","Kasimdzhanov, Rustam",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['e4', 'dxe4'], ['Nxe4', 'Bb4+'], ['Bd2', 'Qxd4'], ['Bxb4', 'Qxe4+'], ['Be2', 'Ne7\n'], ['Qd2', 'Ng6'], ['O-O-O', 'Qf4'], ['Nh3', 'Qxd2+'], ['Rxd2', 'Na6'], ['Bc3', 'e5'], ['Ng5', 'Nc5'], ['Rhd1', 'Bf5\n'], ['g4', 'Be6'], ['Bb4', 'f6'], ['Bxc5', 'fxg5'], ['Re1', 'Kf7'], ['b3', 'Rhd8'], ['Bd6', 'Kf6'], ['c5', 'Bd5\n'], ['Bd3', 'Re8'], ['Bxg6', 'hxg6'], ['Rde2', 'e4'], ['f3', 'exf3'], ['Rxe8', 'f2'], ['R8e2', 'fxe1=Q+\n'], ['Rxe1', 'Rh8'], ['Rf1+', 'Ke6'], ['Re1+', 'Kf6']]",1/2-1/2
UZB-ch,?,1993.??.??,9,"Kasimdzhanov, Rustam","Iuldachev, Saidali",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Nd7'], ['d4', 'Bf6'], ['d5', 'Ne7'], ['Nbd2', 'Bb7'], ['Nf1', 'g6'], ['Bh6', 'Bg7'], ['Qd2', 'f5'], ['Bxg7', 'Kxg7\n'], ['Ng5', 'Nc5'], ['Bc2', 'Bc8'], ['exf5', 'Nxf5'], ['Ne4', 'Nxe4'], ['Bxe4', 'Bd7'], ['Rad1', 'Nh4'], ['Ng3', 'Rf4\n'], ['Qe3', 'Rf7'], ['Bb1', 'h6'], ['Ne4', 'Qe7'], ['Re2', 'Raf8'], ['Ng3', 'Rf4'], ['Be4', 'Bc8'], ['Rdd2', 'Qg5\n'], ['Rc2', 'Bf5'], ['Bxf5', 'gxf5'], ['b3', 'Rf7'], ['Qa7', 'h5'], ['Qxa6', 'Rf3'], ['gxf3', 'f4']]",0-1
UZB-ch,?,1993.??.??,10,"Paranjan, A.","Kasimdzhanov, Rustam",,,D35,"[['c4', 'e6'], ['Nc3', 'd5'], ['cxd5', 'exd5'], ['d4', 'c6'], ['Bf4', 'Bf5'], ['e3', 'Nf6'], ['Nf3', 'Nbd7'], ['h3', 'Be7\n'], ['Be2', 'O-O'], ['g4', 'Bg6'], ['Nh4', 'Ne4'], ['Nxg6', 'hxg6'], ['Nxe4', 'dxe4'], ['Qc2', 'Bb4+'], ['Kf1', 'Nf6\n'], ['g5', 'Nd5'], ['Qxe4', 'f5'], ['Qf3', 'Bd6'], ['Bxd6', 'Qxd6'], ['h4', 'Rae8'], ['h5', 'Re4'], ['Bd3', 'Rg4\n'], ['hxg6', 'Qxg6'], ['Bc4', 'Qe6'], ['Bb3', 'Rxg5'], ['Rh4', 'Rg4'], ['Rxg4', 'fxg4'], ['Qg3', 'Qe4'], ['Ke2', 'Kh7\n'], ['Kd2', 'g6'], ['Bc2', 'Qe6'], ['Rh1+', 'Kg7'], ['Kc1', 'Nf6'], ['Qh4', 'Kf7'], ['Qg5', 'Ke8'], ['Rh6', 'Kd8\n'], ['Rxg6', 'Rf7'], ['Qf4', 'Nd7'], ['Rg8+', 'Nf8']]",1-0
UZB-ch,?,1993.??.??,11,"Kasimdzhanov, Rustam","Grinshpun, Eduard",,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['d3', 'Nf6'], ['Nc3', 'h6'], ['Be3', 'Bxe3'], ['fxe3', 'd6'], ['O-O', 'Na5\n'], ['Bb3', 'Nxb3'], ['axb3', 'O-O'], ['Qe1', 'Re8'], ['Qg3', 'c6'], ['Nh4', 'Nh7'], ['Nf5', 'Bxf5'], ['Rxf5', 'Re6\n'], ['Raf1', 'Rf6'], ['d4', 'Rxf5'], ['Rxf5', 'f6'], ['Rf1', 'Qe7'], ['Qg4', 'Re8'], ['d5', 'c5'], ['Ne2', 'Nf8\n'], ['Ng3', 'Kh7'], ['Nf5', 'Qc7'], ['Qh5', 'Rd8'], ['Rf3', 'g6'], ['Qxh6+', 'Kg8'], ['Qh4', 'Nh7'], ['Nh6+', 'Kg7\n'], ['Ng4', 'Qf7'], ['Qh6+', 'Kg8'], ['Rh3', 'Qg7'], ['Qxh7+', '']]",1-0
UZB-ch,?,1993.??.??,12,"Saltaev, Mihail","Kasimdzhanov, Rustam",,,B70,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Nc3', 'g6'], ['d4', 'cxd4'], ['Nxd4', 'Bg7'], ['Nde2', 'Nf6'], ['g3', 'O-O'], ['Bg2', 'd6\n'], ['O-O', 'Bd7'], ['h3', 'Rc8'], ['a4', 'Re8'], ['Kh1', 'Qb6'], ['Ra3', 'Ne5'], ['Rb3', 'Qa6'], ['f4', 'Nc4\n'], ['e5', 'dxe5'], ['fxe5', 'Nxe5'], ['Bxb7', 'Qa5'], ['Nf4', 'Rcd8'], ['Qe1', 'Bxa4'], ['Nxa4', 'Qxa4\n'], ['Kh2', 'Rb8'], ['Ra3', 'Qxc2+'], ['Bg2', 'Qc7'], ['Qa5', 'Qxa5'], ['Rxa5', 'Nc4'], ['Rxa7', 'Nxb2'], ['Nd5', 'Nxd5\n'], ['Bxd5', 'e6'], ['Ba2', 'Nd3'], ['Rfxf7', 'Bd4'], ['Rad7', 'Nxc1'], ['Bc4', 'Rb4'], ['Ba6', 'Rb1'], ['Rf1', 'Bg7\n'], ['Bc4', 'Rf8'], ['Re1', 'Kh8'], ['Bxe6', 'Rb6'], ['Bc4', 'Rb1'], ['g4', 'Bh6'], ['h4', 'Rb4'], ['Rc7', '']]",0-1
UZB-ch,?,1993.??.??,13,"Kasimdzhanov, Rustam","Blodstein, Boris",,,B19,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Bf5'], ['Ng3', 'Bg6'], ['Nf3', 'Nd7'], ['h4', 'h6'], ['h5', 'Bh7\n'], ['Bd3', 'Bxd3'], ['Qxd3', 'e6'], ['Bd2', 'Ngf6'], ['O-O-O', 'Qc7'], ['Qe2', 'O-O-O'], ['Ne5', 'Nxe5'], ['dxe5', 'Nd5\n'], ['Rh4', 'Be7'], ['Re4', 'Qb6'], ['Rg4', 'Rhg8'], ['Ne4', 'Kb8'], ['c4', 'f5'], ['exf6', 'Nxf6'], ['Bf4+', 'Ka8\n'], ['Rxd8+', 'Qxd8'], ['Nxf6', 'Bxf6'], ['Bd2', 'a6'], ['Re4', 'Re8'], ['Bb4', 'Qb6'], ['Bd6', 'c5'], ['Be5', 'Bxe5\n'], ['Rxe5', 'Qd6'], ['g3', 'Qc6'], ['Qe4', 'Qd6'], ['f4', 'Rd8'], ['Qe2', 'Qd4'], ['Rxe6', 'Qg1+'], ['Qe1', 'Qh2\n'], ['Re8', 'Rxe8'], ['Qxe8+', 'Ka7'], ['Qg6', 'Qg1+'], ['Kc2', 'Qf2+'], ['Kc3', 'Qf3+'], ['Kc2', 'Qe2+\n'], ['Kc3', 'Qe1+'], ['Kc2', 'Qe2+'], ['Kc3', 'Qe1+'], ['Kc2', '']]",1/2-1/2
UZB-ch,?,1993.??.??,14,"Kasimdzhanov, Rustam","Dgumaev, I.",,,B11,"[['e4', 'c6'], ['Nc3', 'd5'], ['Nf3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'Nf6'], ['g3', 'e6'], ['Bg2', 'Be7'], ['O-O', 'O-O\n'], ['d3', 'Nbd7'], ['a3', 'Qc7'], ['Bf4', 'Bd6'], ['Bxd6', 'Qxd6'], ['Rfe1', 'Qc7'], ['Rad1', 'Rfe8'], ['exd5', 'exd5\n'], ['a4', 'Rxe1+'], ['Rxe1', 'Re8'], ['Rxe8+', 'Nxe8'], ['Qe2', 'Qe5'], ['Qxe5', 'Nxe5']]",1/2-1/2
UZB-ch,?,1993.??.??,15,"Kasimdzhanov, Rustam","Galakhov, S.",,,B40,"[['e4', 'e6'], ['d4', 'c5'], ['Nf3', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Bb4'], ['e5', 'Nd5'], ['Bd2', 'Bxc3'], ['bxc3', 'O-O\n'], ['Bd3', 'd6'], ['O-O', 'dxe5'], ['Nf3', 'Nc6'], ['c4', 'Nf4'], ['Nxe5', 'Nxd3'], ['Nxd3', 'Qd4'], ['c5', 'e5\n'], ['Be3', 'Qc4'], ['Qb1', 'Rb8'], ['Qb2', 'f6'], ['f4', 'e4'], ['Nf2', 'Nb4'], ['Rfd1', 'Nd5'], ['Rd4', 'Qc3\n'], ['Qxc3', 'Nxc3'], ['Kf1', 'f5'], ['Nd1', 'Nb5'], ['Rb4', 'Bd7'], ['a4', 'Nc7'], ['Nc3', 'Bc6'], ['Rd1', 'a6\n'], ['Rbd4', 'Ne6'], ['Rd6', 'Kf7'], ['g4', 'g6'], ['g5', 'Rfd8'], ['a5', 'Rbc8'], ['Kg1', 'Ke7'], ['h3', 'Kf7\n'], ['h4', 'Rxd6'], ['cxd6', 'Rd8'], ['Nb1', 'Ba4'], ['Na3', 'Rc8'], ['Rb1', 'Nd8'], ['c4', 'Ke6'], ['c5', 'Rb8\n'], ['Nc4', 'Nc6'], ['Nb6', 'Bb5'], ['Bd2', 'h5'], ['Kf2', 'Na7'], ['Ke3', '']]",1/2-1/2
Voskresensk2,Voskresensk,1993.??.??,?,"Kasimdzhanov, Rustam","Fedorov, Alexei",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Bd3', 'Bd6'], ['Nc3', 'c6'], ['Nge2', '']]",1/2-1/2
Voskresensk2,Voskresensk,1993.??.??,?,"Tataev, Manach","Kasimdzhanov, Rustam",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['e4', 'dxe4'], ['Nxe4', 'Bb4+'], ['Bd2', 'Qxd4'], ['Bxb4', 'Qxe4+'], ['Be2', 'Ne7\n'], ['Nf3', 'Nd5'], ['Nd2', 'Qd4'], ['Ba3', 'Nf4'], ['O-O', 'Nd7'], ['Re1', 'Ne5'], ['Bf1', 'f5'], ['h3', 'Bd7\n'], ['Nb3', 'Qxd1'], ['Raxd1', 'Nfg6'], ['Nc5', 'O-O-O'], ['b3', 'Nf7'], ['Bd3', 'Rhe8'], ['Bb2', 'b6'], ['Nxd7', 'Rxd7\n'], ['c5', 'Kc7'], ['cxb6+', 'axb6'], ['Kf1', 'Nf4'], ['Bc2', 'g5'], ['Rc1', 'Nd3'], ['Bxd3', 'Rxd3'], ['Rc2', 'e5\n'], ['f3', 'Kd7'], ['Ke2', 'Rd5'], ['g4', 'e4'], ['Kf2', 'Nd6'], ['Rce2', 'exf3'], ['Rxe8', 'Nxe8'], ['Be5', 'f4\n'], ['Kxf3', 'Rd3+'], ['Ke4', 'Rxh3'], ['Kf5', 'h6'], ['Rd1+', 'Ke7'], ['Rc1', 'c5'], ['Re1', 'Re3'], ['Rh1', 'f3\n'], ['Rf1', 'Nd6+'], ['Bxd6+', 'Kxd6'], ['Kg6', 'Ke5'], ['Kxh6', 'Kf4']]",0-1
Voskresensk2,Voskresensk,1993.??.??,?,"Mesropov, Konstantin","Kasimdzhanov, Rustam",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['cxd5', 'exd5'], ['Bf4', 'Bf5'], ['e3', 'Nf6'], ['Bd3', 'Bg6'], ['Nf3', 'Nbd7\n'], ['O-O', 'Be7'], ['Ne5', 'Bxd3'], ['Nxd3', 'O-O'], ['Qb3', 'Qb6'], ['Qc2', 'Nh5'], ['Be5', 'Nxe5'], ['Nxe5', 'Nf6\n'], ['Rab1', 'Bd6'], ['Qf5', 'Rfe8'], ['f4', 'Qc7']]",1/2-1/2
Voskresensk2,Voskresensk,1993.??.??,?,"Gadjilu, Rauf","Kasimdzhanov, Rustam",,,B80,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e6'], ['g3', 'Nc6'], ['Bg2', 'Bd7'], ['O-O', 'Be7\n'], ['Kh1', 'O-O'], ['f4', 'Qc7'], ['Be3', 'Rfd8'], ['Nb3', 'Rac8'], ['g4', 'd5'], ['e5', 'Ne8'], ['Nb5', 'Qb8\n'], ['N5d4', 'g6'], ['g5', 'Ng7'], ['c3', 'b5'], ['a3', 'Nxd4'], ['Nxd4', 'a5'], ['Rf3', 'Rc7'], ['Rh3', 'Rdc8\n'], ['Qe1', 'Qb7'], ['Rh6', 'Bf8'], ['Qh4', 'b4'], ['Bf3', 'Ne8'], ['Rxh7', 'Bg7'], ['cxb4', 'axb4'], ['a4', 'Rc2\n'], ['Nxc2', 'Rxc2'], ['Qh3', 'Rxb2'], ['Rh4', 'Rb3'], ['Bd4', 'Qa6'], ['Qf1', 'Qd3'], ['Qxd3', 'Rxd3'], ['Bc5', 'Rxf3\n'], ['Bxb4', 'Rb3'], ['Bc5', 'Nc7'], ['Rg4', 'Na6'], ['Bd6', 'Bf8'], ['Bxf8', 'Kxf8'], ['a5', 'Ke7'], ['Rgg1', 'Bb5\n'], ['Rgb1', 'Rxb1+'], ['Rxb1', 'Nc7'], ['Kg1', 'Kd7'], ['a6', 'Bxa6'], ['Rb6', 'Kc8'], ['h4', 'Bc4'], ['Kf2', 'Nb5\n'], ['f5', 'exf5'], ['e6', 'fxe6'], ['h5', 'gxh5'], ['g6', 'Nc3'], ['g7', 'Ne4+'], ['Kf3', 'Nf6'], ['Rxe6', '']]",1-0
Voskresensk2,Voskresensk,1993.??.??,?,"Kasimdzhanov, Rustam","Blodstein, Arkady",,,B78,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['Nge2', 'g6'], ['d4', 'cxd4'], ['Nxd4', 'Bg7'], ['Be3', 'Nf6'], ['Bc4', 'O-O'], ['Bb3', 'd6\n'], ['f3', 'Bd7'], ['h4', 'h5'], ['Qd2', 'Rc8'], ['O-O-O', 'Ne5'], ['Bh6', 'Bxh6'], ['Qxh6', 'Rxc3'], ['bxc3', 'Qc7\n'], ['Qd2', 'a5'], ['a3', 'Qc5'], ['Kb2', 'Qb6'], ['Ka1', 'Qc5'], ['Qc1', 'Qxc3+'], ['Qb2', 'Qc5'], ['Rhe1', 'Ra8\n'], ['f4', 'Neg4'], ['Nf3', 'Ne3'], ['Ng5', 'Be8'], ['Rd2', 'a4'], ['Ba2', 'Ra6'], ['c3', 'Rb6'], ['Qc1', 'Nfg4\n'], ['e5', 'd5'], ['Rd4', 'Qxa3'], ['Rb4', 'Rxb4'], ['cxb4', 'Qd3'], ['Qc8', 'Qd4+']]",0-1
Voskresensk2,Voskresensk,1993.??.??,?,"Kasimdzhanov, Rustam","Belov, Igor",,,B07,"[['e4', 'd6'], ['d4', 'g6'], ['c3', 'Nf6'], ['Bd3', 'Bg7'], ['Nf3', 'O-O'], ['O-O', 'Nc6'], ['h3', 'e5'], ['Re1', 'h6'], ['Na3', 'Nh5\n'], ['Bf1', 'Re8'], ['Nc2', 'a5'], ['a4', 'Bd7'], ['b3', 'Nf6'], ['d5', 'Nb8'], ['g3', 'c6'], ['Ba3', 'Na6'], ['Bxd6', 'cxd5\n'], ['exd5', 'e4'], ['Nfd4', 'Nxd5'], ['c4', 'Ndb4'], ['Nxb4', 'Nxb4'], ['Bxb4', 'axb4'], ['Ra2', 'Bxh3\n'], ['Bxh3', 'Qxd4'], ['Rd2', 'Qc3'], ['Rd7', 'e3'], ['fxe3', 'Rxe3'], ['Rxe3', 'Qxe3+'], ['Kg2', 'Re8'], ['Rxb7', 'Bd4\n'], ['Qf1', 'Qd2+']]",0-1
