Staffordshire op,Staffordshire,1975.??.??,5,"Short, Nigel D","Evans, JS.",,,B02,"[['e4', 'd5'], ['exd5', 'Nf6'], ['Nc3', 'Nxd5'], ['Nxd5', 'Qxd5'], ['d4', 'Nc6'], ['Be3', 'e5'], ['dxe5', 'Qxe5'], ['c3', 'Bd6\n'], ['Nf3', 'Bg4'], ['Nxe5', 'Bxd1'], ['Nxc6', 'Ba4'], ['Nd4', 'Bd7'], ['Nb5', 'Be5'], ['f4', 'a6'], ['Nd4', 'Bd6\n'], ['O-O-O', 'O-O'], ['Bd3', 'Rae8'], ['Rhe1', 'Bg4'], ['Be2', 'Rxe3'], ['Bxg4', 'Rxe1'], ['Rxe1', 'Bxf4+\n'], ['Kc2', 'Bxh2'], ['Bf3', 'c5'], ['Nf5', 'b6'], ['Ne7+', 'Kh8'], ['Nd5', 'b5'], ['Re7', 'f5'], ['Ra7', 'g5\n'], ['Rxa6', 'g4'], ['Be2', 'Rd8'], ['Rh6', 'Bg1'], ['Rh1', 'Bf2'], ['Rd1', 'c4'], ['b3', 'Ra8'], ['Kb2', 'Re8\n'], ['Bf1', 'Re4'], ['bxc4', 'bxc4'], ['Nf6', 'Re6'], ['Nh5', 'Rb6+'], ['Kc2', 'h6'], ['Bxc4', 'Kh7'], ['Nf4', 'Kg7\n'], ['Rd7+', 'Kh8'], ['a4', 'Rc6'], ['Bd5', 'Rf6'], ['Kb3', 'Be3'], ['Rd8+', 'Kh7'], ['Bg8+', 'Kh8'], ['Nh5', 'Bb6\n'], ['Rc8', 'Rd6'], ['Be6+', 'Bd8'], ['Bxf5', 'Kg8'], ['Nf6+', 'Kf7'], ['Nxg4', 'Bb6'], ['Kb4', 'h5'], ['Nh2', 'Rd2\n'], ['Be4', 'Rb2+'], ['Kc4', 'Ke7'], ['Rh8', 'Ra2'], ['Kb3', 'Re2'], ['Bf3', 'Re3'], ['Nf1', 'Re1'], ['Nd2', 'Bc7\n'], ['Rxh5', 'Bf4'], ['Ne4', 'Rb1+'], ['Ka2', 'Rb8'], ['a5', 'Bc1'], ['g4', 'Rb2+'], ['Ka1', 'Rb3'], ['Bd1', 'Ra3+\n'], ['Kb1', 'Be3'], ['Kb2', '']]",1-0
4th Kolkata Open,Kolkata IND,2009.09.07,7,"Short,N","Filippov,An UZB",,,C52,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Ba5'], ['d4', 'd6'], ['Qb3', 'Qd7'], ['O-O', 'Bb6\n'], ['Nbd2', 'Na5'], ['Qc2', 'f6'], ['a4', 'Nh6'], ['Ba3', 'Nf7'], ['Bd5', 'Qe7'], ['Bb4', 'c6'], ['Ba2', 'O-O\n'], ['Nh4', 'g6'], ['Kh1', 'Be6'], ['d5', 'Bd7'], ['c4', 'Rac8'], ['Rae1', 'Qd8'], ['Qd3', 'Bd4'], ['Ndf3', 'c5\n'], ['Bd2', 'b6'], ['Bxa5', 'bxa5'], ['Rb1', 'Bxa4'], ['Nxd4', 'cxd4'], ['Qg3', 'Kg7'], ['Rb2', 'Rb8'], ['Rd2', 'Bd7\n'], ['f4', 'a4'], ['fxe5', 'Nxe5'], ['Rxd4', 'Rb2'], ['Bb1', 'Qb6'], ['Rdd1', 'Nxc4'], ['e5', 'Nxe5'], ['Rde1', 'Rb3\n'], ['Qf4', 'Rb4'], ['Be4', 'f5'], ['g4', 'Nxg4'], ['Qg5', 'Nf2+'], ['Rxf2', 'Qxf2'], ['Rg1', 'Rxe4'], ['Nxg6', 'Qf3+']]",0-1
4th Kolkata Open,Kolkata IND,2009.09.08,8,"Panchanathan,M","Short,N",,,E06,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'd5'], ['Nf3', 'Be7'], ['Bg2', 'O-O'], ['O-O', 'dxc4'], ['Ne5', 'Nc6'], ['Nxc6', 'bxc6\n'], ['e3', 'Ba6'], ['Nc3', 'Qd7'], ['Qc2', 'Nd5'], ['a3', 'Rab8'], ['Rd1', 'Nxc3'], ['Qxc3', 'c5'], ['Qc2', 'Rfd8\n'], ['Bd2', 'cxd4'], ['exd4', 'Qxd4'], ['Bb4', 'Qf6'], ['Bxe7', 'Qxe7'], ['Qa4', 'Rb6'], ['Rxd8+', 'Qxd8\n'], ['Rd1', 'Qc8'], ['Bf1', 'h6'], ['Bxc4', 'Bxc4'], ['Qxc4', 'Rxb2'], ['Rc1', 'a6'], ['h4', 'Rb5'], ['Qc6', 'Rd5\n'], ['Kg2', 'a5'], ['Rc3', 'g6'], ['Rb3', 'h5'], ['Kh2', 'Qd8'], ['Rf3', 'Qd7'], ['Qa6', 'Kg7'], ['Kg2', 'Qb5']]",0-1
4th Kolkata Open,Kolkata IND,2009.09.09,9,"Short,N","Satyapragyan,S",,,B48,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['Nc3', 'Qc7'], ['Be3', 'a6'], ['Qd2', 'Nf6'], ['O-O-O', 'Bb4\n'], ['f3', 'O-O'], ['g4', 'b5'], ['g5', 'Nh5'], ['Kb1', 'Rb8'], ['Nxc6', 'dxc6'], ['f4', 'e5'], ['f5', 'Bb7'], ['Be2', 'Nf4\n'], ['Bf3', 'c5'], ['Qd6', 'Qxd6'], ['Rxd6', 'c4'], ['Rdd1', 'f6'], ['gxf6', 'Rxf6'], ['Bxf4', 'exf4'], ['Nd5', 'Bxd5\n'], ['Rxd5', 'Re8'], ['c3', 'Bd6'], ['a4', 'bxa4'], ['Rhd1', 'Bf8'], ['Ka2', 'a3'], ['bxa3', 'Rh6'], ['R1d2', 'Rh3\n'], ['Rf2', 'Be7']]",1/2-1/2
4th Kolkata Open,Kolkata IND,2009.09.10,10,"Short,N","Mchedlishvili,M",,,B10,"[['e4', 'c6'], ['Ne2', 'd5'], ['e5', 'c5'], ['d4', 'Nc6'], ['c3', 'cxd4'], ['cxd4', 'Bg4'], ['Nbc3', 'e6'], ['Be3', 'Nge7\n'], ['f3', 'Bf5'], ['g4', 'Bg6'], ['Nf4', 'a6'], ['Rc1', 'h5'], ['Bg2', 'hxg4'], ['fxg4', 'Bh7'], ['O-O', 'Ng6\n'], ['Nfxd5', 'Nh4'], ['Bh1', 'exd5'], ['Nxd5', 'Bg6'], ['Rxc6', 'bxc6'], ['Nf6+', 'gxf6'], ['Bxc6+', 'Ke7\n'], ['exf6+', 'Kd6'], ['Qa4', 'Kc7'], ['Rc1', 'Qd6'], ['Bxa8+', 'Kb8'], ['Qe8+', '']]",1-0
Match,Mukachevo UKR,2009.09.20,1,"Short,N","Efimenko,Z",,,B23,"[['e4', 'c5'], ['Nc3', 'd6'], ['Bc4', 'Nc6'], ['Nge2', 'Nf6'], ['O-O', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Be7'], ['a3', 'O-O\n'], ['Ba2', 'Bd7'], ['Re1', 'a6'], ['Be3', 'Rc8'], ['f4', 'Nxd4'], ['Bxd4', 'e5'], ['fxe5', 'dxe5'], ['Bxe5', 'Bc5+\n'], ['Kh1', 'Ng4'], ['Bg3', 'Bf2'], ['Qf3', 'Bxe1'], ['Rxe1', 'Qg5'], ['Bf4', 'Qg6'], ['Bd5', 'Bc6'], ['e5', 'Rfe8\n'], ['Bxc6', 'bxc6'], ['h3', 'Nf6'], ['Rd1', 'Nd5'], ['Nxd5', 'cxd5'], ['c3', 'Qe4'], ['Qf2', 'Rc4'], ['Bg3', 'd4\n'], ['Rxd4', 'Rxd4'], ['cxd4', 'Rd8'], ['Qf1', 'Rxd4'], ['Qxa6', 'h5'], ['e6', 'fxe6'], ['Qb5', 'Rd5'], ['Qe8+', 'Kh7\n'], ['Kh2', 'h4'], ['Bc7', 'Rg5']]",0-1
Match,Mukachevo UKR,2009.09.21,2,"Efimenko,Z","Short,N",,,C80,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['Nbd2', 'Nc5'], ['c3', 'g6'], ['Bc2', 'Bg7'], ['Re1', 'O-O'], ['Nb3', 'Nd7'], ['Bg5', 'Qc8'], ['Bf4', 'Ne7\n'], ['Qd2', 'c5'], ['Bh6', 'Qc6'], ['Qg5', 'Rfe8'], ['Bxg7', 'Kxg7'], ['h4', 'a5'], ['a4', 'h6'], ['Qf4', 'Reb8\n'], ['Nbd2', 'b4'], ['c4', 'b3'], ['Bxb3', 'Rb4'], ['cxd5', 'Nxd5'], ['Bxd5', 'Bxd5'], ['Qe3', 'Nf8'], ['b3', 'Ne6\n'], ['Rac1', 'Qb7'], ['Rc3', 'Rd8'], ['Rd3', 'Bxf3'], ['Nxf3', 'Rxd3'], ['Qxd3', 'Rxb3'], ['Qd1', 'Rb4'], ['h5', 'g5\n'], ['Qc2', 'Qc6'], ['Ra1', 'Rg4'], ['Qf5', 'Rf4'], ['Qc2', 'Rg4'], ['Qf5', 'Rf4'], ['Qc2', 'Kg8'], ['Qd1', 'Rb4\n'], ['g3', 'Qe4'], ['Nd2', 'Qxe5'], ['Rc1', 'Qd5'], ['Qc2', 'g4'], ['Re1', 'Qxh5'], ['Qd3', 'Rd4'], ['Qe3', 'Ng5\n'], ['Qe8+', 'Kh7'], ['Re2', 'Rxd2']]",0-1
Match,Mukachevo UKR,2009.09.22,3,"Short,N","Efimenko,Z",,,B92,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be2', 'e5'], ['Nb3', 'Be7'], ['Bg5', 'Be6\n'], ['Bxf6', 'Bxf6'], ['Qd3', 'Be7'], ['Nd5', 'Nd7'], ['Rd1', 'Bxd5'], ['Qxd5', 'Qc7'], ['c3', 'O-O'], ['O-O', 'b5\n'], ['Nd2', 'Nb6'], ['Qb3', 'Qc5'], ['a3', 'Rac8'], ['Rfe1', 'g6'], ['Nf1', 'Kh8'], ['Ne3', 'f5'], ['exf5', 'Bg5\n'], ['Qb4', 'Bxe3'], ['fxe3', 'gxf5'], ['Qxc5', 'dxc5'], ['Rd6', 'Rb8'], ['Red1', 'Kg7'], ['h4', 'c4'], ['Kf2', 'Rf6\n'], ['Rxf6', 'Kxf6'], ['Rd6+', 'Kg7'], ['e4', 'fxe4'], ['Ke3', 'Na4'], ['Rxa6', 'Nxb2'], ['Ra7+', 'Kh8'], ['Kxe4', 'Na4\n'], ['Kxe5', 'Nxc3'], ['Bf3', 'Re8+'], ['Kf6', 'Rf8+'], ['Ke6', 'Re8+'], ['Kf7', 'Rg8'], ['Ra5', 'Rb8'], ['Bc6', 'Nb1\n'], ['Bxb5', 'Nxa3'], ['Ba6', 'Ra8'], ['Rxa3', 'Ra7+'], ['Kf8', 'Ra8+'], ['Kf7', 'Ra7+'], ['Kf6', 'c3'], ['Rxc3', 'Rxa6+\n'], ['Kf7', 'Ra7+']]",1/2-1/2
Match,Mukachevo UKR,2009.09.24,4,"Efimenko,Z","Short,N",,,C80,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['Nbd2', 'Nc5'], ['c3', 'Nxb3'], ['Nxb3', 'Be7'], ['Nfd4', 'Nxd4'], ['cxd4', 'a5'], ['Qc2', 'Qd7'], ['Be3', 'Bf5\n'], ['Qc1', 'h6'], ['Nc5', 'Qc6'], ['Qd1', 'Qg6'], ['Rc1', 'O-O'], ['Bf4', 'h5'], ['f3', 'a4'], ['Kh1', 'Rfe8\n'], ['Qd2', 'c6'], ['Nb7', 'Bd7'], ['Rfe1', 'Bf8'], ['Nd6', 'Re6'], ['h3', 'Bxd6'], ['exd6', 'Rae8'], ['Re5', 'f6\n'], ['Rxe6', 'Rxe6'], ['Re1', 'Qe8'], ['Rxe6', 'Qxe6'], ['h4', 'Kf7'], ['Kh2', 'Qf5'], ['Bg3', 'Qe6'], ['Qa5', 'Qe8\n'], ['Qc7', 'Ke6'], ['a3', 'Kf7'], ['Bf4', 'Qe6'], ['Bd2', 'Ke8'], ['Ba5', 'Kf7'], ['Bd2', 'Ke8'], ['Kg3', 'Kf7\n'], ['Kf2', 'Kg6'], ['Bf4', 'Kf7'], ['Be3', 'Qf5'], ['Qd8', 'Qe6'], ['Bf4', 'Qe8'], ['Qxe8+', 'Kxe8'], ['Ke3', '']]",1/2-1/2
Match,Mukachevo UKR,2009.09.25,5,"Short,N","Efimenko,Z",,,B90,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['a4', 'Nc6'], ['Be2', 'e5'], ['Nxc6', 'bxc6\n'], ['f4', 'Be7'], ['a5', 'O-O'], ['O-O', 'exf4'], ['Bxf4', 'Be6'], ['Kh1', 'Qc7'], ['Qd2', 'Rfd8'], ['h3', 'Qb7\n'], ['Qe3', 'd5'], ['Be5', 'Nxe4'], ['Nxe4', 'dxe4'], ['Qxe4', 'Bd5'], ['Qg4', 'g6'], ['Qf4', 'c5'], ['Bf3', 'f5\n'], ['Bc3', 'Bd6'], ['Qh4', 'Bxf3'], ['Rxf3', 'Qf7'], ['Re1', 'Re8'], ['Rfe3', 'Rxe3'], ['Rxe3', 'Bf8'], ['b3', 'Rc8\n'], ['Qe1', 'c4'], ['b4', 'f4'], ['Re6', 'f3'], ['Qe5', 'Bg7'], ['Qxg7+', 'Qxg7'], ['Bxg7', 'f2'], ['Rf6', 'Kxg7\n'], ['Rxf2', 'c3'], ['Rf4', 'Rd8'], ['Rc4', 'Rd1+'], ['Kh2', 'Rb1'], ['Kg3', 'Rb2'], ['Rxc3', 'Rxb4'], ['Rc6', 'g5\n'], ['Kf3', 'Rb5'], ['Rxa6', 'Rc5'], ['c4', 'Rxc4'], ['Rb6', 'h5'], ['a6', 'Ra4'], ['Ke3', 'Ra2'], ['Rb7+', 'Kf6\n'], ['a7', 'Kf5'], ['g3', 'Ra4'], ['Kd3', 'Ra1'], ['Kd4', 'h4'], ['gxh4', 'gxh4'], ['Kc5', 'Kf4'], ['Rg7', 'Kf3\n'], ['Kb6', '']]",1-0
Match,Mukachevo UKR,2009.09.26,6,"Efimenko,Z","Short,N",,,C44,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Bc4', 'Nf6'], ['e5', 'Ng4'], ['O-O', 'd6'], ['exd6', 'Qxd6'], ['Na3', 'a6\n'], ['h3', 'Nh6'], ['Re1+', 'Be7'], ['Bg5', 'Nf5'], ['Bb3', 'O-O'], ['Nc4', 'Qd8'], ['Bxe7', 'Nfxe7'], ['Nce5', 'h6\n'], ['Qd3', 'Nxe5'], ['Rxe5', 'Nc6'], ['Rh5', 'Qf6'], ['g4', 'Be6'], ['g5', 'Qg6'], ['Qxg6', 'fxg6'], ['Bxe6+', 'Kh7\n'], ['Rh4', 'Rxf3'], ['Bd5', 'Rf5'], ['Bxc6', 'bxc6'], ['gxh6', 'Re8'], ['hxg7+', 'Kxg7'], ['Rxd4', 'Re2\n'], ['Rd7+', 'Kh6'], ['Rf1', 'Rxc2'], ['b3', 'Rxa2'], ['Rxc7', 'Rf3']]",1/2-1/2
Chess Classic,London ENG,2009.12.08,1,"McShane,L","Short,N",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Nxc6', 'Qf6'], ['Qf3', 'bxc6'], ['Nc3', 'd6'], ['Qg3', 'Qg6\n'], ['Bd3', 'a5'], ['Bd2', 'Nf6'], ['f3', 'Ba6'], ['Ne2', 'Nd7'], ['Bxa6', 'Rxa6'], ['Qxg6', 'hxg6'], ['Nf4', 'Bd4\n'], ['Nd3', 'c5'], ['c3', 'Bf6'], ['O-O-O', 'a4'], ['Kc2', 'g5'], ['h3', 'Be7'], ['Nf2', 'Nf8'], ['Ng4', 'Ne6\n'], ['Ne3', 'f6'], ['Nc4', 'Kf7'], ['Be1', 'Nf4'], ['Rd2', 'g6'], ['Bg3', 'Nh5'], ['Bh2', 'Ng7'], ['Bg3', 'Nh5\n'], ['Bh2', 'Ng7'], ['Re1', 'Rb8'], ['Rdd1', 'Rba8'], ['Rd2', 'Rb8'], ['Ra1', 'Rba8'], ['Rc1', 'Rb8'], ['Bg3', 'Nh5\n'], ['Bh2', 'Ng7'], ['Rg1', 'Rh8'], ['Rf1', 'Rh7'], ['Rd3', 'Rh8'], ['Rdd1', 'Ne6'], ['Rh1', 'Ng7'], ['Rhe1', 'Rha8\n'], ['Bg1', 'Ne6'], ['Rd2', 'Rh8'], ['Be3', 'Bf8'], ['Rh1', 'Bg7'], ['Rd5', 'Ke7'], ['Rh2', 'Raa8'], ['Rh1', 'Ra6\n'], ['Rd2', 'Raa8'], ['Re1', 'Ra6'], ['Bf2', 'Raa8'], ['Bg3', 'Ra6'], ['Ne3', 'Kf7'], ['Rd5', 'Bf8'], ['Rdd1', 'Bg7\n'], ['Rh1', 'Raa8'], ['Rh2', 'Ra6'], ['Rdh1', 'Raa8'], ['h4', 'gxh4'], ['Rxh4', 'Rxh4'], ['Rxh4', 'Ra7'], ['Rh1', 'Ra8\n'], ['Bf2', 'Nf8'], ['Be1', 'Ra7'], ['Bd2', 'Ne6'], ['Bc1', 'Ra8'], ['Bd2', 'Rd8'], ['Bc1', 'Re8'], ['Rh4', 'Ra8\n'], ['Kd3', 'Ra6'], ['g3', 'Nf8'], ['f4', 'Nd7'], ['Rh2', 'Ra7'], ['Bd2', 'Rb7'], ['Be1', 'Bf8'], ['g4', 'Kg7\n'], ['Bg3', 'c6'], ['f5', 'g5'], ['Rd2', 'Nb6'], ['Ke2', 'Rd7'], ['b3', 'd5'], ['c4', 'axb3'], ['axb3', 'dxe4\n'], ['Rxd7+', 'Nxd7'], ['Bc7', 'Kf7'], ['Nd1', 'Ke8'], ['Nc3', 'Be7'], ['Nxe4', 'Bd8'], ['Nd6+', 'Ke7'], ['Nc8+', 'Ke8\n'], ['Nd6+', 'Ke7'], ['Nc8+', 'Ke8'], ['Bg3', 'Nb6'], ['Nd6+', 'Kf8'], ['Nb7', 'Ke8'], ['Nxc5', 'Be7'], ['Ne4', 'Kd8\n'], ['Be1', 'Nd7'], ['Bc3', 'c5'], ['Bb2', 'Ke8'], ['Kf2', 'Kd8'], ['Kg2', 'Ke8'], ['Kh3', 'Kf7'], ['Kg3', 'Ke8\n'], ['Bc3', 'Kd8'], ['Kh3', 'Kc7'], ['Bb2', 'Kc6'], ['Nc3', 'Nb6'], ['Kg3', 'Bd8'], ['Kf3', 'Be7'], ['Ke3', 'Bd8\n'], ['Kd3', 'Be7'], ['Ke4', 'Bd8'], ['Nd5', 'Nd7'], ['Bc3', 'Kd6'], ['Be1', 'Kc6'], ['Bg3', 'Nf8'], ['Kd3', 'Nd7\n'], ['Kc2', 'Nf8'], ['Be1', 'Nd7'], ['Bg3', 'Nf8'], ['Kb2', 'Nd7'], ['Ka3', 'Ba5'], ['Ne7+', 'Kb6\n'], ['Bd6', 'Ka6'], ['Nd5', 'Bd8'], ['Bg3', 'Ba5'], ['Ka4', 'Bd2'], ['Bc7', 'Bc1'], ['Bd8', 'Bb2'], ['b4', 'Bd4\n'], ['b5+', 'Kb7'], ['Kb3', 'Be5'], ['Kc2', 'Bd4'], ['Kb3', 'Be5'], ['Be7', 'Bd4'], ['Bd6', 'Bf2'], ['Kc2', 'Ka7\n'], ['Kd3', 'Kb7'], ['Ke4', 'Bd4'], ['Be7', 'Be5'], ['Ne3', 'Bf4'], ['Ng2', 'Bg3'], ['Kd5', 'Bf2'], ['Ke6', 'Ne5\n'], ['Bxf6', 'Nxc4'], ['Bxg5', 'Na3'], ['f6', 'Bd4'], ['f7', 'Bg7'], ['Bf6', 'Bf8'], ['Be7', 'Bg7\n'], ['Bxc5', 'Nxb5'], ['f8=Q', 'Nc7+'], ['Kf7', 'Bxf8'], ['Bxf8', 'Kc6'], ['Nf4', 'Kd7'], ['g5', 'Nb5\n'], ['g6', 'Nd4'], ['g7', 'Nf5'], ['g8=Q', 'Nh6+'], ['Bxh6', '']]",1-0
Chess Classic,London ENG,2009.12.09,2,"Short,N","Howell,D",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Nc6'], ['O-O', 'Be7'], ['Re1', 'Bg4\n'], ['Nc3', 'Nxc3'], ['bxc3', 'O-O'], ['Bf4', 'Qd7'], ['Rb1', 'Bd6'], ['Bxd6', 'cxd6'], ['h3', 'Bh5'], ['Rb5', 'Ne7\n'], ['Qb1', 'b6'], ['Nd2', 'Bg6'], ['a4', 'Rac8'], ['Qb2', 'Rfe8'], ['Bf1', 'Qc7'], ['c4', 'dxc4'], ['Nxc4', 'Nc6\n'], ['Ra1', 'Re4'], ['c3', 'Rce8'], ['Qd2', 'h6'], ['a5', 'Nxa5'], ['Nxa5', 'bxa5'], ['Rbxa5', 'R8e7'], ['f3', 'R4e6\n'], ['h4', 'h5'], ['c4', 'Rd7'], ['d5', 'Ree7'], ['Qd4', 'Qb8'], ['Rb5', 'Rb7'], ['Kf2', 'Rec7'], ['Raa5', 'Rxb5\n'], ['Rxb5', 'Rb7'], ['Rxb7', 'Qxb7'], ['c5', 'dxc5'], ['Qxc5', 'Qb2+'], ['Ke3', 'Qe5+'], ['Kf2', 'Qb2+\n'], ['Ke3', 'Qe5+'], ['Kf2', 'Qb2+']]",1/2-1/2
Chess Classic,London ENG,2009.12.10,3,"Nakamura,Hi","Short,N",,,E44,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'b6'], ['Ne2', 'Ne4'], ['Bd2', 'Nxd2'], ['Qxd2', 'Nc6'], ['a3', 'Be7\n'], ['Nf4', 'Bg5'], ['b4', 'Bb7'], ['d5', 'Ne5'], ['Rc1', 'O-O'], ['Be2', 'a5'], ['O-O', 'axb4'], ['axb4', 'Bxf4\n'], ['exf4', 'Ng6'], ['Rfe1', 'c6'], ['g3', 'cxd5'], ['cxd5', 'Ne7'], ['Bf3', 'Ra3'], ['Be4', 'Qa8'], ['Rcd1', 'h6\n'], ['Qd4', 'Nxd5'], ['Nxd5', 'Bxd5'], ['Bxd5', 'Qxd5'], ['Qxd5', 'exd5'], ['Rxd5', 'Ra7'], ['Rd6', 'Rb7\n'], ['f5', 'f6'], ['Red1', 'Rc8'], ['Kg2', 'Rc4'], ['R1d4', 'Rxd4'], ['Rxd4', 'Rc7'], ['Kf3', 'Rc2'], ['h4', 'h5\n'], ['Rd5', 'Rc4'], ['Rb5', 'Rc6'], ['Rd5', 'Rc4'], ['b5', 'Rb4'], ['Ke3', 'Kf8'], ['Rxd7', 'Rxb5'], ['Rb7', 'Rxf5\n'], ['Rxb6', '']]",1/2-1/2
Chess Classic,London ENG,2009.12.12,4,"Short,N",Ni Hua,,,C11,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'dxe4'], ['Nxe4', 'Nbd7'], ['Nxf6+', 'Nxf6'], ['c3', 'h6'], ['Bh4', 'c5\n'], ['Bxf6', 'gxf6'], ['Qf3', 'cxd4'], ['Bb5+', 'Ke7'], ['Ne2', 'Qd5'], ['Qxd5', 'exd5'], ['Nxd4', 'f5'], ['O-O-O', 'Kf6\n'], ['Ne2', 'Be6'], ['Nf4', 'Rd8'], ['Bc4', 'd4'], ['Bxe6', 'fxe6'], ['Rxd4', 'Bc5'], ['Rxd8', 'Rxd8'], ['Nh3', 'h5\n'], ['Re1', 'e5'], ['Re2', 'e4'], ['Kc2', 'h4'], ['f3', 'Re8'], ['fxe4', 'fxe4'], ['b4', 'Bd6'], ['Rf2+', 'Ke5\n'], ['Ng1', 'Rg8'], ['g3', 'hxg3'], ['hxg3', 'Rxg3'], ['Ne2', 'Rf3'], ['Rg2', 'Kd5'], ['Nd4', 'Rh3'], ['Nb5', 'Be5\n'], ['Rd2+', 'Ke6'], ['Nd4+', 'Bxd4'], ['Rxd4', 'Rh2+'], ['Kb3', 'Re2'], ['a4', 'e3'], ['Kc4', 'Ra2'], ['a5', 'e2\n'], ['Re4+', 'Kd6'], ['Kd3', 'b6'], ['axb6', 'axb6'], ['Rxe2', 'Rxe2'], ['Kxe2', 'b5'], ['Kd2', 'Ke6'], ['Kd1', 'Kd5\n'], ['Kc2', 'Kd6'], ['Kd2', 'Ke6'], ['Ke3', 'Ke5'], ['Kd3', 'Kd5'], ['c4+', 'bxc4+'], ['Kc3', 'Kc6'], ['Kxc4', 'Kb6\n'], ['b5', 'Kb7'], ['Kc5', 'Kc7'], ['b6+', 'Kb7'], ['Kb5', 'Kb8'], ['Kc6', 'Kc8'], ['b7+', 'Kb8'], ['Kb6', '']]",1/2-1/2
Chess Classic,London ENG,2009.12.13,5,"Adams,Mi","Short,N",,,C80,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['Nbd2', 'Nc5'], ['c3', 'Nxb3'], ['Nxb3', 'Be7'], ['h3', 'O-O'], ['Re1', 'a5'], ['a4', 'bxa4'], ['Rxa4', 'Qd7\n'], ['Nbd4', 'Nxd4'], ['cxd4', 'Rfb8'], ['Bd2', 'Rxb2'], ['Rxa5', 'Rxa5'], ['Bxa5', 'Bf5'], ['Bc3', 'Rb6\n'], ['Kh2', 'h6'], ['Qa1', 'Rg6'], ['Bd2', 'Kh7'], ['Qc3', 'Be4'], ['Qe3', 'Qf5'], ['Qf4', 'Qxf4+'], ['Bxf4', 'c5\n'], ['dxc5', 'Bxc5'], ['Be3', 'd4'], ['Bd2', 'Bd5'], ['Rc1', 'Ba7'], ['Ra1', 'Bb6'], ['Ra4', 'd3'], ['Be3', 'Bc7\n'], ['Bf4', 'Rc6'], ['Rd4', 'Bxf3'], ['gxf3', 'Rc3'], ['Kg2', 'g5'], ['e6', 'Bb6'], ['Rxd3', 'Rxd3'], ['e7', 'Rd8\n'], ['exd8=Q', 'Bxd8']]",1/2-1/2
Chess Classic,London ENG,2009.12.14,6,"Kramnik,V","Short,N",,,D38,"[['Nf3', 'd5'], ['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qb3', 'c5'], ['cxd5', 'exd5'], ['dxc5', 'Nc6'], ['Bg5', 'Be6\n'], ['O-O-O', 'Qa5'], ['Bxf6', 'gxf6'], ['Nxd5', 'O-O-O'], ['e4', 'f5'], ['Bc4', 'Bxc5'], ['Ng5', 'fxe4'], ['Nxe4', 'Bd4\n'], ['Ndc3', 'Rhe8'], ['Bxe6+', 'Rxe6'], ['f3', 'Ne5'], ['Nb5', 'Rb6'], ['Qc2+', 'Rc6'], ['Nec3', 'Bxc3\n'], ['Rxd8+', 'Kxd8'], ['Nxc3', 'Kc7'], ['Rd1', 'a6'], ['Qxh7', 'Kb8'], ['Kb1', 'Nc4'], ['Qh8+', 'Rc8'], ['Qd4', 'Qb4\n'], ['b3', 'a5'], ['Ka1', 'Na3'], ['Qxb4', 'axb4'], ['Nd5', 'Rc2'], ['Nxb4', 'Rxg2'], ['Rh1', 'Ka7'], ['h4', 'Kb6\n'], ['h5', 'Ka5'], ['h6', 'Kxb4'], ['h7', 'Nc2+'], ['Kb1', 'Na3+'], ['Kc1', '']]",1-0
