Bankia op,Bankia,1989.??.??,2,"Golod, Vitali","Shulman, Yuri",,,A41,"[['d4', 'd6'], ['Nf3', 'Bg4'], ['e4', 'Nf6'], ['Nc3', 'e6'], ['Be2', 'd5'], ['Bg5', 'Be7'], ['exd5', 'exd5'], ['Ne5', 'Be6\n'], ['O-O', 'O-O'], ['Bd3', 'Nc6'], ['Nxc6', 'bxc6'], ['Na4', 'h6'], ['Bh4', 'Nd7'], ['Bxe7', 'Qxe7'], ['Re1', 'c5\n'], ['Bb5', 'cxd4'], ['Bxd7', 'Qxd7'], ['Qxd4', 'Rfe8'], ['Nc5', 'Qc6'], ['Re5', 'f6'], ['Re2', 'Bf7'], ['Rae1', 'Rxe2\n'], ['Rxe2', 'Re8'], ['Re3', 'Rxe3'], ['Qxe3', 'Qd6'], ['c3', 'Bg6'], ['b4', 'Kf7'], ['f3', 'Qe7']]",1-0
Wch U18,Duisburg,1992.??.??,9,"Shulman, Yuri","Vouldis, Angelos",,,D06,"[['d4', 'd5'], ['c4', 'Bf5'], ['cxd5', 'Bxb1'], ['Qa4+', 'c6'], ['Rxb1', 'Qxd5'], ['Nf3', 'Nd7'], ['b4', 'e5'], ['e3', 'e4\n'], ['Nd2', 'Ngf6'], ['Qc2', 'Nb6'], ['g3', 'Nc8'], ['Bg2', 'Nd6'], ['O-O', 'Qe6'], ['f3', 'exf3'], ['Bxf3', 'Nd5\n'], ['Re1', 'Nb5'], ['Nf1', 'Nxb4'], ['Qd2', 'Qf5'], ['a4', 'Qxb1'], ['axb5', 'Nd3'], ['Rd1', 'Nxc1'], ['bxc6', 'Ba3\n'], ['cxb7', 'Rb8'], ['Qc3', 'Bd6'], ['Qc6+', 'Ke7'], ['Rxc1', 'Qf5'], ['Nd2', 'Qd7'], ['Qa6', 'h5'], ['Nc4', 'Bc7\n'], ['Qa3+', 'Kf6'], ['Qxa7', 'h4'], ['Nb6', 'Bxb6'], ['Qxb6+', 'Kg5'], ['Rc7', 'Qa4'], ['Qc5+', 'Kg6'], ['Be4+', 'Kh6\n'], ['Rxf7', 'Qd1+'], ['Rf1', 'Qg4'], ['Qd6+', 'g6'], ['Qf4+', 'Qxf4'], ['Rxf4', 'hxg3'], ['hxg3', 'Rhe8\n'], ['Rh4+', 'Kg5'], ['Kf2', 'Re6'], ['Ke2', 'Rb6'], ['Rf4', 'Re6'], ['Kd3', 'Ra6'], ['Bd5', 'Ra3+'], ['Ke2', 'Re8\n'], ['Re4', 'Rh8'], ['Bf7', 'Rb8'], ['Re7', 'Kg4'], ['Bxg6', 'Rh8'], ['Rh7', '']]",1-0
Wch U18,Duisburg,1992.??.??,10,"Liiva, Riho","Shulman, Yuri",,,B25,"[['e4', 'c5'], ['Nc3', 'e6'], ['g3', 'Nc6'], ['Bg2', 'g6'], ['d3', 'Bg7'], ['Be3', 'd6'], ['f4', 'Nge7'], ['Nf3', 'Nd4\n'], ['O-O', 'b6'], ['Bf2', 'Bb7'], ['Nxd4', 'cxd4'], ['Ne2', 'e5'], ['g4', 'Qd7'], ['f5', 'h5'], ['fxg6', 'fxg6\n'], ['gxh5', 'Rxh5'], ['c3', 'dxc3'], ['bxc3', 'O-O-O'], ['Bf3', 'Rh7'], ['Ng3', 'Kb8'], ['Be3', 'Rdh8'], ['Rf2', 'Bh6\n'], ['Bxh6', 'Rxh6'], ['Qe2', 'Qc6'], ['Qd2', 'Rh4'], ['Qg5', 'R8h7'], ['Rc1', 'Qc5'], ['Ne2', 'a5'], ['d4', 'exd4\n'], ['Qxc5', 'dxc5'], ['cxd4', 'cxd4'], ['Nxd4', 'Bxe4'], ['Bxe4', 'Rxe4'], ['Nb5', 'Nf5'], ['Rc6', 'Rg4+\n'], ['Kf1', 'Kb7'], ['Rf6', 'Rd7'], ['a4', 'Rxa4'], ['Re2', 'Rf4+'], ['Ke1', 'Rb4'], ['Nc3', 'Rb3'], ['Na4', 'Rb1+\n'], ['Kf2', 'Nd4']]",0-1
Wch U18,Duisburg,1992.??.??,11,"Shulman, Yuri","Gabriel, Christian",,,D38,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['Nf3', 'Bb4'], ['cxd5', 'exd5'], ['Bg5', 'Nbd7'], ['e3', 'c5'], ['Bd3', 'Qa5\n'], ['O-O', 'O-O'], ['Qc2', 'c4'], ['Bf5', 'Re8'], ['Rfc1', 'g6'], ['Bxd7', 'Nxd7'], ['h3', 'Nb6'], ['g4', 'Kg7\n'], ['Nd2', 'Bd7'], ['a3', 'Bxc3'], ['bxc3', 'Re6'], ['Bf4', 'h6'], ['Kh2', 'Rh8'], ['Nf3', 'f6'], ['Nh4', 'Be8\n'], ['Rg1', 'Qa4'], ['Qd2', 'Kf8'], ['Bg3', 'Nc8'], ['Rab1', 'b6'], ['Qc1', 'Ne7'], ['f3', 'Qd7'], ['Re1', 'h5\n'], ['Kg2', 'hxg4'], ['hxg4', 'g5'], ['Nf5', 'Nxf5'], ['gxf5', 'Re7'], ['Qc2', 'g4'], ['fxg4', 'Rg7'], ['Rh1', 'Rxh1\n'], ['Rxh1', 'Rxg4'], ['Rh8+', 'Kg7'], ['Rh4', 'Rg5'], ['Rf4', 'Qe7'], ['Kf2', 'Qxa3'], ['Bh4', 'Rh5'], ['e4', 'dxe4\n'], ['Qxe4', 'Qd6'], ['Rg4+', 'Kf7'], ['Rg6', 'Qh2+'], ['Kf1', 'Qh3+'], ['Kg1', 'Rxf5'], ['Rxf6+', 'Rxf6\n'], ['Qh7+', 'Ke6'], ['Qe4+', 'Kd7'], ['Bxf6', 'Qg3+'], ['Kh1', 'Qh3+'], ['Kg1', 'Qg3+'], ['Kh1', 'Qd6'], ['Be5', 'Qh6+\n'], ['Bh2', 'Qc1+'], ['Kg2', 'Qd2+'], ['Kh1', 'Qd1+'], ['Kg2', 'Qd2+'], ['Kh1', 'Qc1+'], ['Kg2', 'Qg5+'], ['Kf1', 'Qc1+']]",1/2-1/2
URS-ch U18,Jurmala,1992.??.??,?,"Zvjaginsev, Vadim","Shulman, Yuri",,,E91,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Nf3', 'Nbd7'], ['Be3', 'Ng4'], ['Bd2', 'e5\n'], ['d5', 'f5'], ['Ng5', 'Nc5'], ['b4', 'Na6'], ['Qb3', 'Qf6'], ['c5', 'dxc5'], ['b5', 'Nb4'], ['f3', 'f4'], ['fxg4', 'Qxg5\n'], ['h4', 'Qf6'], ['g5', 'Qf7'], ['a3', 'f3'], ['O-O', 'Qd7'], ['Rxf3', 'Rxf3'], ['gxf3', 'Qh3'], ['Be1', 'Bf8\n'], ['axb4', 'cxb4'], ['Na4', 'Bg4'], ['Rb1', 'Bh5'], ['d6+', 'Kh8'], ['dxc7', 'Bd6'], ['Rc1', 'Rf8'], ['Qd3', '']]",1-0
BLR-ch,Minsk,1993.??.??,?,"Rustemov, Alexander","Shulman, Yuri",,,E69,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'd6'], ['Nc3', 'Nbd7'], ['O-O', 'e5'], ['e4', 'c6\n'], ['h3', 'a5'], ['Re1', 'Re8'], ['Qc2', 'Qe7'], ['Be3', 'exd4'], ['Nxd4', 'Nc5'], ['Rad1', 'Bd7'], ['Bf4', 'Rad8\n'], ['Nb3', 'Nxb3'], ['Bxd6', 'Na1'], ['Qa4', 'Qe6'], ['Re2', 'c5'], ['Qxa5', 'Bc6'], ['Qxc5', 'Nd7'], ['Qb4', 'Nb8\n'], ['c5', 'Na6'], ['Qa5', 'Qc4'], ['Red2', 'Nb4'], ['Bf1', 'Nb3'], ['axb3', 'Qxb3'], ['Qb6', 'Bh6'], ['Rd4', '']]",1-0
BLR-ch,Minsk,1993.??.??,?,"Kupreichik, Viktor D","Shulman, Yuri",,,C02,"[['e4', 'e6'], ['d4', 'd5'], ['e5', 'c5'], ['c3', 'Qb6'], ['dxc5', 'Bxc5'], ['Qc2', 'a5'], ['Nf3', 'Bd7'], ['a4', 'Ne7\n'], ['Bf4', 'f6'], ['Bd3', 'g5'], ['Bg3', 'g4'], ['exf6', 'gxf3'], ['fxe7', 'fxg2'], ['Rg1', 'Nc6'], ['Na3', 'Bxe7\n'], ['Nb5', 'e5'], ['Bxh7', 'O-O-O'], ['Bf5', 'Bg5'], ['Rxg2', 'Rhf8'], ['Bxd7+', 'Rxd7'], ['Qg6', 'Be3\n'], ['Qg4', 'Bf4'], ['Qe6', 'Bxg3'], ['hxg3', 'Qd8'], ['Rh2', 'Kb8'], ['Rd1', 'd4'], ['Rh6', 'd3'], ['Rd2', 'e4\n'], ['Qh3', 'Ne5'], ['g4', 'Nf3+'], ['Kd1', 'Qg5'], ['Rc2', 'dxc2+'], ['Kxc2', 'Ne1+'], ['Kb3', 'Qg8+']]",0-1
BLR-ch,Minsk,1993.??.??,?,"Fedorov, Alexei","Shulman, Yuri",,,B40,"[['e4', 'c5'], ['Nf3', 'e6'], ['d3', 'd5'], ['Nbd2', 'g6'], ['g3', 'Bg7'], ['Bg2', 'Ne7'], ['O-O', 'b6'], ['exd5', 'exd5\n'], ['d4', 'Bb7'], ['dxc5', 'bxc5'], ['Nb3', 'Nd7'], ['c3', 'a5'], ['Be3', 'Rc8'], ['Bh3', 'f5'], ['Ng5', 'Qb6\n'], ['Re1', 'a4'], ['Nd2', 'h6'], ['Ngf3', 'Qc6'], ['Bg2', 'g5'], ['c4', 'd4'], ['Nh4', 'dxe3'], ['Bxc6', 'Rxc6\n'], ['Rxe3', 'gxh4'], ['Qh5+', 'Kd8'], ['Qf7', 'Bf6'], ['Rae1', 'Re8'], ['Nf3', 'hxg3'], ['hxg3', 'Rd6'], ['Nh4', 'f4\n'], ['Re6', 'Rxe6'], ['Rxe6', 'Rf8'], ['Qxf8+', 'Nxf8'], ['Rxf6', 'Nd7'], ['Rxf4', 'Ne5'], ['Rf6', 'Nxc4\n'], ['Rxh6', 'Nxb2'], ['Rb6', 'a3'], ['Rxb7', 'c4'], ['Ng2', 'Nd5'], ['Ne1', 'Nc3'], ['Nc2', 'Nxa2'], ['Nxa3', 'c3\n'], ['Nc2', '']]",1-0
BLR-ch,Minsk,1993.??.??,?,"Korzubov, Peter","Shulman, Yuri",,,B06,"[['Nf3', 'g6'], ['e4', 'Bg7'], ['d4', 'd6'], ['c3', 'Nd7'], ['Bc4', 'e6'], ['Bg5', 'Ne7'], ['O-O', 'h6'], ['Be3', 'O-O\n'], ['Bd3', 'f5'], ['exf5', 'exf5'], ['c4', 'g5'], ['Nc3', 'f4'], ['Bc1', 'Nf5'], ['d5', 'Nc5'], ['Bxf5', 'Bxf5\n'], ['Nd4', 'Bg6'], ['Ne6', 'Nxe6'], ['dxe6', 'c6'], ['Re1', 'Qe7'], ['Bd2', 'Rf6'], ['Qb3', 'b6'], ['Qa4', 'Rc8\n'], ['Qa6', 'Rc7'], ['b4', 'Bd3'], ['b5', 'Bxc4'], ['Qa4', 'd5'], ['bxc6', 'Rxe6'], ['Rac1', 'Qd6'], ['h4', 'Rxe1+\n'], ['Rxe1', 'Qxc6'], ['Qd1', 'd4'], ['Ne4', 'Bd5'], ['f3', 'Qc2'], ['hxg5', 'Qxd1'], ['Rxd1', 'Bxe4'], ['fxe4', 'hxg5\n'], ['Kf2', 'Rc2'], ['a4', 'Kf7'], ['Ke2', 'Ke6'], ['Rb1', 'Bf8'], ['a5', 'Bc5'], ['Kd3', 'Ra2'], ['Rh1', 'Ke5\n'], ['Rh7', 'b5'], ['Rb7', 'Ra3+'], ['Kc2', 'Kxe4'], ['Rxb5', 'Ra2+'], ['Kd1', 'Kd3'], ['Bc1', 'Rxg2']]",0-1
BLR-ch,Minsk,1993.??.??,?,"Aleksandrov, Aleksej","Shulman, Yuri",,,A46,"[['d4', 'Nf6'], ['Bg5', 'e6'], ['e4', 'h6'], ['Bxf6', 'Qxf6'], ['Nc3', 'd6'], ['Nf3', 'Nd7'], ['Be2', 'c6'], ['O-O', 'e5\n'], ['d5', 'Qd8'], ['a4', 'a5'], ['Nd2', 'Be7'], ['Nc4', 'Nc5'], ['Bg4', 'O-O'], ['Bxc8', 'Rxc8'], ['Qg4', 'Na6\n'], ['Qe2', 'Nb4'], ['Rfd1', 'Qc7'], ['b3', 'f5'], ['Na2', 'fxe4'], ['Nxb4', 'axb4'], ['a5', 'Rf4'], ['g3', 'Rf3\n'], ['Qxe4', 'Rcf8'], ['Rf1', 'Kh8'], ['a6', 'cxd5'], ['Qxd5', 'bxa6'], ['Rxa6', 'Qc8'], ['Ra7', 'Qf5'], ['Qd2', 'Bg5\n'], ['Qxd6', 'Rxf2'], ['Qxf8+', 'Qxf8'], ['Rxf2', 'Qc5'], ['Ra5', 'Qd4'], ['Rxe5', 'Bf6'], ['Rf5', 'Qd1+\n'], ['Kg2', 'Bd4'], ['Rd2', 'Qg1+'], ['Kh3', 'Kh7'], ['Rd3', 'Kg6'], ['Rf4', 'Bc3'], ['Ne3', 'Qe1'], ['Kg2', 'Kh7\n'], ['Rf1', 'Qe2+'], ['Rf2', 'Qe1'], ['h4', 'h5'], ['Rf5', 'Qe2+'], ['Rf2', 'Qe1'], ['Nd5', 'Qe4+'], ['Kh2', 'Bd4\n'], ['Rfd2', 'Be5'], ['Kh3', '']]",1/2-1/2
BLR-ch,Minsk,1993.??.??,?,"Ryskin, Alexander","Shulman, Yuri",,,E73,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'O-O'], ['Be2', 'd6'], ['Bg5', 'h6'], ['Be3', 'e5'], ['d5', 'Na6'], ['Qd2', 'h5\n'], ['h4', 'Ng4'], ['Bxg4', 'Bxg4'], ['Nh3', 'Bd7'], ['O-O-O', 'Nc5'], ['f3', 'f5'], ['Ng5', 'Qf6'], ['Kb1', 'f4\n'], ['Bxc5', 'dxc5'], ['Nb5', 'Rfc8'], ['Rhg1', 'a6'], ['Nc3', 'Bf8'], ['g3', 'Bd6'], ['Ne6', 'Bxe6'], ['dxe6', 'Qxe6\n'], ['gxf4', 'exf4'], ['e5', 'Bxe5'], ['Qc2', 'Kh7'], ['Rde1', 'Rg8'], ['Rg5', 'Kh6'], ['Rexe5', 'Qxc4'], ['Rxh5+', 'gxh5\n'], ['Rxh5+', 'Kg7'], ['Rh7+', 'Kf6'], ['Ne4+', 'Kg6'], ['Qxc4', 'Kxh7'], ['Nf6+', '']]",1-0
BLR-ch,Minsk,1993.??.??,?,"Shulman, Yuri","Berezjuk, Sergej",,,D15,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['Nf3', 'a6'], ['a4', 'e6'], ['g3', 'Bb4'], ['Bg2', 'Ne4'], ['Qb3', 'Qa5'], ['Bd2', 'Nxd2\n'], ['Nxd2', 'c5'], ['cxd5', 'cxd4'], ['O-O', 'dxc3'], ['bxc3', 'Be7'], ['dxe6', 'fxe6'], ['Nc4', 'Qc7'], ['Nb6', 'Ra7\n'], ['Bh3', 'Kf7'], ['Rad1', 'a5'], ['Rd5', 'Ra6'], ['Rb5', 'Rxb6'], ['Rxb6', 'Nc6'], ['Rb5', 'Rd8'], ['f4', 'b6\n'], ['f5', 'Bc5+'], ['Rxc5', 'bxc5'], ['fxe6+', 'Ke8'], ['e7', '']]",1-0
BLR-ch,Minsk,1993.??.??,?,"Shulman, Yuri","Dydyshko, Viacheslav",,,E94,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['Be3', 'c6'], ['d5', 'Ng4'], ['Bg5', 'f6\n'], ['Bh4', 'Na6'], ['O-O', 'h5'], ['Ne1', 'Nh6'], ['f3', 'Qb6+'], ['Bf2', 'Qxb2'], ['Na4', 'Qa3'], ['dxc6', 'bxc6\n'], ['c5', 'Nxc5'], ['Bxc5', 'dxc5'], ['Bc4+', 'Kh7'], ['Nd3', 'Rd8'], ['Rc1', 'Be6'], ['Bxe6', 'Rxd3'], ['Qc2', 'Rad8\n'], ['Bb3', 'Rd2'], ['Qxc5', 'Qxc5+'], ['Rxc5', 'R8d6'], ['Rfc1', 'f5'], ['h3', 'fxe4'], ['fxe4', 'Ng8'], ['Rxc6', 'Nf6\n'], ['Rxd6', 'Rxd6'], ['Re1', 'Bh6'], ['Re2', 'h4'], ['Nc3', 'Rd2'], ['Kf1', 'Nh5'], ['Rxd2', 'Bxd2'], ['Ne2', 'Be3\n'], ['Bd5', 'Kg7'], ['Nc3', 'Nf4'], ['Bc6', 'Bc5'], ['Nd5', 'Ne6'], ['Bb7', 'Bd4'], ['Nb4', 'Nf4'], ['Ba6', '']]",1/2-1/2
BLR-ch,Minsk,1993.??.??,?,"Shulman, Yuri","Mochalov, Evgeny V",,,E11,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'Bb4+'], ['Bd2', 'a5'], ['g3', 'd5'], ['Qc2', 'c6'], ['Bg2', 'b6'], ['O-O', 'Ba6\n'], ['b3', 'O-O'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['e4', 'Rc8'], ['Rd1', 'Bf8'], ['Ne5', 'Ra7'], ['Nc3', 'Qd8\n'], ['Bh3', 'Nd7'], ['exd5', 'cxd5'], ['cxd5', 'Nxe5'], ['dxe5', 'Bb4'], ['dxe6', 'Qf8'], ['exf7+', 'Rxf7\n'], ['Bxc8', 'Qxc8'], ['e6', 'Rc7'], ['Qe4', 'Rxc3'], ['e7', 'Bxe7'], ['Qxe7', 'Bd3'], ['Qd6', 'Bf5'], ['Qd8+', 'Qxd8\n'], ['Rxd8+', 'Kf7'], ['Rd6', 'b5'], ['Rd5', 'Bd3'], ['Rd1', 'Be2'], ['Re1', 'Rc2'], ['a4', 'b4'], ['Rxa5', 'Rb2\n'], ['Ra7+', 'Kf6'], ['Rb7', '']]",1-0
BLR-ch,Minsk,1993.??.??,?,"Shulman, Yuri","Smirnov, Valerij",,,E71,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Bd3', 'O-O'], ['h3', 'a6'], ['a4', 'e5'], ['g4', 'h5\n'], ['Bg5', 'Qe8'], ['Qd2', 'Nbd7'], ['Be2', 'Nh7'], ['gxh5', 'f5'], ['Nf3', 'Ndf6'], ['hxg6', 'Nxg5'], ['Qxg5', 'Nxe4\n'], ['Nxe4', 'fxe4'], ['Qh5', 'Rxf3'], ['h4', 'Bf5'], ['Bxf3', 'Bxg6'], ['Qg5', 'exf3'], ['Rg1', 'e4'], ['Qxg6', 'Qe5\n'], ['Rg5', 'Qe7'], ['O-O-O', 'e3'], ['fxe3', 'f2'], ['Qe6+', 'Qxe6'], ['dxe6', 'Rf8'], ['Rf1', 'Kh7'], ['Rxf2', '']]",1-0
Minsk-C,Minsk,1993.??.??,1,"Shulman, Yuri","Yagupov, Igor",,,A87,"[['d4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'g6'], ['b3', 'Bg7'], ['Bb2', 'O-O'], ['c4', 'd6'], ['Nf3', 'Ne4'], ['Qc2', 'e6'], ['O-O', 'Nc6\n'], ['a3', 'd5'], ['Rd1', 'f4'], ['Nbd2', 'Nxd2'], ['Rxd2', 'g5'], ['gxf4', 'gxf4'], ['e4', 'Ne7'], ['a4', 'Rf6\n'], ['Ba3', 'Rg6'], ['Kh1', 'Rh6'], ['Re1', 'Ng6'], ['exd5', 'exd5'], ['cxd5', 'Bg4'], ['Qe4', 'Qf6'], ['Be7', 'Nxe7\n'], ['Qxe7', 'Qb6'], ['Ng5', 'Qg6'], ['d6', 'f3'], ['Bf1', 'Bf6'], ['Bc4+', 'Kh8'], ['Nf7+', 'Kg7'], ['Qxc7', 'Rxh2+\n'], ['Kxh2', 'Qh5+'], ['Kg1', 'Rc8'], ['Qxb7', 'Rxc4'], ['Ng5+', 'Kg6'], ['Qf7+', 'Kxg5'], ['Qxh5+', 'Bxh5\n'], ['bxc4', '']]",1-0
Minsk-C,Minsk,1993.??.??,2,"Shulman, Yuri","Yuferov, Sergey  N",,,E11,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'Bb4+'], ['Bd2', 'a5'], ['g3', 'd6'], ['Bg2', 'Nbd7'], ['O-O', 'e5'], ['e3', 'Bxd2\n'], ['Qxd2', 'c6'], ['Nh4', 'e4'], ['f3', 'exf3'], ['Bxf3', 'O-O'], ['Nc3', 'Nb6'], ['b3', 'a4'], ['e4', 'Bh3\n'], ['Bg2', 'Bxg2'], ['Kxg2', 'axb3'], ['axb3', 'Rxa1'], ['Rxa1', 'g6'], ['Ra7', 'Qb8'], ['Ra5', 'Nbd7'], ['Qf4', 'Qd8\n'], ['b4', 'Nb6'], ['Qf1', 'Ng4'], ['Nd1', 'Re8'], ['Qd3', 'Qe7'], ['c5', 'Nc8'], ['Nc3', 'b6'], ['cxb6', 'Nxb6\n'], ['Ra6', 'Nc4'], ['Kg1', 'd5'], ['Rxc6', 'Qxb4'], ['Nxd5', 'Qe1+'], ['Qf1', 'Qxf1+'], ['Kxf1', 'Nd2+\n'], ['Kg2', 'Rxe4'], ['h3', 'Rxd4'], ['Ne7+', 'Kf8'], ['Nef5', 'gxf5'], ['Nxf5', 'Rd8'], ['hxg4', 'Ne4'], ['Kf3', 'Ng5+\n'], ['Kf4', 'Nh3+'], ['Ke5', '']]",1/2-1/2
Minsk-C,Minsk,1993.??.??,3,"Zemerov, Vladimir","Shulman, Yuri",,,B30,"[['e4', 'c5'], ['Nc3', 'e6'], ['Nf3', 'Nc6'], ['Bb5', 'Nge7'], ['O-O', 'a6'], ['Bxc6', 'Nxc6'], ['d4', 'cxd4'], ['Nxd4', 'Qc7\n'], ['Re1', 'b5'], ['Nxc6', 'dxc6'], ['e5', 'Bb7'], ['Bf4', 'c5'], ['Ne4', 'Bxe4'], ['Rxe4', 'Be7'], ['Qh5', 'Rd8\n'], ['Rae1', 'c4'], ['Bg5', 'Rd5'], ['Bxe7', 'Qxe7'], ['b3', 'cxb3'], ['cxb3', 'O-O'], ['a4', 'Rc8'], ['h3', 'g6\n'], ['Qh6', 'Qf8'], ['Qf4', 'Rc3'], ['R4e3', 'b4'], ['Rf3', 'Rxf3'], ['Qxf3', 'Qc5'], ['Qf4', 'Rd4'], ['Rc1', 'Rxf4\n'], ['Rxc5', 'Rd4'], ['Ra5', 'Rd3'], ['Rxa6', 'Rxb3'], ['Rb6', 'Rb1+'], ['Kh2', 'b3'], ['a5', 'Ra1'], ['Rxb3', '']]",1/2-1/2
Minsk-C,Minsk,1993.??.??,4,"Shulman, Yuri","Alekseev, Vadim",,,A56,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'e5'], ['Nc3', 'd6'], ['e4', 'Be7'], ['Bd3', 'Nbd7'], ['h3', 'Nf8'], ['Be3', 'Ng6\n'], ['Qd2', 'a6'], ['Nge2', 'Nh5'], ['g3', 'Bd7'], ['a3', 'Rb8'], ['a4', 'b6'], ['b3', 'h6'], ['Kd1', 'Bg5'], ['f4', 'exf4\n'], ['gxf4', 'Bf6'], ['Kc2', 'Nh4'], ['Raf1', 'Ng2'], ['Rhg1', 'Nh4'], ['Ng3', 'Nxg3'], ['Rxg3', 'O-O'], ['Rfg1', 'Re8\n'], ['e5', 'dxe5'], ['fxe5', 'Bxe5'], ['Bf4', 'Ng6'], ['Rxg6', 'fxg6'], ['Rxg6', 'Qh4'], ['Bxh6', 'Rf8'], ['d6', 'Rf2\n'], ['Ne2', 'Re8'], ['Bg5', 'Qh5'], ['Be7', 'Bf5'], ['d7', 'Qxg6'], ['dxe8=Q+', 'Qxe8'], ['Bxf5', 'Rxf5\n'], ['Bd8', 'Bd4'], ['Bxb6', 'Rf2'], ['Kd1', 'Qe4'], ['b4', 'Qb1+'], ['Qc1', 'Rf1+'], ['Kd2', 'Rxc1']]",0-1
Minsk-C,Minsk,1993.??.??,5,"Krylov, Stanislav","Shulman, Yuri",,,B20,"[['e4', 'e6'], ['d3', 'c5'], ['g3', 'Nc6'], ['Bg2', 'g6'], ['f4', 'Bg7'], ['Nh3', 'Nge7'], ['O-O', 'b6'], ['Nc3', 'Bb7\n'], ['g4', 'h5'], ['g5', 'd5'], ['f5', 'gxf5'], ['Nf4', 'dxe4'], ['Nxh5', 'Bd4+'], ['Kh1', 'exd3'], ['cxd3', 'Qd7\n'], ['Nb5', 'O-O-O'], ['Bf4', 'Ne5'], ['Nxd4', 'Bxg2+'], ['Kxg2', 'Qxd4'], ['Bg3', 'Nd5']]",0-1
Minsk-C,Minsk,1993.??.??,6,"Shulman, Yuri","Smirnov, Valerij",,,E16,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Bb7'], ['Bg2', 'Bb4+'], ['Bd2', 'Be7'], ['Nc3', 'O-O'], ['O-O', 'Na6\n'], ['Re1', 'd5'], ['cxd5', 'exd5'], ['a3', 'c5'], ['Qc2', 'Nc7'], ['Rad1', 'Ne6'], ['Qb1', 'h6'], ['Be3', 'Qc8\n'], ['Bh3', 'Qc7'], ['Nh4', 'Ne4'], ['Nf5', 'Nxc3'], ['bxc3', 'cxd4'], ['Nxe7+', 'Qxe7'], ['cxd4', 'Rac8\n'], ['Bd2', 'Rfd8'], ['Bb4', 'Qf6'], ['Rd3', 'Rc4'], ['Rf3', 'Qg5'], ['e3', 'Qh5'], ['g4', 'Qh4'], ['Bf1', 'Qxg4+\n'], ['Rg3', 'Qh4'], ['f4', 'Rc7'], ['Qf5', 'Re8'], ['Rg4', 'Qd8'], ['Bd3', 'g6'], ['Qh5', 'a5'], ['Bd2', 'Kg7\n'], ['f5', 'Ng5'], ['fxg6', 'f6'], ['Rf1', 'Re4'], ['Bxe4', 'dxe4'], ['Kh1', 'Bc8'], ['Rh4', 'Qh8'], ['Rhf4', 'Bh3\n'], ['Rd1', 'Rc2'], ['d5', 'b5'], ['d6', 'b4'], ['axb4', 'axb4'], ['d7', 'b3'], ['Bc3', 'Rxc3'], ['Rh4', 'Rc2\n'], ['Rxh3', 'Nxh3'], ['d8=Q', 'Qxd8'], ['Rxd8', 'b2'], ['Rd7+', '']]",1-0
Minsk-C,Minsk,1993.??.??,7,"Bliumberg, Vladislav","Shulman, Yuri",,,B23,"[['e4', 'c5'], ['f4', 'Nc6'], ['Nf3', 'e6'], ['Nc3', 'a6'], ['g3', 'b5'], ['Bg2', 'Bb7'], ['O-O', 'Qb6'], ['d3', 'Be7'], ['h3', 'O-O-O\n'], ['a4', 'b4'], ['a5', 'Nxa5'], ['Na4', 'Qc7'], ['c3', 'b3'], ['Ne5', 'Nh6'], ['Nc4', 'Nxc4'], ['dxc4', 'f5\n'], ['exf5', 'Nxf5'], ['Bxb7+', 'Qxb7'], ['Kh2', 'Kc7'], ['Ra3', 'Rb8'], ['Qd3', 'h5'], ['Be3', 'd6'], ['Bf2', 'Rh6\n'], ['Re1', 'Qc6'], ['Rea1', 'a5'], ['Nxc5', 'dxc5'], ['Rxa5', 'Rb7'], ['Ra8', 'Nd6'], ['R1a6', 'Rb6'], ['R6a7+', 'Nb7\n'], ['Rg8', 'Ra6'], ['Rxa6', 'Qxa6'], ['Rxg7', 'Qd6'], ['Qe4', 'Nd8'], ['Be3', 'Kd7'], ['Qa8', 'h4'], ['g4', 'e5\n'], ['f5', 'e4+'], ['Kg2', 'Qg3+'], ['Kf1', 'Qxh3+'], ['Ke2', 'Qf3+'], ['Kd2', 'Rd6+'], ['Bd4', 'e3+']]",0-1
