Sopron,Sopron,1934.??.??,?,"Szabo, Laszlo","Gereben, Erno",,,A95,"[['Nf3', 'e6'], ['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['d4', 'd5'], ['Nc3', 'c6'], ['b3', 'Ne4'], ['Nxe4', 'fxe4\n'], ['Ne5', 'Nd7'], ['Nxd7', 'Bxd7'], ['f3', 'exf3'], ['Bxf3', 'Bf6'], ['Bb2', 'Be8'], ['e4', 'Bg6'], ['Re1', 'dxc4\n'], ['e5', 'Bg5'], ['bxc4', 'Qa5'], ['Be4', 'Bxe4'], ['Rxe4', 'Rf5'], ['Bc1', 'Bxc1'], ['Qxc1', 'Raf8'], ['Rf4', 'Qd8\n'], ['Qe3', 'Rxf4'], ['gxf4', 'Qh4'], ['Rf1', 'Qg4+'], ['Qg3', 'Qe2'], ['d5', 'Qxc4'], ['d6', 'Qd4+'], ['Kg2', 'Qd5+\n'], ['Kg1', 'Qxa2'], ['Rd1', 'Qe2'], ['Rd3', 'Rxf4'], ['Qxf4', 'Qxd3'], ['Qg5', 'Qd1+'], ['Kf2', 'Qd4+']]",1/2-1/2
Sochi,Sochi,1973.??.??,11,"Balashov, Yuri S","Szabo, Laszlo",,,B28,"[['e4', 'c5'], ['Nf3', 'a6'], ['c3', 'e6'], ['d4', 'd5'], ['e5', 'Nd7'], ['Bd3', 'h6'], ['O-O', 'Ne7'], ['Re1', 'Nc6'], ['Nbd2', 'Qb6\n'], ['dxc5', 'Bxc5'], ['Qe2', 'Qc7'], ['c4', 'Nb6'], ['cxd5', 'Nxd5'], ['Nb3', 'Ba7'], ['Bd2', 'Qe7'], ['Rac1', 'Bd7\n'], ['a3', 'O-O'], ['Rc4', 'f5'], ['exf6', 'Qxf6'], ['Qe4', 'Qf5'], ['Nc5', 'Qxe4'], ['Bxe4', 'Bxc5'], ['Rxc5', 'Nf6\n'], ['Bb1', 'Rad8'], ['Ba2', 'Nd5'], ['Bxd5', 'exd5'], ['Rxd5', 'Bg4'], ['Rxd8', 'Rxd8'], ['Bc3', 'Bxf3\n'], ['gxf3', 'Kf7'], ['Kg2', 'Ne7'], ['f4', 'Nf5'], ['Kf3', 'g6'], ['Be5', 'Rd3+'], ['Ke4', 'Rd2'], ['Rc1', 'Rxf2\n'], ['Rc7+', 'Ke6'], ['Rxb7', 'Re2+'], ['Kf3', 'Rxh2'], ['Rb6+', 'Kd5'], ['Rxa6', 'Rh3+'], ['Kf2', 'Rh2+\n'], ['Kg1', 'Rc2'], ['Rxg6', 'Ke4'], ['Rg2', 'Rc1+'], ['Kh2', 'Nh4'], ['Rg7', 'Nf3+'], ['Kg2', 'Nxe5'], ['fxe5', 'Rc2+\n'], ['Kh3', 'Rxb2'], ['e6', 'Kf5'], ['e7', 'Re2']]",1/2-1/2
Sochi,Sochi,1973.??.??,12,"Szabo, Laszlo","Rukavina, Josip",,,D20,"[['d4', 'd5'], ['c4', 'dxc4'], ['e4', 'c5'], ['Nf3', 'cxd4'], ['Qxd4', 'Qxd4'], ['Nxd4', 'Bd7'], ['Nc3', 'Nc6'], ['Nxc6', 'Bxc6\n'], ['Bxc4', 'e5'], ['O-O', 'Bc5'], ['Nb5', 'Bxb5'], ['Bxb5+', 'Ke7'], ['Bg5+', 'Nf6'], ['Rac1', 'Bb6'], ['Bc4', 'h6\n'], ['Bxf6+', 'Kxf6'], ['Bd5', 'Rab8'], ['Rc3', 'Ke7'], ['Rfc1', 'Rhd8'], ['Rf3', 'f6'], ['Rg3', 'Kf8'], ['h4', 'g5\n'], ['Rf3', 'Ke7'], ['hxg5', 'hxg5'], ['Rh3', 'Rh8'], ['Rxh8', 'Rxh8'], ['Bxb7', 'Rd8'], ['Rc2', 'Rd1+'], ['Kh2', 'Bd4\n'], ['f3', 'g4'], ['fxg4', 'Be3'], ['Rc3', 'Bf4+'], ['g3', 'Bc1'], ['Bd5', 'Bg5'], ['Ra3', 'Rd2+'], ['Kh3', 'Rxb2\n'], ['Rxa7+', 'Kd6'], ['a4', 'Rb1'], ['a5', 'Ra1'], ['a6', 'Kc5'], ['Ra8', 'Kd4']]",1/2-1/2
Sochi,Sochi,1973.??.??,13,"Andersson, Ulf","Szabo, Laszlo",,,A13,"[['Nf3', 'd5'], ['c4', 'e6'], ['e3', 'Nf6'], ['b3', 'Be7'], ['Bb2', 'O-O'], ['Be2', 'Nbd7'], ['O-O', 'c6'], ['Qc2', 'Bd6\n'], ['d3', 'Qe7'], ['Nbd2', 'Ba3'], ['Bxa3', 'Qxa3'], ['d4', 'Qe7'], ['e4', 'e5'], ['cxd5', 'cxd5'], ['Rfe1', 'exd4\n'], ['exd5', 'Nb6'], ['Nxd4', 'Nbxd5'], ['Rac1', 'Bd7'], ['Bf1', 'Qb4'], ['Qb2', 'Rfe8'], ['a3', 'Qf8'], ['Nc4', 'Rxe1\n'], ['Rxe1', 'Re8'], ['Rxe8', 'Qxe8'], ['Nf3', 'b6']]",1/2-1/2
Sochi,Sochi,1973.??.??,14,"Szabo, Laszlo","Spassky, Boris V",,,D58,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'Nf6'], ['Nc3', 'Be7'], ['Bg5', 'h6'], ['Bh4', 'O-O'], ['e3', 'b6'], ['Be2', 'Bb7\n'], ['Bxf6', 'Bxf6'], ['cxd5', 'exd5'], ['Qb3', 'c6'], ['O-O', 'Re8'], ['Bd3', 'Nd7'], ['Rad1', 'Nf8'], ['e4', 'dxe4\n'], ['Bxe4', '']]",1/2-1/2
Sochi,Sochi,1973.??.??,15,"Kholmov, Ratmir D","Szabo, Laszlo",,,B06,"[['Nf3', 'g6'], ['e4', 'Bg7'], ['d4', 'd6'], ['Nc3', 'c6'], ['h3', 'b5'], ['Bd3', 'Nd7'], ['O-O', 'Bb7'], ['Be3', 'e5'], ['dxe5', 'dxe5\n'], ['a4', 'b4'], ['Nb1', 'Ngf6'], ['Nbd2', 'O-O'], ['c3', 'bxc3'], ['bxc3', 'Nh5'], ['Rb1', 'Qc7'], ['Qb3', 'Bc8\n'], ['Bc4', 'h6'], ['Nh4', 'Qd6'], ['Rbd1', 'Qf6'], ['Ndf3', 'Nb6'], ['Bc5', 'Nxc4'], ['Bxf8', 'Bxf8'], ['Qxc4', 'Nf4\n'], ['Rd2', 'Be6'], ['Qxc6', 'Rc8'], ['Qb5', 'Bc5'], ['Rfd1', 'Kg7'], ['Rd8', 'Rxd8'], ['Rxd8', 'Qxd8'], ['Qxc5', 'Qd1+\n'], ['Kh2', 'Nd3'], ['Qxa7', 'Qc2'], ['Qe3', 'Qxc3'], ['a5', 'Bc4'], ['Qb6', 'Qc1'], ['a6', 'Qf4+'], ['g3', 'Qxe4\n'], ['Nd2', 'Qe2'], ['Nxc4', 'Nxf2'], ['Qb2', 'Qf1'], ['Qxe5+', 'Kh7'], ['Qd5', 'Qxh3+'], ['Kg1', 'Qxg3+\n'], ['Kf1', 'Qf4'], ['Ng2', 'Qf6'], ['Qd6', 'Qf5'], ['Qf4', 'Qe6'], ['Kxf2', 'g5'], ['Qc7', 'Qf6+'], ['Nf4', 'gxf4\n'], ['Ne5', 'Qh4+'], ['Ke2', '']]",1-0
Hoogovens,Wijk aan Zee,1973.??.??,1,"Szabo, Laszlo","Ribli, Zoltan",,,A35,"[['c4', 'g6'], ['Nc3', 'c5'], ['Nf3', 'Bg7'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc2', 'Bxc3+'], ['bxc3', 'Nf6'], ['Nb4', 'Qa5\n'], ['Nd5', 'Ne4'], ['Qc2', 'Nd6'], ['e4', 'Ne5'], ['Bf4', 'f6'], ['Be2', 'Ndf7'], ['Be3', 'd6'], ['Rb1', 'Nd7\n'], ['O-O', 'e6'], ['Nf4', 'Ke7'], ['Nd3', 'Qc7'], ['f4', 'b6'], ['f5', 'Nde5'], ['Nf4', 'g5'], ['Nxe6', 'Bxe6\n'], ['fxe6', 'Nd8'], ['c5', 'dxc5'], ['Rbd1', 'Nxe6'], ['Rd5', '']]",1/2-1/2
Hoogovens,Wijk aan Zee,1973.??.??,2,"Enklaar, Bertus F","Szabo, Laszlo",,,B57,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bc4', 'Qb6'], ['Ndb5', 'a6'], ['Be3', 'Qa5\n'], ['Nd4', 'e6'], ['O-O', 'Be7'], ['f4', 'O-O'], ['f5', 'd5'], ['exd5', 'Ne5'], ['Nb3', 'Qc7'], ['Be2', 'exf5\n'], ['Qd4', 'Bd6'], ['Bf4', 'Bd7'], ['a4', 'Rac8'], ['Kh1', 'h6'], ['h3', 'Rfe8'], ['Rae1', 'Re7'], ['Bd1', 'Rce8\n'], ['Bd2', 'Nc4'], ['Rxe7', 'Rxe7'], ['Bc1', 'b5'], ['axb5', 'axb5'], ['Bf3', 'b4'], ['Ne2', 'Ne5'], ['Qd1', 'Nxf3\n'], ['Rxf3', 'Qc4'], ['Rd3', 'Ne4'], ['Kg1', 'Qc7'], ['Be3', 'Bb5'], ['Nbd4', 'Bxd3'], ['Qxd3', 'Nc5'], ['Qd2', 'Bh2+\n'], ['Kh1', 'Ne4'], ['Qxb4', 'Bd6'], ['Qa4', 'Ng3+'], ['Nxg3', 'Rxe3'], ['Nge2', 'Qe7'], ['Qc6', 'Kh7'], ['c3', 'Rd3\n'], ['Nf3', 'Rd1+'], ['Neg1', 'Bc5'], ['Kh2', 'Bxg1+'], ['Nxg1', 'Qe5+']]",0-1
Hoogovens,Wijk aan Zee,1973.??.??,3,"Szabo, Laszlo","Tal, Mihail",,,D35,"[['Nf3', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'c6'], ['cxd5', 'exd5'], ['Bg5', 'Be7'], ['e3', 'Bf5'], ['Bd3', 'Bxd3\n'], ['Qxd3', 'Nbd7'], ['O-O', 'O-O'], ['Bxf6', 'Nxf6'], ['Ne5', 'Nd7'], ['Nxd7', 'Qxd7'], ['Rab1', 'a5'], ['Na4', 'Rae8\n'], ['Rfc1', '']]",1/2-1/2
Hoogovens,Wijk aan Zee,1973.??.??,4,"Donner, Jan Hein","Szabo, Laszlo",,,E92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Nf3', 'e5'], ['d5', 'Nh5'], ['g3', 'Nd7'], ['Be3', 'Nhf6\n'], ['Nd2', 'c6'], ['a3', 'a6'], ['b4', 'cxd5'], ['cxd5', 'Ne8'], ['Nc4', 'f5'], ['f3', 'Ndf6'], ['Rc1', 'fxe4\n'], ['fxe4', 'Bh3'], ['Bf1', 'Bg4'], ['Be2', 'Bh3'], ['Bf1', 'Bg4'], ['Be2', 'Bh3']]",1/2-1/2
Hoogovens,Wijk aan Zee,1973.??.??,5,"Szabo, Laszlo","Najdorf, Miguel",,,A49,"[['Nf3', 'Nf6'], ['g3', 'g6'], ['b3', 'Bg7'], ['Bb2', 'O-O'], ['Bg2', 'd6'], ['d4', 'e5'], ['dxe5', 'Ng4'], ['h3', 'Nxe5\n'], ['Nxe5', 'dxe5'], ['Qxd8', 'Rxd8'], ['Nd2', 'Nc6'], ['O-O-O', 'Be6'], ['Ne4', 'Rxd1+'], ['Rxd1', 'Rd8\n'], ['Nc5', 'Bc8'], ['Bxc6', 'Rxd1+'], ['Kxd1', 'bxc6'], ['h4', 'f6'], ['Bc1', 'Kf7'], ['Be3', 'a6'], ['Kd2', 'Bf8\n'], ['Nd3', 'e4'], ['Nc5', 'Bxc5'], ['Bxc5', 'Bg4'], ['Ke3', 'Ke6'], ['Bb4', 'h5'], ['c4', 'Kd7'], ['Bc3', 'Ke6\n'], ['Bd4', 'Ke7'], ['a4', 'Ke6'], ['a5', 'Ke7'], ['Bb2', 'Ke6'], ['b4', 'Ke7'], ['b5', 'cxb5'], ['cxb5', 'axb5']]",1/2-1/2
Hoogovens,Wijk aan Zee,1973.??.??,6,"Langeweg, Kick","Szabo, Laszlo",,,A81,"[['Nf3', 'f5'], ['g3', 'Nf6'], ['Bg2', 'g6'], ['O-O', 'Bg7'], ['d4', 'O-O'], ['b3', 'c5'], ['Bb2', 'cxd4'], ['Nxd4', 'd5\n'], ['c4', 'e5'], ['Nc2', 'e4'], ['cxd5', 'Nxd5'], ['Bxg7', 'Kxg7'], ['Qd4+', 'Nf6'], ['Rd1', 'Nc6'], ['Qxd8', 'Rxd8\n'], ['Rxd8', 'Nxd8'], ['Nd2', 'Bd7'], ['f3', 'Rc8'], ['Ne3', 'Rc3'], ['Kf2', 'exf3'], ['exf3', 'Ne6'], ['Rd1', 'f4\n'], ['Nec4', 'Rc2'], ['a4', 'Nc5'], ['Rb1', 'Bf5'], ['Bf1', 'Nd5'], ['Rb2', 'Nb4'], ['Rxc2', 'Bxc2'], ['Nd6', 'fxg3+\n'], ['hxg3', 'Nxb3'], ['N2c4', 'Nc5'], ['a5', 'Kf6'], ['Ke3', 'Nc6'], ['f4', 'Bb3'], ['Bg2', 'Bxc4'], ['Nxc4', 'Ke6\n'], ['g4', 'a6'], ['g5', 'Nb3'], ['Bxc6', 'bxc6'], ['Ke4', 'Nc5+'], ['Kd4', 'Nb7'], ['Ne3', 'c5+'], ['Kc4', 'Kd6']]",0-1
Hoogovens,Wijk aan Zee,1973.??.??,7,"Szabo, Laszlo","Vasiukov, Evgeni",,,A58,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['bxa6', 'Bxa6'], ['Nc3', 'd6'], ['Nf3', 'g6'], ['g3', 'Bg7\n'], ['Bh3', 'Nbd7'], ['O-O', 'Nb6'], ['Re1', 'O-O'], ['Bg2', 'Qd7'], ['Nd2', 'Rfb8'], ['Qc2', 'Bb7'], ['e4', 'Ng4\n'], ['h3', 'Ne5'], ['f4', 'Nec4'], ['Nxc4', 'Nxc4'], ['b3', 'Bd4+'], ['Kh2', 'Na3'], ['Qd2', 'Bc8'], ['Bb2', 'Qb7\n'], ['Nd1', 'Qb4'], ['Bc3', 'Bxc3'], ['Nxc3', 'Nb5'], ['Re3', 'Ra3'], ['Rd3', 'Nxc3'], ['Qxc3', 'Ba6'], ['Qxb4', 'Rxb4\n'], ['Rdd1', 'h5'], ['h4', 'Kg7'], ['Bf3', 'Kf6'], ['Kg2', 'c4'], ['Rdb1', 'e6'], ['dxe6', 'fxe6'], ['bxc4', 'Rxb1\n'], ['Rxb1', 'Rxa2+'], ['Kg1', 'Bxc4'], ['Rb6', 'Ra1+'], ['Kf2', 'Ra2+']]",1/2-1/2
Hoogovens,Wijk aan Zee,1973.??.??,8,"Andersson, Ulf","Szabo, Laszlo",,,E91,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['d4', 'O-O'], ['Be2', 'Bg4'], ['Be3', 'Nfd7'], ['Rc1', 'c5\n'], ['d5', 'Nb6'], ['b3', 'Na6'], ['h3', 'Bxf3'], ['Bxf3', 'Nc7'], ['Qd2', 'e5'], ['g4', 'Nc8'], ['h4', 'a6'], ['Be2', 'Qd7\n'], ['h5', 'b5'], ['f3', 'bxc4'], ['bxc4', 'Rb8'], ['Bd3', 'Ne7'], ['Qh2', 'f6'], ['h6', 'Bh8'], ['Qc2', 'Rb7\n'], ['Rb1', 'Rfb8'], ['Kf2', 'Kf7'], ['Rxb7', 'Rxb7'], ['Rb1', 'Qc8'], ['Rxb7', 'Qxb7'], ['Qb3', 'Qxb3'], ['axb3', 'g5\n'], ['Na4', 'Ng8'], ['b4', 'cxb4'], ['Bb6', 'Ne8'], ['c5', 'dxc5'], ['Bxc5', 'Nxh6'], ['Bc4', 'Kg6'], ['d6', 'Nxd6\n'], ['Bxd6', 'a5'], ['Nc5', 'Bg7'], ['Be6', 'Nf7'], ['Be7', 'Nh8'], ['Nb7', 'h5'], ['Nxa5', 'h4'], ['Bxb4', 'Kh6\n'], ['Bf5', 'Ng6'], ['Nc6', '']]",1-0
Hoogovens,Wijk aan Zee,1973.??.??,9,"Szabo, Laszlo","Hort, Vlastimil",,,E45,"[['c4', 'Nf6'], ['Nc3', 'e6'], ['d4', 'Bb4'], ['e3', 'b6'], ['Ne2', 'Ba6'], ['Ng3', 'Bxc3+'], ['bxc3', 'd5'], ['Ba3', 'Bxc4\n'], ['Bxc4', 'dxc4'], ['e4', 'Qd7'], ['O-O', 'Qb5'], ['d5', 'Nbd7'], ['dxe6', 'fxe6'], ['e5', 'Qxe5'], ['Re1', 'Qd5\n'], ['Qa4', 'O-O-O'], ['Qxa7', 'Rhe8'], ['Rab1', 'Nb8'], ['Bc1', 'Qa5'], ['Qxa5', 'bxa5'], ['Bg5', 'Rd5\n'], ['Bxf6', 'gxf6'], ['Re4', 'Nd7'], ['Rxc4', 'Rd8'], ['h3', 'Ne5'], ['Rh4', 'Rd1+'], ['Rxd1', 'Rxd1+'], ['Kh2', 'Rd2\n'], ['Ne4', 'Rxa2'], ['Nc5', 'Nd7'], ['Nxd7', 'Kxd7'], ['Rxh7+', 'Kd6'], ['h4', 'Rxf2'], ['h5', 'Rf5'], ['g4', 'Rg5\n'], ['Kh3', 'a4'], ['Rh8', 'a3'], ['Ra8', 'f5'], ['Ra6+', 'Ke7'], ['h6', 'fxg4+'], ['Kh4', 'Rg8'], ['Rxa3', 'g3\n'], ['h7', 'Rh8'], ['Kxg3', 'Rxh7'], ['Kf4', 'Kd6'], ['Ke4', 'Rh4+'], ['Kd3', 'Kd5'], ['Ra8', 'Rh3+'], ['Kc2', 'e5\n'], ['Re8', 'Rh1'], ['Kb3', 'Rh6'], ['Re7', 'c6'], ['Kc2', 'Re6'], ['Rd7+', 'Rd6'], ['Re7', 'e4'], ['Kd2', 'c5\n'], ['Ra7', 'Ke5+']]",0-1
Hoogovens,Wijk aan Zee,1973.??.??,10,"Ljubojevic, Ljubomir","Szabo, Laszlo",,,C44,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['cxd4', 'Nf6'], ['Nc3', 'Bb4'], ['Be2', 'Ne4\n'], ['Bd2', 'Bxc3'], ['bxc3', 'O-O'], ['O-O', 'Nxd2'], ['Qxd2', 'Bf5'], ['Rfe1', 'Bg6'], ['Qb2', 'b6'], ['Bb5', 'a6\n'], ['Bf1', 'Qd6'], ['a4', 'Na5'], ['Ne5', 'Bf5'], ['Rad1', 'Rfe8'], ['Re3', 'c5'], ['Qa2', 'Be6'], ['d5', 'Bf5\n'], ['Rde1', 'Rf8'], ['Qd2', 'Rad8'], ['c4', 'f6'], ['Nf3', 'Bd7'], ['Qc2', 'g6'], ['Bd3', 'Rf7'], ['Nd2', 'Nb7\n'], ['Ne4', 'Qc7'], ['Qb2', 'Rdf8'], ['h4', 'Nd6'], ['Nxd6', 'Qxd6'], ['Qe2', 'f5'], ['Qb2', 'Qf6'], ['Qxf6', 'Rxf6\n'], ['Ra1', 'a5'], ['Bc2', 'Re8'], ['Rae1', 'Rff8'], ['Re7', 'Rxe7'], ['Rxe7', 'Rf7'], ['Re5', 'Rf8']]",1/2-1/2
Hoogovens,Wijk aan Zee,1973.??.??,11,"Szabo, Laszlo","Hartoch, Robert G",,,A68,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['f4', 'e6'], ['Nf3', 'exd5'], ['cxd5', 'Nfd7\n'], ['O-O', 'Na6'], ['Re1', 'Re8'], ['Bc4', 'Nb6'], ['Bf1', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'Nb4'], ['Qf2', 'Rc8\n'], ['a3', 'Na6'], ['Bb5', 'Nd7'], ['Be3', 'Nc7'], ['Bd3', 'Rb8'], ['Rad1', 'b5'], ['e5', 'dxe5'], ['f5', 'c4\n'], ['Be4', 'a6'], ['d6', 'Na8'], ['Nd5', 'Nab6'], ['Rf1', 'Nxd5'], ['Bxd5', 'g5'], ['f6', 'Bxf6'], ['Qf5', 'Kg7\n'], ['h4', 'gxh4'], ['Be4', 'Nf8'], ['Qh5', 'Ng6'], ['Bd5', 'Nf4'], ['Qxf7+', 'Kh8'], ['Be4', 'Bg7'], ['Bxf4', 'exf4\n'], ['Qf5', 'Rxe4'], ['Qxe4', 'h3'], ['Rxf4', 'hxg2'], ['d7', 'h6'], ['Rf7', 'Qb6+']]",1-0
Hoogovens,Wijk aan Zee,1973.??.??,12,"Zuidema, Coenraad","Szabo, Laszlo",,,C61,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nd4'], ['Nxd4', 'exd4'], ['O-O', 'c6'], ['Ba4', 'Nf6'], ['c3', 'd5']]",1/2-1/2
Hoogovens,Wijk aan Zee,1973.??.??,13,"Szabo, Laszlo","Planinec, Albin",,,A34,"[['c4', 'b6'], ['Nc3', 'Bb7'], ['e4', 'c5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['d3', 'Nf6'], ['f4', 'O-O'], ['Nf3', 'Nc6'], ['O-O', 'd6\n'], ['Nh4', 'Nd7'], ['f5', 'Nde5'], ['Bf4', 'Nb4'], ['Qd2', 'Nbxd3'], ['Bh6', 'Bxh6'], ['Qxh6', 'Nxb2'], ['Rf4', 'Nbd3\n'], ['f6', 'exf6'], ['Nf5', 'gxf5'], ['Rh4', 'Re8'], ['exf5', 'Qd7'], ['Rf1', 'Ne1'], ['Bxb7', 'Qxb7'], ['Nd5', 'N1f3+\n'], ['Kf2', 'Qxd5'], ['Qxh7+', 'Kf8'], ['cxd5', 'Ke7'], ['Kg2', 'Nxh4+'], ['Qxh4', 'b5'], ['Re1', 'Rad8\n'], ['g4', 'Rg8'], ['h3', 'a5'], ['Qf2', 'Kd7'], ['Qd2', 'b4'], ['Qc2', 'Ke7'], ['Qa4', 'Ra8'], ['Qc6', 'Rgd8\n'], ['g5', 'fxg5'], ['Rxe5+', 'dxe5'], ['f6+', 'Kf8'], ['Qxc5+', 'Kg8'], ['Qc2', 'Rxd5'], ['Qf5', 'Rad8\n'], ['Qxg5+', 'Kf8'], ['Qg7+', 'Ke8'], ['Qg8+', 'Kd7'], ['Qxf7+', 'Kc6'], ['Qe7', 'Rd2+'], ['Kg3', 'R8d4\n'], ['Qe6+', 'Kb7']]",1/2-1/2
Hoogovens,Wijk aan Zee,1973.??.??,14,"Balashov, Yuri S","Szabo, Laszlo",,,C64,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Bc5'], ['c3', 'f5'], ['d4', 'fxe4'], ['dxc5', 'exf3'], ['Qxf3', 'Nf6'], ['Bg5', 'O-O\n'], ['Nd2', 'd5'], ['cxd6', 'Qxd6'], ['Qe2', 'Nd5'], ['Bc4', 'Na5'], ['Be7', 'Qxe7'], ['Bxd5+', 'Kh8'], ['O-O', 'Bd7\n'], ['b4', 'Nc6'], ['Rad1', 'Rae8'], ['Be4', 'Rf6'], ['Nc4', 'Rh6'], ['f3', 'Be6'], ['Ne3', 'Qg5'], ['Rd2', 'Ne7\n'], ['Ng4', 'Bxg4'], ['fxg4', 'Rf6'], ['Rxf6', 'Qxf6'], ['Qf2', 'Qh6'], ['h4', 'c6'], ['Rd7', 'Nd5'], ['g5', 'Qe6\n'], ['Bf5', 'Qg8'], ['Rxb7', 'e4'], ['Bd7', 'e3'], ['Qe1', 'Re5'], ['Qg3', 'Re4'], ['Rb8', 'e2'], ['Rxg8+', 'Kxg8']]",1-0
Hoogovens,Wijk aan Zee,1973.??.??,15,"Szabo, Laszlo","Ree, Hans",,,E83,"[['c4', 'Nf6'], ['Nc3', 'g6'], ['e4', 'd6'], ['d4', 'Bg7'], ['f3', 'O-O'], ['Be3', 'a6'], ['Qd2', 'Nc6'], ['d5', 'Ne5'], ['Bh6', 'Bxh6\n'], ['Qxh6', 'c6'], ['Qd2', 'cxd5'], ['cxd5', 'b5'], ['Qd4', '']]",1/2-1/2
Solingen,Solingen,1974.??.??,1,"Spassky, Boris V","Szabo, Laszlo",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['Qe2', 'Qe7'], ['d3', 'Nf6'], ['Bg5', 'Qxe2+'], ['Bxe2', 'Be7\n'], ['c4', 'h6'], ['Bf4', 'Na6'], ['Nc3', 'Nc5'], ['O-O-O', 'Bf5'], ['Rhe1', 'O-O-O'], ['d4', 'Ne6'], ['Bg3', 'Rhe8\n'], ['d5', 'Nc5']]",1/2-1/2
Solingen,Solingen,1974.??.??,2,"Szabo, Laszlo","Polugaevsky, Lev",,,A17,"[['c4', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'b6'], ['e4', 'Bb7'], ['d3', 'd6'], ['Be2', 'Be7'], ['O-O', 'c5'], ['Ne1', 'Nc6\n'], ['f4', 'O-O'], ['Nc2', 'd5'], ['cxd5', 'exd5'], ['e5', 'Ne8'], ['d4', 'f6'], ['Bf3', 'Nxd4']]",1/2-1/2
Solingen,Solingen,1974.??.??,3,"Kavalek, Lubomir","Szabo, Laszlo",,,C97,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['c3', 'd6\n'], ['h3', 'Na5'], ['Bc2', 'c5'], ['d4', 'Qc7'], ['Nbd2', 'Re8'], ['a3', 'cxd4'], ['cxd4', 'exd4'], ['Nxd4', 'Bf8\n'], ['Nf1', 'Bb7'], ['Ng3', 'd5'], ['exd5', 'Rxe1+'], ['Qxe1', 'Bxd5']]",1/2-1/2
Solingen,Solingen,1974.??.??,4,"Szabo, Laszlo","Liberzon, Vladimir M",,,A27,"[['c4', 'e5'], ['Nc3', 'Nc6'], ['Nf3', 'f5'], ['d4', 'e4'], ['Ng5', 'Bb4'], ['Nh3', 'Nf6'], ['e3', 'Bxc3+'], ['bxc3', 'd6\n'], ['Bd2', 'O-O'], ['c5', 'd5'], ['c4', 'Ne7'], ['cxd5', 'Nfxd5'], ['c6', 'bxc6'], ['Bc4', 'Rf6'], ['O-O', 'Kh8\n'], ['Rc1', 'Be6'], ['Qe2', 'Ng6'], ['f3', 'exf3'], ['Rxf3', 'Qd7']]",1/2-1/2
Solingen,Solingen,1974.??.??,5,"Uhlmann, Wolfgang","Szabo, Laszlo",,,A27,"[['c4', 'e5'], ['Nc3', 'Nc6'], ['Nf3', 'f5'], ['d4', 'e4'], ['Ng5', 'Bb4'], ['Nh3', 'Nf6'], ['e3', 'Bxc3+'], ['bxc3', 'd6\n'], ['Ba3', 'O-O'], ['Be2', 'Ne7'], ['O-O', 'c6'], ['Qb3', 'Ng6'], ['Rae1', 'Qe7'], ['Qb4', 'Rd8'], ['f3', 'b6\n'], ['fxe4', 'c5'], ['Qb2', 'Nxe4'], ['Bd3', 'Rf8'], ['Nf4', 'Nxf4'], ['exf4', 'Be6'], ['Qc2', 'Rae8'], ['d5', '']]",1/2-1/2
