Burevestnik-ch sf,Moscow,1965.??.??,?,"Volovich, Anatoly A","Gulko, Boris F",,,A09,"[['Nf3', 'd5'], ['g3', 'Nc6'], ['c4', 'd4'], ['d3', 'e5'], ['Bg2', 'Bg4'], ['h3', 'Bf5'], ['O-O', 'Qd7'], ['Kh2', 'Nf6\n'], ['Na3', 'Be7'], ['Nc2', 'a5'], ['b3', 'O-O'], ['a3', 'h6'], ['Bd2', 'e4'], ['Nfe1', 'Rfd8'], ['dxe4', 'Bxe4\n'], ['f3', 'Bh7'], ['Nd3', 'Bd6'], ['Be1', 'Re8'], ['Bf2', 'Qe7'], ['Re1', 'Rad8'], ['Qd2', 'h5'], ['Kg1', 'h4\n'], ['g4', 'Bg3'], ['Bxg3', 'hxg3'], ['Qf4', 'a4'], ['bxa4', 'Na5'], ['Qxg3', 'Nxc4'], ['g5', 'Nd5'], ['f4', 'Nc3\n'], ['Bf3', 'Ne3'], ['Nxe3', 'Qxe3+'], ['Qf2', 'Bxd3'], ['exd3', 'Qxd3'], ['Bxb7', 'Re3'], ['Bg2', 'Rde8\n'], ['a5', 'Qb5'], ['f5', 'Qxa5'], ['g6', 'Qe5'], ['gxf7+', 'Kxf7'], ['Rxe3', 'Qxe3'], ['Qxe3', 'Rxe3'], ['Kf2', 'Re5\n'], ['Bf1', 'Rxf5+'], ['Ke1', 'Ke6'], ['a4', 'Ra5'], ['Bc4+', 'Kd6'], ['Bb3', 'Kc5'], ['Kd2', 'Kb4'], ['Bc2', 'Re5\n'], ['Rf1', 'Re2+'], ['Kd3', 'c5'], ['Rf7', 'c4+'], ['Kxd4', 'Rd2+'], ['Ke5', '']]",0-1
Sigeman & Co,Malmoe SWE,2001.06.16,5,"Hansen,Cu","Gulko,B",,,D32,"[['Nf3', 'c5'], ['c4', 'Nc6'], ['e3', 'e6'], ['Nc3', 'Nf6'], ['d4', 'd5'], ['cxd5', 'exd5'], ['dxc5', 'Bxc5'], ['Bb5', 'O-O\n'], ['O-O', 'Bd7'], ['b3', 'Bg4'], ['Bb2', 'Rc8'], ['Rc1', 'Bd6'], ['h3', 'Be6'], ['Ne2', 'a6'], ['Bxc6', 'bxc6\n'], ['Qd3', 'Ne4'], ['Nc3', 'Bf5'], ['Rfd1', 'Nxc3'], ['Qxc3', 'f6'], ['Nd4', 'Bd7'], ['Qd3', 'Qe8'], ['Nf5', 'Qe6\n'], ['Nxd6', 'Qxd6'], ['Rc4', 'Rfd8'], ['Ra4', 'c5'], ['Rxa6', 'Bc6'], ['Rc1', 'Ra8'], ['Ba3', 'd4'], ['Qc4+', 'Qd5\n'], ['Rxc6', 'Qxc4'], ['Rxc4', 'd3'], ['Bc1', 'Rxa2'], ['R6xc5', 'd2'], ['Bxd2', 'Rdxd2'], ['Rc8+', 'Kf7\n'], ['R8c7+', 'Ke6'], ['Re4+', 'Kd6'], ['Rxg7', 'Rxf2'], ['Rf4', 'Rxf4'], ['exf4', 'h5'], ['Rb7', 'Kd5'], ['Rb5+', 'Ke4\n'], ['Rxh5', 'f5'], ['Rh8', 'Rb2'], ['Rb8', 'Kxf4'], ['Kh2', 'Ke3'], ['h4', 'f4'], ['Kh3', 'f3'], ['Re8+', 'Kd4\n'], ['gxf3', 'Rxb3'], ['Kg4', '']]",1-0
Sigeman & Co,Malmoe SWE,2001.06.17,6,"Gulko,B","Berg,E",,,D66,"[['Nf3', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'Be7'], ['Bg5', 'O-O'], ['e3', 'Nbd7'], ['Rc1', 'Re8'], ['Bd3', 'c6\n'], ['O-O', 'b6'], ['cxd5', 'exd5'], ['Qe2', 'a5'], ['Bf4', 'Bb7'], ['h3', 'Nf8'], ['Qc2', 'g6'], ['Rfd1', 'Bd6\n'], ['Bg5', 'Ne6'], ['Bh4', 'Be7'], ['Ne5', 'Nd7'], ['Bg3', 'Nxe5'], ['Bxe5', 'Nf8'], ['e4', 'dxe4'], ['Bxe4', 'Rc8\n'], ['Qb3', 'Nd7'], ['Bg3', 'Bg5'], ['Rc2', 'Re6'], ['d5', 'cxd5'], ['Bxd5', 'Bxd5'], ['Nxd5', 'Nc5'], ['Qb5', 'Bf6\n'], ['Rcc1', 'Bg5'], ['Nc7', 'Qe7'], ['Nxe6', 'Bxc1'], ['Nc7', 'Ne4'], ['Re1', 'Bd2'], ['Nd5', 'Qc5'], ['Qxc5', 'Nxc5\n'], ['Re2', 'Bg5'], ['h4', 'Rd8'], ['hxg5', 'Rxd5'], ['Re8+', 'Kg7'], ['Be5+', 'f6'], ['Bxf6+', 'Kf7'], ['Re7+', 'Kf8\n'], ['Rxh7', 'Ne4'], ['Rb7', 'b5'], ['f4', 'b4'], ['Be5', 'Rd2'], ['Kh2', 'Nf2'], ['Kg3', 'Nd1'], ['f5', 'Rd5\n'], ['Kf4', 'Nf2'], ['Rb8+', 'Kf7'], ['fxg6+', 'Kxg6'], ['Rb6+', 'Kf7'], ['g6+', 'Ke7']]",1-0
Sigeman & Co,Malmoe SWE,2001.06.18,7,"De Firmian,N","Gulko,B",,,C19,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'c5'], ['a3', 'Bxc3+'], ['bxc3', 'Ne7'], ['Nf3', 'Qa5'], ['Bd2', 'Nbc6\n'], ['Bd3', 'c4'], ['Be2', 'Bd7'], ['O-O', 'f6'], ['Re1', 'fxe5'], ['dxe5', 'O-O'], ['Bf1', 'Rf5'], ['g3', 'Raf8\n'], ['Re3', 'R5f7'], ['Bg2', 'Qc7']]",1/2-1/2
Sigeman & Co,Malmoe SWE,2001.06.19,8,"Gulko,B","Hector,J",,,A29,"[['c4', 'Nf6'], ['Nc3', 'e5'], ['Nf3', 'Nc6'], ['g3', 'Nd4'], ['Bg2', 'Nxf3+'], ['Bxf3', 'Bb4'], ['O-O', 'O-O'], ['d3', 'c6\n'], ['Bg2', 'Re8'], ['e4', 'Bc5'], ['Kh1', 'd6'], ['h3', 'a6'], ['f4', 'b5'], ['f5', 'b4'], ['Ne2', 'd5'], ['Bg5', 'h6\n'], ['Bxf6', 'Qxf6'], ['exd5', 'Bb7'], ['g4', 'cxd5'], ['cxd5', 'Red8'], ['Ng3', 'Bxd5'], ['Bxd5', 'Rxd5\n'], ['Qf3', 'Rad8'], ['Rad1', 'R8d7'], ['Qe2', 'Qd8'], ['Rf3', 'Bf8'], ['Ne4', 'Rc7'], ['f6', 'g6'], ['Rf2', 'Qc8\n'], ['Qe3', 'Rdd7'], ['Rfd2', 'Rc1'], ['Rxc1', 'Qxc1+'], ['Qg1', 'Qc6'], ['Qe3', 'Kh7'], ['Kg2', 'a5'], ['b3', 'a4\n'], ['bxa4', 'Qxa4'], ['Qb6', 'Qa8'], ['Qb5', 'Rd5'], ['Qc4', 'Kg8'], ['Kf1', 'Rd4'], ['Qb5', 'Qd8'], ['Ke2', 'Rd5\n'], ['Qc6', 'Ra5'], ['Rc2', 'Ra3'], ['Qc4', 'Qd7'], ['Rd2', 'Qa7'], ['Rc2', 'Qg1'], ['Qc8', 'Qg2+'], ['Ke1', 'Qg1+\n'], ['Ke2', 'Qg2+'], ['Ke1', 'Qg1+']]",1/2-1/2
Sigeman & Co,Malmoe SWE,2001.06.20,9,"Wedberg,T","Gulko,B",,,B57,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bc4', 'Qb6'], ['Nb3', 'e6'], ['O-O', 'Be7\n'], ['Bg5', 'Bd7'], ['Kh1', 'Rc8'], ['Bxf6', 'Bxf6'], ['Nb5', 'O-O'], ['Be2', 'd5'], ['exd5', 'exd5'], ['Qxd5', 'Be6\n'], ['Qe4', 'Bxb2'], ['Rab1', 'Bf6'], ['c4', 'Ne7'], ['c5', 'Qc6'], ['Nd6', 'b6'], ['Qf4', 'Ng6'], ['Qc1', 'Bd5\n'], ['f3', 'Rcd8'], ['Bb5', 'Qc7'], ['Ne4', 'Be5'], ['cxb6', 'axb6'], ['Qxc7', 'Bxc7'], ['a4', 'Ne5'], ['Rfc1', 'Bb8\n'], ['Nbd2', 'f5'], ['Nc3', 'Be6'], ['Nf1', 'Rd6'], ['Re1', 'Rc8'], ['Rxe5', 'Rxc3'], ['Rbe1', 'Kf7'], ['Ng3', 'Rc5\n'], ['R5e2', 'g6'], ['Kg1', 'Bc7'], ['Nh1', 'Kf6'], ['Nf2', 'Bf7'], ['f4', 'Rd4'], ['g3', 'Bd6'], ['Rb1', 'Rc3\n'], ['Nd1', 'Rb3'], ['Rc1', 'Ba3'], ['Ra1', 'Bc5'], ['Kf1', 'Bd5'], ['Nf2', 'Rxb5'], ['axb5', 'Bc4'], ['Ra2', 'Bxb5\n'], ['Kg2', 'Bxe2'], ['Rxe2', 'b5'], ['Rb2', 'b4'], ['Kf3', 'Ke6'], ['Ke2', 'Kd5'], ['Nd3', 'Bd6'], ['Rc2', 'Re4+\n'], ['Kd1', 'Rd4'], ['Ke2', 'Re4+'], ['Kd1', 'Re7'], ['Rc8', 'Kd4'], ['Nb2', 'Rc7'], ['Rd8', 'Rc6'], ['Rd7', 'h5\n'], ['Rg7', 'Bc7'], ['Rd7+', 'Ke4'], ['Re7+', 'Kf3'], ['Kd2', 'Kg2'], ['Nd3', 'Kxh2'], ['Ke2', 'Kxg3'], ['Nxb4', 'Rc4\n'], ['Nd5', 'Bxf4'], ['Rg7', 'g5'], ['Ne7', 'Kg4'], ['Ng8', 'Re4+'], ['Kd3', 'Re6'], ['Rh7', 'Be5'], ['Nh6+', 'Kf4\n'], ['Nxf5', 'Kxf5'], ['Rxh5', 'Bf4']]",0-1
29th World Open,Philadelphia USA,2001.07.04,1,"Gulko,B","Nagle,S",,,A25,"[['c4', 'Nf6'], ['Nc3', 'Nc6'], ['g3', 'e5'], ['Bg2', 'd6'], ['Nf3', 'Be6'], ['d4', 'Bxc4'], ['dxe5', 'Nd7'], ['Bg5', 'Qc8\n'], ['exd6', 'Bxd6'], ['Nd4', 'h6'], ['Be3', 'Nxd4'], ['Bxd4', 'O-O'], ['O-O', 'Re8'], ['Rc1', 'Be5'], ['Ne4', 'Bxe2\n'], ['Qxe2', 'Bxd4'], ['Rfd1', 'Bb6'], ['Bh3', 'Re7'], ['Bxd7', 'Rxd7'], ['Nf6+', '']]",1-0
29th World Open,Philadelphia USA,2001.07.05,2,"Shahade,J","Gulko,B",,,B66,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bg5', 'Qb6'], ['Nb3', 'e6'], ['Qd2', 'a6\n'], ['O-O-O', 'Be7'], ['f3', 'O-O'], ['g4', 'Na5'], ['Nxa5', 'Qxa5'], ['Kb1', 'Kh8'], ['h4', 'b5'], ['Bd3', 'b4\n'], ['Ne2', 'e5'], ['Bxf6', 'Bxf6'], ['Bc4', 'Be7'], ['Ng3', 'Be6'], ['Bd5', 'Bxd5'], ['Qxd5', 'Qxd5'], ['Rxd5', 'g6\n'], ['Rh2', 'Rac8'], ['Ra5', 'Rc6'], ['a3', 'Rb8'], ['axb4', 'Rxb4'], ['Ra3', 'd5'], ['exd5', 'Rcb6'], ['Rb3', 'Rxb3\n'], ['cxb3', 'Rxb3'], ['Ne4', 'Rd3'], ['g5', 'Rxd5'], ['Rc2', 'Kg7'], ['Rc6', 'Rd3'], ['Rc7', 'Bd8'], ['Rc8', 'h6\n'], ['Ra8', 'a5'], ['Kc2', 'Rd7'], ['Kc3', 'hxg5'], ['hxg5', 'Rd4'], ['b3', 'Kf8'], ['Nc5', 'Ke7'], ['Ra7+', 'Ke8\n'], ['Ra8', 'Ke7'], ['Ra7+', 'Kd6'], ['Nb7+', 'Ke6'], ['Nxd8+', 'Rxd8'], ['Rxa5', 'Kf5'], ['Ra7', 'Rf8'], ['Re7', 'Kxg5\n'], ['Rxe5+', 'Kf4'], ['Re1', 'Kxf3'], ['Kd4', 'Rd8+'], ['Kc5', 'f5'], ['b4', 'g5'], ['b5', 'f4'], ['b6', 'g4\n'], ['b7', 'g3'], ['Rb1', 'g2'], ['Kc6', 'Kf2']]",0-1
29th World Open,Philadelphia USA,2001.07.06,5,"Shulman,Y","Gulko,B",,,A40,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'a5'], ['g3', 'd6'], ['Bg2', 'e5'], ['e3', 'Nf6'], ['Ne2', 'O-O'], ['O-O', 'Bxd2\n'], ['Nxd2', 'Nc6'], ['d5', 'Ne7'], ['h3', 'c6'], ['Nc3', 'cxd5'], ['cxd5', 'b6'], ['a3', 'Ba6'], ['Re1', 'Rc8\n'], ['Rc1', 'b5'], ['b4', 'axb4'], ['axb4', 'Qb6'], ['Qb3', 'Rc7'], ['Qb2', 'Bb7'], ['e4', 'Bc8'], ['Ne2', 'Bd7\n'], ['Rxc7', 'Qxc7'], ['Rc1', 'Qb6'], ['Qa3', 'Rc8'], ['Rxc8+', '']]",1/2-1/2
29th World Open,Philadelphia USA,2001.07.07,7,"Gulko,B","Gruenfeld,Y",,,D41,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'Nc6'], ['g3', 'e6'], ['Bg2', 'd5'], ['cxd5', 'Nxd5'], ['O-O', 'Be7'], ['d4', 'O-O\n'], ['e4', 'Ndb4'], ['d5', 'exd5'], ['exd5', 'Nd4'], ['Nxd4', 'cxd4'], ['a3', 'dxc3'], ['axb4', 'Bxb4'], ['Qd4', 'Bd6\n'], ['bxc3', 'b6'], ['Bf4', 'Bb7'], ['Rfe1', 'Qd7'], ['Bxd6', 'Qxd6'], ['Re3', 'h6'], ['Rae1', 'Rad8'], ['c4', 'Bc8\n'], ['h4', 'Qb4'], ['Qf4', 'b5'], ['cxb5', 'Qxb5'], ['Qd4', 'Bd7'], ['Qxa7', '']]",1/2-1/2
COQ Open,Quebec CAN,2001.07.21,1,"Guilman,Arkadi","Gulko,B",,,A51,"[['d4', 'Nf6'], ['c4', 'e5'], ['dxe5', 'Ne4'], ['Nf3', 'Bb4+'], ['Nbd2', 'Nc6'], ['a3', 'Nxd2'], ['Bxd2', 'Bxd2+\n'], ['Qxd2', 'Qe7'], ['Qc3', 'O-O'], ['Rd1', 'Re8'], ['Rd5', 'b6'], ['e3', 'Bb7'], ['Be2', 'Rad8'], ['O-O', 'Nb8\n'], ['Rd2', 'Bxf3'], ['Bxf3', 'Qxe5'], ['Rc1', 'Qxc3'], ['Rxc3', 'd6'], ['Kf1', '']]",1/2-1/2
COQ Open,Quebec CAN,2001.07.24,5,"Gulko,B","Masse,Hugues",,,A45,"[['d4', 'Nf6'], ['Bg5', 'Ne4'], ['h4', 'c5'], ['dxc5', 'Qa5+'], ['Nd2', 'Nxg5'], ['hxg5', 'g6'], ['Rh4', 'Nc6'], ['c3', 'Qxc5\n'], ['Ngf3', 'Bg7'], ['e3', 'd6'], ['Nb3', 'Qb6'], ['Bd3', 'Bd7'], ['Qd2', 'O-O-O'], ['Ke2', 'h5'], ['gxh6', 'Bxh6\n'], ['Rah1', 'Bg7'], ['Nbd4', 'Ne5'], ['Rxh8', 'Bxh8'], ['b3', 'Nxd3'], ['Qxd3', 'e5'], ['Nc2', 'd5'], ['Rxh8', 'Rxh8\n'], ['Nxe5', 'Bf5'], ['Qd2', 'Qb5+'], ['c4', 'dxc4'], ['Nxc4', 'Bxc2'], ['Qxc2', 'Rd8'], ['f3', 'Kb8'], ['Kf2', 'Qd5\n'], ['Ke2', 'Qg5'], ['Kf2', 'Qh4+'], ['Kf1', 'Qg3'], ['Qf2', 'Rd1+'], ['Ke2', 'Qxf2+'], ['Kxf2', 'f6'], ['e4', 'b5\n'], ['Ne3', 'Rd2+'], ['Kg3', 'Rxa2'], ['Nd5', 'Rb2'], ['b4', 'Kc8'], ['f4', 'Kd8']]",0-1
COQ Open,Quebec CAN,2001.07.26,7,"Khaziyeva,Dinara","Gulko,B",,,A01,"[['b3', 'e5'], ['Bb2', 'd6'], ['e3', 'Be7'], ['c4', 'Nc6'], ['f4', 'Bf6'], ['Nc3', 'exf4'], ['exf4', 'Qe7+'], ['Qe2', 'Bg4\n'], ['Qxe7+', 'Ngxe7'], ['Be2', 'Bxe2'], ['Ngxe2', 'Nb4'], ['Kd1', 'd5'], ['a3', 'Nd3'], ['Kc2', 'dxc4'], ['bxc4', 'O-O-O\n'], ['Rhd1', 'Nc6'], ['g3', '']]",0-1
COQ Open,Quebec CAN,2001.07.27,8,"Gulko,B","Prahov,V",,,A45,"[['d4', 'Nf6'], ['Bg5', 'g6'], ['Bxf6', 'exf6'], ['e3', 'Bg7'], ['c4', 'O-O'], ['Nc3', 'f5'], ['g3', 'c5'], ['Nge2', 'cxd4\n'], ['Nxd4', 'Nc6'], ['Nde2', 'Ne5'], ['Nd4', 'd6'], ['b3', 'Bd7'], ['Bg2', 'Bc6'], ['O-O', 'Bxg2'], ['Kxg2', 'Nc6\n'], ['Nde2', 'Qa5'], ['Rc1', 'Rfd8'], ['Rc2', 'Rd7'], ['Nd5', 'Qc5'], ['Nec3', 'Re8'], ['Na4', 'Qa5'], ['Qd2', 'Qd8\n'], ['Rd1', 'g5'], ['Qd3', 'Re4'], ['Nac3', 'Qe8'], ['f3', 'Re5'], ['f4', 'gxf4'], ['gxf4', 'Nb4'], ['Nxb4', 'Rxe3\n'], ['Qxf5', 'Rxc3'], ['Nd5', 'Rxc2+'], ['Qxc2', 'Qe6'], ['Kh1', 'Rd8'], ['Rg1', 'Kh8'], ['f5', 'Qe5'], ['Qf2', 'Qe4+\n'], ['Qg2', 'Qxg2+'], ['Kxg2', 'Be5'], ['Rh1', 'Rg8+'], ['Kf3', 'Rg5'], ['Ne3', 'h5'], ['Ke4', 'b6'], ['b4', 'f6\n'], ['Kd5', 'Bf4'], ['Re1', 'Bxh2'], ['Ke6', 'Kg7'], ['Nd5', 'Be5'], ['c5', 'bxc5'], ['bxc5', 'dxc5'], ['Rb1', 'h4\n'], ['Rb7+', 'Kh6'], ['Nxf6', 'Bxf6'], ['Kxf6', 'c4'], ['Rc7', 'Rg2'], ['Rxc4', 'Kh5'], ['Ra4', 'h3'], ['Rxa7', 'Kg4\n'], ['Rh7', 'Rxa2'], ['Kg6', 'h2'], ['f6', '']]",1/2-1/2
COQ Open,Quebec CAN,2001.07.28,9,"Gulko,B","Roy,Al",,,A45,"[['d4', 'Nf6'], ['Bg5', 'g6'], ['Bxf6', 'exf6'], ['e3', 'Bg7'], ['c4', 'O-O'], ['Nc3', 'Re8'], ['g3', 'd6'], ['Bg2', 'c6\n'], ['Nge2', 'Nd7'], ['h4', 'Nb6'], ['b3', 'Bg4'], ['Qd3', 'a5'], ['a3', 'Bf5'], ['Qd2', 'Qd7'], ['h5', 'a4'], ['Nxa4', 'Nxa4\n'], ['bxa4', 'Rxa4'], ['hxg6', 'hxg6'], ['Nc3', 'Ra7'], ['O-O', 'Bh6'], ['Rfe1', 'Qd8'], ['d5', 'c5'], ['Nb5', 'Ra6\n'], ['Bf1', 'Qd7'], ['Bd3', 'Be4'], ['Bxe4', 'Rxe4'], ['Qd3', 'Qg4'], ['Kg2', 'Re5'], ['Rh1', 'Bg7'], ['Rh4', 'Qd7\n'], ['Rah1', 'f5'], ['Qb1', 'Re8'], ['R1h2', 'Qe7'], ['Qh1', 'f6'], ['Kg1', 'Kf7'], ['Qf3', 'Ra4'], ['g4', 'fxg4\n'], ['Rxg4', 'Qe5'], ['Rh3', 'Rh8'], ['Qg3', 'Rxh3'], ['Qxh3', 'f5'], ['Rh4', 'g5'], ['Rh6', 'Bxh6'], ['Qxh6', 'Ra6\n'], ['Qh7+', 'Qg7'], ['Qxf5+', 'Kg8'], ['Qe6+', 'Qf7'], ['Qh6', 'Qe7'], ['Qg6+', 'Kf8'], ['Qh6+', 'Ke8'], ['Qh8+', 'Kf7\n'], ['Qh7+', '']]",1/2-1/2
I American Continental,Cali COL,2001.08.10,1,"Gulko,B","Diaz Cordoba,F",,,A50,"[['c4', 'Nf6'], ['d4', 'c6'], ['Bf4', 'Qb6'], ['Qd2', 'd6'], ['Nc3', 'Nbd7'], ['Nf3', 'Qa5'], ['h3', 'b5'], ['cxb5', 'cxb5\n'], ['b4', 'Qxb4'], ['Rb1', 'Qa5'], ['Nxb5', 'Qxd2+'], ['Bxd2', 'Rb8'], ['Ba5', 'Nd5'], ['e4', 'a6'], ['exd5', 'axb5\n'], ['Bxb5', 'Ra8'], ['Rc1', 'e6'], ['a4', '']]",1-0
I American Continental,Cali COL,2001.08.11,2,"Clavijo,J","Gulko,B",,,A40,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'a5'], ['g3', 'd6'], ['Bg2', 'e5'], ['dxe5', 'dxe5'], ['Nc3', 'Nf6'], ['a3', 'Bd6\n'], ['Nf3', 'O-O'], ['O-O', 'Nc6'], ['Nd5', 'Nxd5'], ['cxd5', 'Ne7'], ['Bc3', 'Ng6'], ['Qd2', 'Qe7'], ['e4', 'b6\n'], ['Rfc1', 'h6'], ['Ne1', 'f5'], ['exf5', 'Bxf5'], ['Nc2', 'Qf7'], ['Ne3', 'Bd7'], ['Be4', 'Rae8'], ['f3', 'Ne7\n'], ['b4', 'a4'], ['Bb2', 'Nf5']]",1/2-1/2
I American Continental,Cali COL,2001.08.12,3,"Gulko,B","Contreras,H",,,B14,"[['c4', 'c6'], ['e4', 'd5'], ['exd5', 'cxd5'], ['d4', 'Nf6'], ['Nc3', 'e6'], ['Nf3', 'Nc6'], ['c5', 'Ne4'], ['Qc2', 'Nxc3\n'], ['Qxc3', 'a5'], ['Bb5', 'Bd7'], ['O-O', 'Be7'], ['Bf4', 'O-O'], ['Rfe1', 'Bf6'], ['Qd2', 'Re8'], ['Rac1', 'a4\n'], ['Bxc6', 'Bxc6'], ['Rc3', 'Be7'], ['Ne5', 'Bb5'], ['Rh3', 'Bf8'], ['Qc2', 'g6'], ['Nxf7', 'Qf6'], ['Nd6', 'Bxd6\n'], ['Bxd6', 'Qxd4'], ['Qc1', 'Rad8'], ['Be5', 'Qb4'], ['a3', 'Qg4'], ['Qh6', 'Rd7'], ['Rg3', 'Qf5'], ['Rf3', 'Qg4\n'], ['h3', 'Qh5'], ['Qf4', 'h6'], ['g4', 'Qh4'], ['Bf6', 'g5'], ['Qd4', 'Kh7'], ['Be5', 'h5'], ['Kg2', 'Kg8'], ['Bg3', 'hxg4\n'], ['hxg4', '']]",1-0
I American Continental,Cali COL,2001.08.13,4,"Zarnicki,P","Gulko,B",,,B08,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['Nf3', 'Bg7'], ['Be2', 'O-O'], ['O-O', 'c5'], ['dxc5', 'dxc5'], ['Be3', 'b6\n'], ['Qc1', 'Bb7'], ['Rd1', 'Qc8'], ['Nd5', 'Nc6'], ['Ne5', 'Nxd5'], ['Nxc6', 'Qxc6'], ['exd5', '']]",1/2-1/2
I American Continental,Cali COL,2001.08.14,5,"Gulko,B","Szmetan,J",,,A43,"[['d4', 'Nf6'], ['Nf3', 'c5'], ['d5', 'd6'], ['Nc3', 'e6'], ['e4', 'exd5'], ['Nxd5', 'Nxd5'], ['Qxd5', 'Nc6'], ['Bc4', 'Be6\n'], ['Qd3', 'Nb4'], ['Qe2', 'Bxc4'], ['Qxc4', 'd5'], ['exd5', 'Qxd5'], ['Qxd5', 'Nxd5'], ['Bg5', 'f6'], ['O-O-O', 'Rd8\n'], ['Bd2', 'c4'], ['Rhe1+', 'Kf7'], ['Re4', 'c3'], ['Be3', 'b6'], ['Ra4', 'a5'], ['Rad4', 'Nxe3'], ['fxe3', 'Rxd4\n'], ['exd4', 'cxb2+'], ['Kxb2', 'Bd6'], ['Rd3', 'b5'], ['Rc3', 'Ke6'], ['Rc6', 'a4'], ['Kc3', 'Kd5'], ['Rb6', 'b4+\n'], ['Kd3', 'Rc8'], ['Rb5+', 'Ke6'], ['d5+', 'Kf7'], ['Rb7+', 'Kg6'], ['Nd4', 'Rc3+'], ['Ke4', 'f5+'], ['Nxf5', 'Rc4+\n'], ['Kd3', 'Rc3+'], ['Ke4', '']]",1/2-1/2
I American Continental,Cali COL,2001.08.15,6,"Castro,O","Gulko,B",,,C02,"[['e4', 'c5'], ['c3', 'e6'], ['d4', 'd5'], ['e5', 'Nc6'], ['Nf3', 'Bd7'], ['Be3', 'Nge7'], ['dxc5', 'Nf5'], ['Bd4', 'Nfxd4\n'], ['cxd4', 'b6'], ['cxb6', 'Qxb6'], ['Qd2', 'Rb8'], ['Nc3', 'Qxb2'], ['Rb1', 'Qxd2+'], ['Kxd2', 'Bb4'], ['Bd3', 'Ke7\n'], ['Rhc1', 'Rhc8'], ['Ke3', 'Ba3'], ['Rd1', 'Nb4'], ['Rb3', 'Nxd3'], ['Rxb8', 'Rxb8'], ['Kxd3', 'f6'], ['Rb1', 'Rxb1\n'], ['Nxb1', 'Bb4'], ['a3', 'Ba5'], ['Nbd2', 'Ba4'], ['Ne1', 'Bb5+'], ['Kc2', 'Bb6'], ['exf6+', 'gxf6'], ['Nb3', 'Ba4\n'], ['Nf3', 'Kd6'], ['Kc3', 'e5'], ['Nfd2', 'Bb5'], ['Kb4', 'Be8'], ['f4', 'exf4'], ['a4', 'Bd8'], ['Nc5', 'a5+\n'], ['Kc3', 'Bb6'], ['Ncb3', 'Ke7'], ['Kd3', 'Bg6+'], ['Ke2', 'Be4'], ['Kf2', 'Kd6'], ['Kf1', 'h5'], ['Kf2', 'h4\n'], ['h3', 'f5']]",0-1
I American Continental,Cali COL,2001.08.16,7,"Gulko,B","Lima,Da",,,B00,"[['d4', 'b6'], ['e4', 'e6'], ['Nf3', 'Bb7'], ['Bd3', 'c5'], ['c3', 'Nf6'], ['Qe2', 'Be7'], ['O-O', 'Nc6'], ['e5', 'Nd5\n'], ['dxc5', 'bxc5'], ['Na3', 'Qc7'], ['Nb5', 'Qb8'], ['c4', 'Ndb4'], ['Be4', 'a6'], ['Nd6+', 'Bxd6'], ['exd6', 'Nd8\n'], ['Rd1', 'Bxe4'], ['Qxe4', 'f6'], ['Nd2', 'Nb7'], ['Nb3', 'a5'], ['a3', 'Na6'], ['Bf4', 'O-O'], ['Rd3', 'a4\n'], ['Nd2', 'Nd8'], ['Rb1', 'Qb7'], ['b4', 'axb3'], ['Rbxb3', 'Qxe4'], ['Nxe4', 'e5'], ['Be3', 'f5'], ['Nxc5', 'Nxc5\n'], ['Bxc5', 'Kf7']]",1-0
I American Continental,Cali COL,2001.08.17,8,"Gurevich,D","Gulko,B",,,A40,"[['d4', 'e6'], ['c4', 'Bb4+'], ['Bd2', 'a5'], ['Nc3', 'd6'], ['e3', 'Nf6'], ['Bd3', 'e5'], ['Nf3', 'O-O'], ['O-O', 'Nc6\n'], ['d5', 'Ne7'], ['a3', 'Bc5'], ['Na4', '']]",1/2-1/2
