Tashkent,Tashkent,1985.??.??,?,"Serper, Grigory","Egin, Vladimir",,,C62,"[['e4', 'e5'], ['Nf3', 'd6'], ['Nc3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'g6'], ['Bb5', 'Bd7'], ['O-O', 'Bg7'], ['Bxc6', 'bxc6\n'], ['f4', 'c5'], ['Nde2', 'f5'], ['exf5', 'gxf5'], ['Ng3', 'Ne7'], ['Re1', 'O-O'], ['Nh5', 'Bh8'], ['Be3', 'Bc6\n'], ['Bf2', 'Qe8'], ['Bh4', 'Qg6'], ['Ng3', 'Bd4+'], ['Kh1', 'Nc8'], ['Qd3', 'Qg4'], ['Bg5', 'h6'], ['Re6', 'hxg5\n'], ['Rg6+', 'Kh7'], ['Rxg5', 'Qxf4'], ['Nxf5', 'Bxg2+'], ['Rxg2', 'Qxf5'], ['Ne4', 'Ne7'], ['c3', 'Ng6\n'], ['Ng5+', 'Kh6']]",0-1
URS-FL,Irkutsk,1986.??.??,?,"Serper, Grigory","Kruppa, Yuri",,,C60,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['d4', 'exd4'], ['Bg5', 'Be7'], ['Bf4', 'Nf6'], ['e5', 'Nd5'], ['Bh6', 'a6\n'], ['Bc4', 'Nb6'], ['Bb3', 'd5'], ['exd6', 'Qxd6'], ['Nbd2', 'Bf5'], ['O-O', 'O-O-O'], ['Ng5', 'Bxg5'], ['Bxg5', 'f6\n'], ['Bh4', 'h5'], ['Re1', 'Rhe8'], ['h3', 'Ne5'], ['Ne4', 'Bxe4'], ['Rxe4', 'c5'], ['a4', 'Qc6'], ['Re1', 'a5\n'], ['Qd2', 'c4'], ['Ba2', 'g5'], ['Bg3', 'Qc5'], ['f4', 'Nc6'], ['fxg5', 'fxg5'], ['Rxe8', 'Rxe8'], ['Re1', 'Rf8\n'], ['Kh1', 'h4'], ['Bh2', 'Qd5'], ['Qe2', 'Kd8'], ['Qh5', 'Nd7'], ['Qe2', 'Nb6'], ['Qh5', 'Qf5'], ['Qh6', 'Qf6\n'], ['Qh7', 'Ne7'], ['Qe4', 'Nc6'], ['Bxc4', 'Nxc4'], ['Qd5+', 'Kc8'], ['Qxc4', 'Qf5'], ['Qb3', 'g4']]",1/2-1/2
URS-FL,Irkutsk,1986.??.??,?,"Serper, Grigory","Goldin, Alexander",,,C48,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Nd4'], ['Nxd4', 'exd4'], ['e5', 'dxc3'], ['exf6', 'Qxf6'], ['dxc3', 'Qe5+\n'], ['Qe2', 'Qxe2+'], ['Bxe2', 'd5'], ['Bf4', 'c6'], ['O-O-O', 'Bc5'], ['Bg3', 'O-O'], ['Rhe1', 'Be6'], ['h3', 'Rfe8\n'], ['Bg4', 'Bxg4'], ['hxg4', 'f6'], ['Kd2', 'Kf7'], ['Rxe8', 'Rxe8'], ['Re1', 'Rxe1'], ['Kxe1', 'Ke6']]",1/2-1/2
URS-FL,Irkutsk,1986.??.??,?,"Serper, Grigory","Dokhoian, Yury",,,B23,"[['e4', 'c5'], ['Nc3', 'e6'], ['Nge2', 'a6'], ['g3', 'b5'], ['Bg2', 'Bb7'], ['O-O', 'd6'], ['d4', 'b4'], ['Na4', 'cxd4\n'], ['Nxd4', 'Nf6'], ['Re1', 'e5'], ['Nf5', 'g6'], ['Nh6', 'Nbd7'], ['c3', 'a5'], ['Bg5', 'Qb8'], ['Rc1', 'Bxh6\n'], ['Bxh6', 'Ke7'], ['cxb4', 'axb4'], ['b3', 'Rc8'], ['Rxc8', 'Qxc8'], ['Qd2', 'Bc6'], ['Qxb4', 'Bxa4'], ['bxa4', 'Qc5\n'], ['Qd2', 'Rxa4'], ['Bg5', 'Qa5'], ['Qxa5', 'Rxa5'], ['Re2', 'Nc5'], ['Rd2', 'Ne6'], ['Bxf6+', 'Kxf6'], ['Rxd6', 'Rxa2\n'], ['h4', 'Ke7'], ['Rd5', 'f6'], ['Bh3', 'Rc2'], ['Rb5', 'Rd2'], ['Bxe6', 'Kxe6'], ['Rb7', 'Rd7'], ['Rb6+', 'Rd6\n'], ['Rb7', 'Rd7']]",1/2-1/2
URS-FL,Irkutsk,1986.??.??,?,"Serper, Grigory","Bareev, Evgeny",,,C09,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'c5'], ['exd5', 'exd5'], ['Ngf3', 'Nc6'], ['Bb5', 'Bd6'], ['dxc5', 'Bxc5'], ['O-O', 'Ne7\n'], ['Nb3', 'Bd6'], ['Nbd4', 'O-O'], ['c3', 'Bg4'], ['Be2', 'a6'], ['h3', 'Bh5'], ['Be3', 'Re8'], ['Re1', 'Bg6\n'], ['Bd3', 'Na5'], ['b3', 'Rc8'], ['Rc1', 'Qd7'], ['Nh4', 'Nac6'], ['Nxg6', 'hxg6'], ['Nxc6', 'Nxc6'], ['Be2', 'Bb8\n'], ['Bg4', 'Qd6'], ['Bxc8', 'Qh2+'], ['Kf1', 'Qh1+'], ['Ke2', 'Qxg2'], ['Bg4', 'd4'], ['cxd4', 'Bf4'], ['Rc3', '']]",1-0
URS-FL,Irkutsk,1986.??.??,?,"Serper, Grigory","Balashov, Yuri S",,,C90,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['d3', 'd6\n'], ['c3', 'Na5'], ['Bc2', 'c5'], ['Nbd2', 'Nc6'], ['Nf1', 'Nd7'], ['a4', 'Nb6'], ['axb5', 'axb5'], ['Rxa8', 'Nxa8\n'], ['Ne3', 'Nb6'], ['d4', 'cxd4'], ['cxd4', 'Bf6'], ['d5', 'Nb4'], ['Bb1', 'Bd7'], ['Bd2', 'Na6'], ['b4', 'Qb8\n'], ['Bd3', 'Rc8'], ['Qb3', 'Nc7'], ['Ra1', 'Bd8'], ['Ne1', '']]",1/2-1/2
URS-FL,Irkutsk,1986.??.??,?,"Salov, Valery","Serper, Grigory",,,A55,"[['d4', 'Nf6'], ['c4', 'c6'], ['Nc3', 'd6'], ['e4', 'Nbd7'], ['Nf3', 'e5'], ['Be2', 'Be7'], ['O-O', 'a6'], ['Rb1', 'O-O\n'], ['b4', 'Qc7'], ['Re1', 'exd4'], ['Nxd4', 'Re8'], ['Bf4', 'Ne5'], ['Qc2', 'b5'], ['cxb5', 'cxb5'], ['Rbc1', 'Bd7\n'], ['Qb1', 'Qb7'], ['Red1', 'Rac8'], ['Nf3', 'Bc6'], ['Bxe5', 'dxe5'], ['Nxe5', 'Bxe4'], ['Qb3', 'Bf8'], ['Nxe4', 'Rxc1\n'], ['Nxf6+', 'gxf6'], ['Rxc1', 'Rxe5'], ['Bf1', 'Qd5'], ['Qg3+', 'Rg5'], ['Qe3', 'Kg7'], ['a3', 'Bd6'], ['Qb6', 'Qd2\n'], ['Qe3', 'Qxe3'], ['fxe3', 'Re5'], ['Rc3', 'Re6'], ['g3', 'Be5'], ['Rc2', 'Bb8'], ['Kf2', 'Ba7'], ['Rc3', 'f5\n'], ['Bg2', 'Bb6'], ['Bd5', 'Rd6'], ['Rd3', 'Bd8'], ['Ke2', 'Bf6'], ['Kf3', 'Bb2'], ['e4', 'fxe4+'], ['Kxe4', 'f5+\n'], ['Kxf5', 'Bxa3'], ['Rxa3', 'Rxd5+'], ['Ke4', 'Rd6'], ['Rd3', 'Re6+'], ['Kf5', 'Rf6+'], ['Ke5', 'Rf7\n'], ['Ra3', 'Rf2'], ['Rxa6', 'Rxh2'], ['Rd6', 'Rb2'], ['Rd4', 'Kg6'], ['Rg4+', 'Kf7'], ['Kd6', 'Rc2'], ['Rg5', 'Rc3\n'], ['Rxb5', 'Rxg3'], ['Rc5', 'Rg6+'], ['Kd7', 'Rg7'], ['b5', 'h5'], ['b6', 'Kg6+'], ['Kc6', 'h4'], ['b7', 'Rg8\n'], ['Kc7', 'Rg7+'], ['Kb6', '']]",1-0
URS-FL,Irkutsk,1986.??.??,?,"Razuvaev, Yuri S","Serper, Grigory",,,A54,"[['d4', 'Nf6'], ['c4', 'c6'], ['Nc3', 'd6'], ['Nf3', 'Nbd7'], ['g3', 'e5'], ['Qc2', 'exd4'], ['Nxd4', 'Nb6'], ['e4', 'Be7\n'], ['Bf4', 'O-O'], ['O-O-O', 'Bd7'], ['c5', 'dxc5'], ['Nf5', 'Ne8'], ['h4', 'g6'], ['Nh6+', 'Kh8'], ['Qb3', 'Kg7\n'], ['Ng4', 'Qc8'], ['Bh6+', 'Kg8'], ['Bxf8', 'Bxf8'], ['Ne3', 'Be6'], ['Qc2', 'Nd7'], ['f4', 'b5'], ['h5', 'c4\n'], ['hxg6', 'fxg6'], ['Qh2', 'h5'], ['g4', 'b4'], ['Nb1', 'c3'], ['gxh5', 'cxb2+'], ['Kxb2', 'Qc7'], ['e5', 'Bg7\n'], ['h6', 'Bh8'], ['h7+', 'Kf7'], ['Kc1', 'Qb6'], ['Nc4', 'Qc5'], ['Qc2', 'Ke7'], ['Nbd2', 'Qf2'], ['Bh3', 'Bxh3\n'], ['Rxh3', 'Qxf4'], ['Qxg6', 'Qd4'], ['Qg5+', 'Ke6'], ['Rh6+', 'Nef6'], ['exf6', 'Nxf6'], ['Qe3+', '']]",1-0
URS-ch otbor,Minsk,1986.??.??,?,"Serper, Grigory","Vyzmanavin, Alexey",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'Nf6'], ['O-O', 'd6'], ['c4', 'g6'], ['Nc3', 'Bg7\n'], ['Nb3', 'O-O'], ['Be2', 'b6'], ['Bf4', 'e5'], ['Be3', 'Bb7'], ['f3', 'Qc7'], ['a4', 'Nc6'], ['a5', 'bxa5'], ['Nd5', 'Nxd5\n'], ['cxd5', 'Nd4'], ['Nxd4', 'exd4'], ['Bxd4', 'Rfc8'], ['Bxg7', 'Kxg7'], ['Qd4+', 'f6'], ['Bd3', 'Qd8\n'], ['Rfc1', 'Rxc1+'], ['Rxc1', 'Rc8'], ['Rxc8', 'Qxc8'], ['Qb6', 'Kf7'], ['Qxd6', 'Qc1+'], ['Kf2', 'Qxb2+\n'], ['Ke3', 'Qc1+'], ['Ke2', 'Qb2+'], ['Ke3', 'Qc1+'], ['Ke2', 'Qb2+']]",1/2-1/2
URS-ch otbor,Minsk,1986.??.??,?,"Serper, Grigory","Nenashev, Alexander",,,C90,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['d3', 'Na5'], ['Bc2', 'c5'], ['Nbd2', 'Re8'], ['Nf1', 'Nc6'], ['h3', 'Ra7'], ['d4', 'Bf8'], ['Bg5', 'h6'], ['Bh4', 'exd4\n'], ['cxd4', 'g5'], ['Bg3', 'Rae7'], ['d5', 'Nb4'], ['Bb1', 'c4'], ['a3', 'Nd3'], ['Bxd3', 'cxd3'], ['e5', 'dxe5\n'], ['Bxe5', 'Nxd5'], ['Qxd3', 'Nf4'], ['Qxd8', 'Rxd8'], ['Bf6', 'Rxe1'], ['Rxe1', 'Rd6'], ['Be7', 'Rd3\n'], ['Bxf8', 'Kxf8'], ['Re3', 'Rd1'], ['Re1', 'Rxe1'], ['Nxe1', 'Ke7'], ['f3', 'Kd6'], ['Kf2', 'Kc5'], ['Ke3', 'Bf5\n'], ['Nd2', 'Nd5+'], ['Ke2', 'Nb6'], ['Nd3+', 'Kd6'], ['b4', 'Na4'], ['Ke3', 'Kd5'], ['Nf2', 'Nb2'], ['Nfe4', 'Bc8\n'], ['Nf6+', 'Ke5'], ['Ng4+', 'Bxg4'], ['fxg4', 'Kd5'], ['Ne4', 'Nc4+'], ['Kd3', 'Ne5+'], ['Ke3', 'Kc4'], ['Nd6+', 'Kb3\n'], ['Ke4', 'f6'], ['Kf5', 'Kxa3'], ['Kxf6', 'Kxb4'], ['Kxe5', 'a5'], ['Kd4', 'a4'], ['Kd3', 'a3'], ['Kc2', 'Kc5\n'], ['Nf5', 'Kc4'], ['Nd6+', 'Kc5'], ['Nf5', 'Kc4'], ['Nxh6', 'b4'], ['Nf5', 'b3+'], ['Kb1', 'b2'], ['Kc2', 'Kd5\n'], ['g3', '']]",1-0
URS-ch otbor,Minsk,1986.??.??,?,"Serper, Grigory","Krasenkow, Michal",,,B30,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Nc3', 'e5'], ['Bc4', 'h6'], ['d3', 'd6'], ['Nd5', 'a6'], ['a4', 'Nf6'], ['c3', 'Be6'], ['O-O', 'Be7\n'], ['d4', 'cxd4'], ['cxd4', 'Bg4'], ['Nxe7', 'Qxe7'], ['d5', 'Nd4'], ['Be2', 'Nxe2+'], ['Qxe2', 'Rc8'], ['Qd3', 'Bxf3\n'], ['Qxf3', 'Rc4'], ['Re1', 'O-O'], ['Bd2', 'Rfc8'], ['a5', 'R8c5'], ['Ra3', 'Ne8'], ['Rb3', 'Qd7'], ['h3', 'Rb5\n'], ['Rxb5', 'Qxb5'], ['Bc3', 'Nf6'], ['Kh2', 'Qa4'], ['Bd2', 'Rxe4'], ['Rc1', 'Qd7'], ['Bxh6', 'Rd4'], ['Be3', 'Rxd5\n'], ['Bg5', 'e4'], ['Qe3', 'Ne8'], ['Bf4', 'f5'], ['b4', 'Rd3'], ['Qa7', 'Kh7'], ['Qb8', 'Qb5'], ['Rc8', 'Nf6\n'], ['Rc7', 'Qxb4'], ['Qf8', 'Nh5']]",1-0
URS-ch otbor,Minsk,1986.??.??,?,"Serper, Grigory","Grigorian, Karen Ashotovich",,,B46,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'a6'], ['g3', 'Nge7'], ['Nb3', 'h5'], ['Bg5', 'f6\n'], ['Bf4', 'Ne5'], ['Be2', 'g6'], ['a4', 'N7c6'], ['Be3', 'Na5'], ['Nxa5', 'Qxa5'], ['Qd4', 'Kf7'], ['f4', 'Nc6\n'], ['Qb6', 'Bb4'], ['Qxa5', 'Bxa5'], ['O-O-O', 'Ne7'], ['Bc5', 'b6'], ['Ba3', 'Bxc3'], ['bxc3', 'Rd8'], ['Rd6', 'Bb7\n'], ['Rhd1', 'Bc6'], ['Bc4', 'Rdc8'], ['Bb3', 'Ra7'], ['R6d4', 'a5'], ['h3', 'f5'], ['e5', 'b5'], ['R1d3', 'bxa4\n'], ['Bxa4', 'Bxa4'], ['Bxe7', 'Bb5'], ['c4', 'Rxc4'], ['Ba3', 'Rac7'], ['Rxc4', 'Rxc4'], ['h4', 'Ba4'], ['c3', 'Ke8\n'], ['Kb2', 'Re4'], ['Bc5', 'Re2+'], ['Ka3', 'Bc6'], ['Bb6', 'Re1'], ['Re3', 'Rb1'], ['Bc7', 'Kf8'], ['c4', 'a4\n'], ['Bd8', 'Ke8'], ['Bf6', 'Rd1'], ['c5', '']]",1/2-1/2
URS-ch otbor,Minsk,1986.??.??,?,"Serper, Grigory","Dautov, Rustem",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'Nd6'], ['Bxc6', 'dxc6'], ['dxe5', 'Nf5'], ['Qxd8+', 'Kxd8\n'], ['Nc3', 'Ke8'], ['Ne2', 'Be6'], ['b3', 'Bc5'], ['Bb2', 'h6'], ['Nf4', 'Bd5'], ['Nxd5', 'cxd5'], ['g4', 'Ne7\n'], ['Kg2', 'a5'], ['Ne1', 'h5'], ['Nd3', 'Bb6'], ['h3', 'Kd7'], ['Nf4', 'hxg4'], ['hxg4', 'a4'], ['Nh5', 'g6\n'], ['Nf4', 'Rh4'], ['Kg3', 'Rh7'], ['Nh3', 'a3'], ['Bc3', 'd4'], ['Bd2', 'Rah8'], ['Ng5', 'Rg7'], ['Rh1', 'Re8\n'], ['Ne4', 'Nd5'], ['Nf6+', 'Nxf6'], ['exf6', 'Rgg8'], ['Rh7', 'd3'], ['cxd3', 'Bd4'], ['Rc1', 'Bxf6'], ['Rxf7+', 'Ke6\n'], ['Rcxc7', 'Be5+'], ['Bf4', 'Bxc7'], ['Rxc7', 'Re7'], ['Rc4', 'Rd8'], ['Re4+', '']]",1-0
URS-ch otbor,Minsk,1986.??.??,?,"Sveshnikov, Evgeny","Serper, Grigory",,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['Nf3', 'Nf6'], ['d4', 'e6'], ['Be2', 'Be7'], ['O-O', 'Nc6'], ['c4', 'Qd8\n'], ['dxc5', 'Qxd1'], ['Rxd1', 'Bxc5'], ['Nc3', 'O-O'], ['a3', 'b6'], ['b4', 'Be7'], ['Bf4', 'Bb7'], ['Nb5', 'Rad8\n'], ['Ne5', 'a5'], ['Nxc6', 'Bxc6'], ['bxa5', 'bxa5'], ['Bc7', 'Rxd1+'], ['Rxd1', 'Ra8'], ['Bd6', 'Kf8'], ['c5', 'Rd8\n'], ['Bxe7+', 'Kxe7'], ['Rxd8', 'Kxd8'], ['Nd6', 'Ke7'], ['Nc8+', 'Kd8'], ['Nd6', 'Ke7'], ['f3', 'Nd7'], ['Nc4', 'Bb5\n'], ['c6', 'Bxc4'], ['c7', 'Nb6'], ['Bxc4', 'Kd7'], ['Bd3', 'h6'], ['Bh7', 'Nc4'], ['Bg8', 'Nxa3'], ['Bxf7', 'Kxc7\n'], ['Bxe6', 'a4'], ['Kf2', 'Nc2'], ['g4', 'a3'], ['Kg3', 'Kd6'], ['Bb3', 'Nd4'], ['Ba2', 'Ne2+'], ['Kh4', 'Nc1\n'], ['Bb1', 'Kc5'], ['g5', 'hxg5+'], ['Kxg5', 'Kd4'], ['Kg6', 'Kc3'], ['Kxg7', 'Kb2'], ['Bg6', 'a2'], ['f4', 'a1=Q\n'], ['f5', 'Nd3'], ['f6', 'Ne5'], ['h4', 'Qa7+'], ['Kh6', 'Qb6'], ['Kg7', 'Qc7+'], ['f7', 'Nxf7'], ['Bxf7', 'Qg3+']]",0-1
URS-ch otbor,Minsk,1986.??.??,?,"Naumkin, Igor","Serper, Grigory",,,A55,"[['d4', 'Nf6'], ['Nf3', 'c6'], ['c4', 'd6'], ['Nc3', 'Nbd7'], ['e4', 'e5'], ['Be2', 'Be7'], ['O-O', 'a6'], ['Re1', 'O-O\n'], ['Bf1', 'b5'], ['a3', 'Re8'], ['Bg5', 'Bb7'], ['Rc1', 'h6'], ['Bxf6', 'Bxf6'], ['d5', 'cxd5'], ['Nxd5', 'Bxd5\n'], ['Qxd5', 'Nb6'], ['Qd2', 'bxc4'], ['Bxc4', 'd5'], ['Bb3', 'dxe4'], ['Qxd8', 'Rexd8'], ['Rxe4', 'Rac8\n'], ['Rxc8', 'Rxc8'], ['g3', 'Rc5'], ['Nd2', 'Kf8'], ['h4', 'Be7'], ['Re3', 'a5'], ['Rf3', 'f6'], ['Kf1', 'a4\n'], ['Bd1', 'Rb5'], ['b4', 'axb3'], ['Rxb3', 'Rxb3'], ['Bxb3', 'Bxa3'], ['Nc4', '']]",1/2-1/2
URS-ch otbor,Minsk,1986.??.??,?,"Serper, Grigory","Yakovich, Yuri",,,C90,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'b5'], ['Bb3', 'Bb7'], ['d3', 'Be7'], ['Re1', 'O-O\n'], ['Nbd2', 'd6'], ['c3', 'Na5'], ['Bc2', 'c5'], ['Nf1', 'Re8'], ['Ne3', 'Bf8'], ['b4', 'cxb4'], ['cxb4', 'Nc6\n'], ['a3', 'd5'], ['Nxd5', 'Nxd5'], ['exd5', 'Qxd5'], ['Bb3', 'Qd6'], ['Ng5', 'Re7'], ['Ne4', 'Qg6'], ['Nc5', 'Rd8\n'], ['Re3', 'Rc7'], ['Rg3', 'Qf5'], ['Rf3', 'Qc8'], ['Nxb7', 'Qxb7'], ['Bb2', 'Nd4'], ['Bxd4', 'Rxd4'], ['Rc1', 'Rdd7\n'], ['Re3', 'Rxc1'], ['Qxc1', 'Qc7'], ['Qb2', 'Bd6']]",1/2-1/2
URS-ch otbor,Minsk,1986.??.??,?,"Kupreichik, Viktor D","Serper, Grigory",,,D13,"[['c4', 'Nf6'], ['Nf3', 'c6'], ['Nc3', 'd5'], ['cxd5', 'cxd5'], ['d4', 'Nc6'], ['Bf4', 'Bg4'], ['e3', 'e6'], ['Qb3', 'Qb6\n'], ['Qxb6', 'axb6'], ['Ne5', 'Nxe5'], ['dxe5', 'Nd7'], ['f3', 'Bf5'], ['e4', 'dxe4'], ['fxe4', 'Bg6'], ['Bb5', 'O-O-O\n'], ['Bg5', 'f6'], ['exf6', 'gxf6'], ['Bh4', 'Bh6'], ['O-O', 'Bg5'], ['Bxg5', 'fxg5'], ['Bc4', 'Nc5'], ['Rae1', 'Kb8\n'], ['Rf6', 'Rd2'], ['Re2', 'Rhd8'], ['e5', 'Bf5'], ['Rxd2', 'Rxd2'], ['Rf8+', 'Kc7'], ['b4', 'Nd3'], ['Nb5+', 'Kd7\n'], ['Rf7+', 'Kd8'], ['Bxd3', 'Bxd3'], ['Nd6', 'Rxa2'], ['Rxb7', 'b5'], ['Nxb5', 'Be4'], ['Rb8+', 'Kd7'], ['g3', 'Rg2+\n'], ['Kf1', 'Rxh2'], ['Rb6', 'h5'], ['Rd6+', 'Ke7'], ['Nc3', 'Bf3'], ['b5', 'h4'], ['gxh4', 'gxh4'], ['Rd3', 'Bb7\n'], ['Ne2', 'Rh1+'], ['Ng1', 'Rh2'], ['Ne2', 'h3'], ['Nf4', 'Bg2+'], ['Nxg2', 'hxg2+'], ['Kg1', 'Rh1+'], ['Kxg2', 'Rb1']]",1/2-1/2
URS-ch otbor,Minsk,1986.??.??,?,"Kholmov, Ratmir D","Serper, Grigory",,,B70,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Nb3', 'Bg7'], ['Bg5', 'Nc6'], ['Qd2', 'h6\n'], ['Bh4', 'g5'], ['Bg3', 'Nh5'], ['Be2', 'Nxg3'], ['hxg3', 'a6'], ['Nd1', 'b5'], ['c3', 'Bb7'], ['Ne3', 'e6\n'], ['a4', 'Na5'], ['Nxa5', 'Qxa5'], ['O-O', 'Qb6'], ['axb5', 'axb5'], ['Rxa8+', 'Bxa8'], ['Qd3', 'O-O'], ['Rd1', 'Rd8\n'], ['Nc2', 'Qc6'], ['Bf3', 'Qc5'], ['g4', 'Qe5'], ['g3', 'Bf6'], ['Nb4', 'Be7'], ['Bg2', 'Kg7'], ['Qe2', 'd5\n'], ['Nd3', 'Qb8'], ['exd5', 'Bxd5'], ['Bxd5', 'Rxd5'], ['Ne1', 'Qd6'], ['Rxd5', 'Qxd5'], ['Qd3', 'Qb3'], ['Qd2', 'Qc4\n'], ['Qd1', 'b4'], ['cxb4', 'Qxb4'], ['Qe2', 'Bf6'], ['Nd3', 'Qc4'], ['Kg2', 'Kg8'], ['Qf3', 'Bg7'], ['Qa8+', 'Kh7\n'], ['Qf3', 'Kg8']]",1/2-1/2
URS-ch otbor,Minsk,1986.??.??,?,"Ivanchuk, Vassily","Serper, Grigory",,,B78,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'Bg7'], ['f3', 'O-O'], ['Qd2', 'Nc6\n'], ['Bc4', 'Bd7'], ['h4', 'Rc8'], ['Bb3', 'h5'], ['O-O-O', 'Ne5'], ['Bg5', 'Rc5'], ['f4', 'Nc6'], ['e5', 'Bg4\n'], ['Nxc6', 'Rxc6'], ['f5', 'Rxc3'], ['exf6', 'exf6'], ['bxc3', 'fxg5'], ['fxg6', 'Bxd1'], ['Rxd1', 'gxh4\n'], ['gxf7+', 'Kh8'], ['Rf1', 'Qa5'], ['Rf6', 'Kh7'], ['Qd3+', 'Kh8'], ['Rf5', 'Bh6+'], ['Kb2', 'Qb6'], ['Rxh5', 'Kg7\n'], ['Rxh4', '']]",1-0
SochiJ-A,Sochi,1986.??.??,?,"Serper, Grigory","Dreev, Alexey",,,B03,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['c4', 'Nb6'], ['exd6', 'exd6'], ['Nc3', 'Be7'], ['h3', 'O-O'], ['Nf3', 'Re8\n'], ['Be2', 'Bf5'], ['O-O', 'N8d7'], ['Bf4', 'Nf8'], ['b3', 'Ng6'], ['Bh2', 'c6'], ['Qd2', 'Bf6'], ['Rfe1', 'a5\n'], ['Bd3', 'Rxe1+'], ['Rxe1', 'Bxd3'], ['Qxd3', 'd5'], ['c5', 'Nd7'], ['Bd6', 'Ngf8'], ['Ne5', 'Bxe5'], ['Bxe5', 'Nxe5\n'], ['Rxe5', 'Ne6'], ['Ne2', 'Qf6'], ['Qe3', 'a4'], ['b4', 'Qg6'], ['Nf4', 'Qb1+'], ['Kh2', 'Nf8'], ['Re7', 'Qxa2\n'], ['Qf3', 'Qc2'], ['Nd3', 'f6'], ['Qg4', 'g6'], ['Qh4', 'Qd2'], ['f4', '']]",1-0
SochiJ-A,Sochi,1986.??.??,?,"Serper, Grigory","Martinov, P.",,,B80,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Be3', 'e6'], ['f3', 'Be7'], ['Qd2', 'O-O\n'], ['g4', 'Nc6'], ['O-O-O', 'Nxd4'], ['Bxd4', 'b5'], ['a3', 'Bb7'], ['h4', 'Rc8'], ['g5', 'Nh5'], ['Bh3', 'd5\n'], ['Bg4', 'b4'], ['axb4', 'Bxb4'], ['Bxh5', 'Qa5'], ['Qf4', 'Rxc3'], ['bxc3', 'Bxc3'], ['Bxc3', 'Qxc3\n'], ['e5', 'g6'], ['Bg4', 'Rc8'], ['Qa4', 'Rc4'], ['Qa2', 'Bc6'], ['Qb2', 'Qe3+'], ['Kb1', 'Ba4'], ['Rd3', 'Qf4\n'], ['c3', 'Bb5'], ['Rd4', 'Qxe5'], ['Rxc4', 'Bxc4']]",1-0
SochiJ-A,Sochi,1986.??.??,?,"Ulibin, Mikhail","Serper, Grigory",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Be7'], ['O-O', 'Nc6'], ['c4', 'Nb4\n'], ['cxd5', 'Nxd3'], ['Qxd3', 'Qxd5'], ['Re1', 'Bf5'], ['Ne5', 'f6'], ['Nc3', 'Nxc3'], ['Qxf5', 'Nb5'], ['Qg4', 'Nxd4\n'], ['Nd3', 'Kf7'], ['Rxe7+', 'Kxe7'], ['Qxg7+', 'Qf7'], ['Qg4', 'Rad8'], ['b3', 'Qg6'], ['Qxg6', 'hxg6\n'], ['Ba3+', 'Kf7'], ['Ne1', 'Rh5'], ['Bb2', 'Ne6'], ['Nf3', 'Rhd5']]",0-1
